Gene = chinmo
index = 1648
Annotated 5SS: [16724 18932 27663 39498 43184 44119 44329]
Annotated 3SS: [18885 27610 38858 42965 43288 44180 44390]
SMsplice 5SS: [  455  2578 27663 43184 44119 44329 44617]
SMsplice 3SS: [ 1516 27610 42965 43288 44180 44390 50930]
top_k =  500
Partition function (log Z): -5.99218629625297

Sorted 5' Splice Sites (High to Low Probability):
Position 27663: 1.0000000000000062
Position 44119: 0.9996376639655995
Position 44329: 0.996501517434675
Position 43184: 0.9918450189780661
Position 44617: 0.9717501100378815
Position 2578: 0.7877798319934707
Position 455: 0.5692815380737944
Position 172: 0.3071610305860021
Position 19025: 0.1391972209022774
Position 18932: 0.1250360380685829
Position 52314: 0.10144452815330757
Position 13308: 0.08405588604832581
Position 495: 0.0756062302718305
Position 415: 0.04314979001011151
Position 2195: 0.03635746518288676
Position 4106: 0.035826518963535246
Position 2044: 0.03530654246186687
Position 404: 0.030165174475275298
Position 49674: 0.029969996373629064
Position 8618: 0.02232007727180116
Position 19788: 0.015084013862699527
Position 2809: 0.01382483413060441
Position 444: 0.008758526512466168
Position 43188: 0.0068363208849110315
Position 50998: 0.005538613112736017
Position 2201: 0.005212411157758312
Position 689: 0.004496138306276118
Position 1103: 0.004248984618981272
Position 2367: 0.004212992006688774
Position 44565: 0.004100675447173229
Position 408: 0.003263414060914679
Position 400: 0.0030387250981503545
Position 50324: 0.002963973530418464
Position 163: 0.0027011541831481363
Position 9187: 0.0025214620676570687
Position 684: 0.0024475847216835463
Position 1370: 0.002022813704975195
Position 49801: 0.0016686994456740535
Position 44754: 0.001384637411614944
Position 1846: 0.0011909061917886486
Position 1034: 0.0011131381562109607
Position 1914: 0.0011004048604310957
Position 1021: 0.0008971959204080644
Position 294: 0.0008041192253841767
Position 630: 0.0006155772331389001
Position 49407: 0.0005653746108094527
Position 1075: 0.00056323824336465
Position 2197: 0.0005603494672508006
Position 465: 0.00048432266971111114
Position 1233: 0.0004633768685648676
Position 44333: 0.0003944913721890215
Position 1023: 0.0003227920644375052
Position 591: 0.0002994503603589074
Position 1377: 0.0002803596190257298
Position 47020: 0.0002770204793027254
Position 49428: 0.00025659150919205
Position 269: 0.0002482274001382663
Position 225: 0.0002335694810014477
Position 85: 0.00022836002315018117
Position 891: 0.00021806747273415023
Position 285: 0.00021212386728887344
Position 492: 0.00020818380002562842
Position 7333: 0.0001968958741097506
Position 1870: 0.00019258755400285203
Position 881: 0.00017783803925050553
Position 597: 0.00016405697977901366
Position 599: 0.00015524274071046398
Position 387: 0.00014128868480901683
Position 595: 0.00013844012102582097
Position 134: 0.00012772363633650486
Position 593: 0.00011412718891404959
Position 549: 9.168276440740027e-05
Position 7347: 8.952615989101595e-05
Position 901: 8.473176109126183e-05
Position 46869: 8.11877371159788e-05
Position 903: 8.052625130680479e-05
Position 486: 7.969695118034764e-05
Position 787: 7.92290430932767e-05
Position 518: 7.851639502795687e-05
Position 899: 7.850500281667114e-05
Position 2065: 7.350934607286453e-05
Position 893: 6.936707027710189e-05
Position 1763: 6.844941339310029e-05
Position 49210: 6.83139903217105e-05
Position 44351: 5.888998458691792e-05
Position 897: 5.328851840959421e-05
Position 905: 5.296289419332274e-05
Position 895: 5.121634594056066e-05
Position 44319: 5.0254769516178375e-05
Position 44336: 4.9424394610794914e-05
Position 46313: 4.879788640408071e-05
Position 907: 4.285980322846213e-05
Position 1042: 2.7641586603414293e-05
Position 2554: 2.7384300886594585e-05
Position 2160: 2.414388749037808e-05
Position 2464: 2.2957049807251816e-05
Position 46315: 2.188182374226023e-05
Position 46076: 1.3992236186390155e-05
Position 49: 1.3641909510436013e-05
Position 44524: 9.810034578334337e-06
Position 44651: 9.547691172482516e-06
Position 45582: 8.097951175413648e-06
Position 41: 6.723555454821259e-06
Position 46214: 5.078405474300986e-06
Position 46163: 3.5286433633046585e-06
Position 334: 3.0559251207846535e-06
Position 553: 2.8204223585689636e-06
Position 1109: 2.799112488888081e-06
Position 2273: 2.486500676387222e-06
Position 44251: 2.030897097579647e-06
Position 1095: 1.9274174655317936e-06
Position 2582: 1.7513093233936822e-06
Position 2148: 1.5846422725693434e-06
Position 62: 9.28129655032022e-07
Position 46676: 6.698316475176363e-07
Position 33: 4.677257181040889e-07
Position 45331: 2.9384178676525997e-07
Position 45420: 2.935757077213511e-07
Position 44962: 2.6828638351378704e-07
Position 89: 2.509701299620904e-07
Position 56: 2.3366490572669084e-07
Position 46697: 2.314128406815421e-07
Position 46459: 2.225163072065712e-07
Position 46561: 2.1310120364954504e-07
Position 46541: 2.1087104419063642e-07
Position 35: 1.8394323068176878e-07
Position 65: 6.043112195883794e-08
Position 46188: 5.60381217738547e-08
Position 46245: 4.196287265414104e-08
Position 435: 3.2091670646375456e-08
Position 127: 3.1681783132692786e-08
Position 22: 2.893562435405665e-08
Position 1044: 2.3190568005639685e-08
Position 20: 1.8737732890876877e-08
Position 329: 1.4272833562854088e-08
Position 106: 8.46435284749367e-09
Position 3: 3.2590953015345786e-09
Position 44630: 2.618054604859538e-09
Position 389: 1.4756162987621387e-09
Position 340: 1.2226429052552287e-09
Position 419: 1.1001711495890942e-09
Position 379: 1.0454380833300368e-09
Position 421: 8.884957746479433e-10
Position 44632: 7.197788419821877e-10
Position 44601: 5.953072878535094e-10
Position 45246: 5.890658007904829e-10
Position 338: 5.273546700049347e-10
Position 381: 3.8956868811701214e-10
Position 412: 3.042613856611313e-10
Position 345: 2.35332537559262e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 27610: 1.0000000000000058
Position 42965: 1.0000000000000058
Position 43288: 0.9986193359468062
Position 44180: 0.9970140594213236
Position 44390: 0.9775109700505346
Position 1516: 0.7093488292703832
Position 18885: 0.27931727283355984
Position 50930: 0.27768232887831934
Position 53332: 0.19075823578868362
Position 2092: 0.09415997110931745
Position 53303: 0.0762990134530746
Position 225: 0.0611980756770554
Position 13059: 0.055567743515270517
Position 49735: 0.05155386955956238
Position 50388: 0.051324337970944094
Position 50489: 0.04591407784062769
Position 52221: 0.04472150828049602
Position 51068: 0.036030453727693236
Position 52064: 0.03217673266216899
Position 2718: 0.02882375166200592
Position 52373: 0.028503102672934634
Position 8561: 0.024463337136018844
Position 50843: 0.02414034157502976
Position 49480: 0.024017212514782532
Position 52724: 0.023932264412741468
Position 51761: 0.0196350610693604
Position 52190: 0.01903238967232284
Position 2416: 0.018732933462406974
Position 51406: 0.017445625901588505
Position 2118: 0.01632442075364655
Position 49286: 0.01570426682449004
Position 52391: 0.015487470184787487
Position 13259: 0.015107058400311582
Position 52549: 0.014317685475991833
Position 12741: 0.013381084132743765
Position 50570: 0.011704518723449646
Position 1557: 0.009976325057950682
Position 52831: 0.009739729992285819
Position 52780: 0.00942861386161223
Position 1443: 0.009188244707406753
Position 51649: 0.007885884330197622
Position 3606: 0.0077467472974199775
Position 48937: 0.007282282640140862
Position 51458: 0.007231191042147162
Position 50022: 0.007075187646187852
Position 52262: 0.006847358626614472
Position 52171: 0.006104737474454544
Position 1936: 0.00561897532312502
Position 3986: 0.004655162287137559
Position 50540: 0.004629004748331854
Position 49871: 0.004500600252050142
Position 51086: 0.00438041140065791
Position 49506: 0.003797346404037906
Position 48248: 0.0034252050298414338
Position 46376: 0.0032484315257921316
Position 746: 0.0030695141859954102
Position 51599: 0.0026325995278271494
Position 47170: 0.0023219540489178487
