Gene = Srpk79D
index = 1523
Annotated 5SS: [4747 5060 5575 5952 6333 7799 8848]
Annotated 3SS: [4837 5122 5628 6173 7246 8576 8918]
SMsplice 5SS: [1454 5060 5575 5952 7799 8848 9165]
SMsplice 3SS: [4837 5122 5628 7693 8576 8918 9217]
top_k =  500
Partition function (log Z): 10.608377466490037

Sorted 5' Splice Sites (High to Low Probability):
Position 5575: 0.9775657205342386
Position 5952: 0.9768027647116697
Position 7799: 0.9717185287314798
Position 8848: 0.9427104251379643
Position 5060: 0.9322989754538452
Position 1454: 0.9267962709991813
Position 9165: 0.6728971127374976
Position 6333: 0.29816521651317446
Position 6338: 0.19686539012544516
Position 8506: 0.18795978742779026
Position 5385: 0.18688547861302243
Position 4747: 0.13184625904291902
Position 9634: 0.07999874384331147
Position 9734: 0.07349199773307541
Position 274: 0.052218987939696614
Position 270: 0.04809088659253368
Position 9669: 0.0370565065074475
Position 2863: 0.036989924843121545
Position 8815: 0.03641133076328039
Position 1488: 0.03608980455250919
Position 8183: 0.035372293857648104
Position 9648: 0.03494090244613136
Position 7916: 0.03292812000994184
Position 2422: 0.027046751453786586
Position 8220: 0.021245212853589147
Position 9106: 0.018546736428611783
Position 9404: 0.01807336477985134
Position 9128: 0.017657094513261612
Position 6360: 0.01730945727464812
Position 8852: 0.016909643781756304
Position 8540: 0.014668118123412078
Position 7213: 0.012793890013280814
Position 9793: 0.009217334335345667
Position 6313: 0.008984643192682322
Position 266: 0.00838355358999934
Position 278: 0.007807602069825233
Position 3227: 0.006161282086693107
Position 6058: 0.006028369572755747
Position 9839: 0.005736002664527832
Position 7763: 0.00562193703173763
Position 5336: 0.005593071624029173
Position 99: 0.00534464160201091
Position 9091: 0.005078279540697131
Position 7123: 0.005041251367371338
Position 90: 0.004942181878839339
Position 8388: 0.004873568249083572
Position 6342: 0.004718068202543664
Position 39: 0.004482606218655724
Position 5284: 0.004283874133043941
Position 2456: 0.004189706782779558
Position 9502: 0.004142841673364756
Position 1915: 0.003872951223931184
Position 7112: 0.0038490332700491935
Position 8980: 0.003688672743360525
Position 256: 0.0034112773325217895
Position 9980: 0.0033906252428862658
Position 1039: 0.003248263052547955
Position 1875: 0.0029207012361801834
