Gene = Obp73a
index = 1344
Annotated 5SS: [243 577]
Annotated 3SS: [ 301 1193]
SMsplice 5SS: [ 243  577 1393]
SMsplice 3SS: [  301  1193 10289]
top_k =  500
Partition function (log Z): -9.775866849068567

Sorted 5' Splice Sites (High to Low Probability):
Position 577: 0.983084561666044
Position 1393: 0.6559107587230939
Position 243: 0.575015892421689
Position 232: 0.21096350511386752
Position 1358: 0.1660024038549473
Position 1989: 0.0852370603585677
Position 236: 0.07767350537187519
Position 1900: 0.05321835085204327
Position 221: 0.02630098905264385
Position 5707: 0.02026352324850341
Position 6469: 0.02001160256520262
Position 1419: 0.01868988238255385
Position 6239: 0.017501459362628348
Position 1950: 0.015116747885119125
Position 4272: 0.009570853668304943
Position 1322: 0.009149332041510989
Position 1717: 0.007853066373418371
Position 6034: 0.007594102645984252
Position 527: 0.007562374836285251
Position 4118: 0.004959599361667894
Position 591: 0.004450931063920332
Position 1729: 0.004437082175572919
Position 953: 0.0043507058515239215
Position 4072: 0.0035790595278532614
Position 1485: 0.0033449414213070597
Position 1562: 0.0032666496910456716
Position 5714: 0.00255121830372337
Position 5032: 0.0025428369547372586
Position 1412: 0.0023358718465561175
Position 3472: 0.0019926994248812327
Position 914: 0.0017314951502918894
Position 5849: 0.001392198144513727
Position 1823: 0.0009171134516554216
Position 4261: 0.0009025760628504117
Position 188: 0.0008734573349561753
Position 926: 0.0008630639110496845
Position 259: 0.0007892672742658845
Position 435: 0.0006089322234525084
Position 1124: 0.00038812090542765336
Position 581: 0.0003340730413448073
Position 965: 0.0003336119798525552
Position 193: 0.00030686619760719
Position 978: 0.00022921281007340987
Position 3931: 0.0002217691071395688
Position 197: 0.00021486467579822402
Position 1363: 0.00017138966298519404
Position 3232: 0.000168733402236708
Position 733: 0.00013774879031806922
Position 1326: 0.00011754039612314725
Position 98: 0.00011564894591153153
Position 980: 9.261765938838364e-05
Position 2107: 9.166947147961579e-05
Position 615: 6.729264839765369e-05
Position 3940: 6.003017204720605e-05
Position 963: 5.303171392992836e-05
Position 937: 5.09837146923481e-05
Position 547: 4.072361773536582e-05
Position 441: 3.843105849417933e-05
Position 3056: 3.597649852266714e-05
Position 521: 3.2564656855640045e-05
Position 1543: 3.1791235032895545e-05
Position 91: 2.656552125730696e-05
Position 1005: 2.24902382259313e-05
Position 157: 2.2008878996328876e-05
Position 284: 2.1924127743347634e-05
Position 586: 2.022434631075123e-05
Position 208: 1.8625163571991877e-05
Position 37: 1.8271127493339953e-05
Position 448: 1.708859342558496e-05
Position 636: 1.5006155356493939e-05
Position 1066: 1.4159606380105546e-05
Position 328: 1.2626056973133563e-05
Position 739: 9.830268036387738e-06
Position 1027: 9.72392368600537e-06
Position 1423: 4.229683652124649e-06
Position 1365: 4.0215156636889666e-06
Position 119: 3.943260092055506e-06
Position 1571: 3.6205715821204487e-06
Position 391: 1.841033706653877e-06
Position 1049: 1.6570362612176569e-06
Position 1828: 7.73251149966375e-07
Position 25: 4.123770801059565e-07
Position 803: 2.752116727590874e-07
Position 668: 2.4671242424609597e-07
Position 290: 1.7080939163869852e-07
Position 2770: 1.3493388099474922e-07
Position 330: 3.160322623669938e-08
Position 1472: 5.029230762902297e-09
Position 506: 1.4550197545457972e-09
Position 634: 8.542727923163961e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1193: 0.9401670753602279
Position 301: 0.8535745823006847
Position 5544: 0.35621378608127585
Position 10289: 0.3149687374856413
Position 6832: 0.1088007692216808
Position 8810: 0.05652329163119655
Position 1623: 0.05498810555738833
Position 8615: 0.04427170421283019
Position 6613: 0.04030878094396606
Position 4189: 0.030899468432425685
Position 7411: 0.02210765222102997
Position 5764: 0.01935781924180204
Position 7363: 0.018518814607478992
Position 3310: 0.016343983165132175
Position 6563: 0.015280275365872167
Position 431: 0.015125797423522106
Position 471: 0.013218141455090641
Position 777: 0.009886586692753215
Position 1883: 0.009658234520149026
Position 3460: 0.00910694878862833
Position 6092: 0.007594102645984259
Position 1571: 0.006931629820007584
Position 324: 0.005846999866846486
Position 5356: 0.005682660590717231
Position 1533: 0.0049152751835959555
Position 4336: 0.0036860755853382245
Position 5785: 0.0035584985763834325
Position 712: 0.0032550473281017737
Position 1800: 0.002895463627634528
Position 1631: 0.002673120075954464
Position 6312: 0.0024564371557174915
Position 1160: 0.002359546900100418
Position 1517: 0.0022380027623441208
Position 5923: 0.001392198144513727
Position 1070: 0.0013198152516987974
Position 1899: 0.0010634232449438523
Position 327: 0.001026405396131757
Position 5067: 0.00098000895853949
Position 3231: 0.0006872057744679488
Position 3927: 0.0006865503791172629
Position 2065: 0.0006194343501859188
Position 2843: 0.0005171963074650913
Position 1452: 0.00043986727818957715
Position 5017: 0.0004045874324764181
Position 1943: 0.00040104279207817464
Position 4057: 0.00034305108338311376
Position 2055: 0.00033206029393217023
Position 1780: 0.00032272636019315553
Position 435: 0.00025517316421134795
Position 1988: 0.00019158750719113033
Position 828: 0.00018036849779847167
Position 321: 0.00016212081114833722
Position 1140: 0.0001537437223655955
Position 1238: 0.0001350230016091497
Position 3520: 0.00011879001681738992
Position 3750: 0.00010297133556503949
Position 1904: 0.00010093775657651899
Position 1644: 8.851866583906433e-05
Position 1828: 8.096180017485151e-05
Position 342: 7.966832844650046e-05
Position 653: 7.92570964722583e-05
Position 399: 6.0137118992895775e-05
Position 174: 5.971784262482239e-05
Position 746: 5.824795644367548e-05
Position 2287: 5.313759902764222e-05
Position 3214: 4.727891356059351e-05
Position 151: 2.4030768324028503e-05
Position 441: 2.1141160030814267e-05
Position 2489: 2.0612075043496375e-05
Position 485: 1.991285067184304e-05
Position 679: 1.912722184942238e-05
Position 721: 1.6395424522756613e-05
Position 668: 1.5899647260974678e-05
Position 142: 1.439761919785345e-05
Position 2188: 1.3914998461155547e-05
Position 303: 9.41841882805087e-06
Position 521: 8.898844310592917e-06
Position 886: 8.325152700176975e-06
Position 259: 7.031634187028053e-06
Position 733: 6.727266628323107e-06
Position 1172: 6.301551104588149e-06
Position 448: 5.919784184925246e-06
Position 1103: 4.43937723702606e-06
Position 757: 3.049840791261351e-06
Position 559: 2.5534883816700067e-06
Position 1284: 2.047837099021128e-06
Position 919: 1.978343432297118e-06
Position 737: 1.0341900328001258e-06
Position 762: 9.789260813257089e-07
Position 854: 7.676234490654852e-07
Position 1599: 5.985292702327274e-07
Position 157: 5.171467372765915e-07
Position 1287: 4.043284328147204e-07
Position 1074: 3.7608981142927903e-07
Position 923: 3.7499979192987186e-07
Position 1949: 1.9956943720150456e-07
Position 1665: 1.0942626828642988e-07
Position 1005: 6.306243904799763e-08
Position 183: 2.865406185474769e-08
Position 1590: 2.2959786114100714e-08
Position 1669: 1.940227406348116e-08
Position 618: 8.105999243998577e-09
Position 903: 7.498935614512602e-09
Position 264: 3.0444359768850076e-09
Position 685: 1.7330660219627806e-09
Position 208: 1.3251546082896916e-09
Position 204: 1.268965353156482e-09
Position 312: 1.057872937991786e-09
Position 214: 7.293425426056909e-10
Position 581: 6.701428084188193e-10
Position 220: 4.687823717830212e-10
Position 232: 1.1745871794827396e-10
Position 188: 6.142387804282253e-11
Position 193: 3.879135010122003e-12
