Gene = Nplp2
index = 1328
Annotated 5SS: [268 477]
Annotated 3SS: [350 631]
SMsplice 5SS: [268 477]
SMsplice 3SS: [350 631]
top_k =  500
Partition function (log Z): -3.203017624909972

Sorted 5' Splice Sites (High to Low Probability):
Position 268: 0.964445619169394
Position 477: 0.8653362936425818
Position 471: 0.026868507103287094
Position 519: 0.012944204288678585
Position 773: 0.012667415433048924
Position 576: 0.005491180176055763
Position 421: 0.0038584727955105398
Position 272: 0.0038309582500324745
Position 725: 0.0037812437496887773
Position 791: 0.002073406058659947
Position 28: 0.0012883200406405228
Position 529: 0.0006249076205934263
Position 152: 0.0003826050475300902
Position 728: 0.00031050001249010797
Position 126: 0.0002941708792128364
Position 590: 0.0002820064263606342
Position 286: 0.00021509610995571363
Position 455: 0.00020517042553255647
Position 138: 0.00018767999534028616
Position 446: 0.00018722620628497331
Position 794: 0.00011436808586335733
Position 376: 0.00010660086399959376
Position 669: 7.074644901602346e-05
Position 512: 6.359195893102028e-05
Position 628: 5.504998484318828e-05
Position 539: 3.798634828615104e-05
Position 633: 3.623420921803718e-05
Position 369: 3.310487949013903e-05
Position 183: 2.7006899074502885e-05
Position 43: 1.2263358053919097e-05
Position 169: 1.138748171706749e-05
Position 261: 9.616679945559608e-06
Position 201: 6.41168344398005e-06
Position 252: 6.270910915828434e-06
Position 141: 5.985560009175783e-06
Position 190: 4.77408740583322e-06
Position 161: 4.169942996938797e-06
Position 128: 3.2956511353335454e-06
Position 359: 2.915765856934755e-06
Position 92: 2.6333646890897086e-06
Position 250: 6.697966745265168e-07
Position 350: 3.7148231963444127e-07
Position 78: 3.4264015325668934e-07
Position 175: 3.387331628931284e-07
Position 131: 2.4302822851378827e-07
Position 52: 2.3100159969498118e-07
Position 659: 1.2564642099605572e-07
Position 333: 4.601410049412824e-08
Position 626: 2.2666407958333455e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 350: 0.8884532579573512
Position 631: 0.8809607897961529
Position 844: 0.041014841941410286
Position 318: 0.03297940702422383
Position 700: 0.02422951934830845
Position 664: 0.019818006763752942
Position 643: 0.006433372292574012
Position 590: 0.0062447443668969815
Position 791: 0.0016795261709827572
Position 78: 0.0011108918188574139
Position 399: 0.0009737502132778549
Position 529: 0.0008078175340079009
Position 183: 0.000282951309219504
Position 667: 0.00026111063759167515
Position 413: 0.00023306112761074858
Position 419: 0.0001578041506990341
Position 88: 4.957098848586729e-05
Position 201: 3.6819715267926066e-05
Position 320: 3.475148358843708e-05
Position 380: 2.8628823600237754e-05
Position 188: 2.7972848485801736e-05
Position 190: 2.311533374452176e-05
Position 446: 1.5561117450825354e-05
Position 299: 1.052163988299409e-05
Position 544: 6.098853006638588e-06
Position 508: 4.736839269948734e-06
Position 231: 4.039804486361873e-06
Position 198: 3.5644921789369e-06
Position 722: 1.0528947782553038e-06
Position 519: 1.0213498497464742e-06
Position 305: 9.93082776712182e-07
Position 452: 8.411941185686781e-07
Position 707: 4.801140605080038e-07
Position 149: 3.627581176371157e-07
Position 286: 3.275252787471488e-07
Position 161: 1.585355779562944e-07
Position 272: 1.3688106422276166e-07
Position 141: 8.35413730929922e-08
Position 467: 3.170248662003606e-08
Position 470: 2.6855419145964737e-08
Position 169: 1.5532795903484763e-08
Position 488: 8.14635389616586e-10
Position 125: 5.595594242778196e-10
Position 151: 3.389073811135807e-10
Position 138: 1.3190725488090312e-10
