Gene = RhoGEF4
index = 1426
Annotated 5SS: [ 234  857 1468]
Annotated 3SS: [ 298  913 1526]
SMsplice 5SS: [ 234  857 1468]
SMsplice 3SS: [ 298  913 1526]
top_k =  500
Partition function (log Z): 1.698508664494348

Sorted 5' Splice Sites (High to Low Probability):
Position 1468: 0.992655276504664
Position 857: 0.9449340363201622
Position 234: 0.8303884241695042
Position 13: 0.1840929936438077
Position 808: 0.03531289113724226
Position 454: 0.02208939988353586
Position 1854: 0.01862560613092466
Position 1202: 0.014786040871569263
Position 1230: 0.013971145480419481
Position 50: 0.013156475077487718
Position 1051: 0.01021600134038125
Position 1881: 0.005868413027359063
Position 225: 0.004176453733273867
Position 786: 0.0035403161954237015
Position 1289: 0.0031260276656290558
Position 1845: 0.002606020571722004
Position 1160: 0.0023432391176263297
Position 1137: 0.001811585333270158
Position 1814: 0.0016846899832147389
Position 1992: 0.0016514596738730443
Position 1012: 0.0014905814962709932
Position 35: 0.0009455745054738292
Position 621: 0.000827787214244071
Position 778: 0.000799756697005074
Position 846: 0.0007383879762638474
Position 1837: 0.0006540637505566511
Position 1066: 0.0005751588358754881
Position 1441: 0.0005045292686525201
Position 1472: 0.0004858292925663294
Position 1228: 0.0004719661956568543
Position 1817: 0.0004290535545366445
Position 733: 0.00038609874637281373
Position 188: 0.0003723011177610913
Position 417: 0.0003380492562466712
Position 630: 0.00033314854116208326
Position 1196: 0.0003184875657867781
Position 220: 0.00028488414833683056
Position 1064: 0.00015094673744063699
Position 405: 0.00014621689694228264
Position 1949: 0.00014567686684544717
Position 1174: 0.00014276294087632582
Position 1212: 0.00012662811402056406
Position 1194: 0.00010488490181594631
Position 580: 9.474071935068605e-05
Position 1300: 9.0777037947152e-05
Position 261: 8.49687972256511e-05
Position 849: 7.474794153957258e-05
Position 2159: 4.697481956352037e-05
Position 1425: 4.4645567879898986e-05
Position 1033: 4.274768861983534e-05
Position 870: 4.100292747217916e-05
Position 1271: 4.054757682031606e-05
Position 2090: 3.907616848409884e-05
Position 984: 3.4704907733123556e-05
Position 1968: 3.416594337660666e-05
Position 2188: 3.083389768690832e-05
Position 512: 3.026666498410545e-05
Position 959: 2.2410062369711223e-05
Position 57: 2.237175294639845e-05
Position 1617: 1.759560774333226e-05
Position 2121: 1.638157710595164e-05
Position 702: 1.6289826751811637e-05
Position 1448: 1.4701663462141241e-05
Position 329: 1.3502530079788068e-05
Position 1122: 1.2989955231009908e-05
Position 89: 1.1966654640991504e-05
Position 371: 1.1278288296810823e-05
Position 2127: 8.777948266588722e-06
Position 824: 6.592597310358212e-06
Position 944: 5.751985335807019e-06
Position 1321: 5.445540746414963e-06
Position 2156: 4.139838972244409e-06
Position 628: 2.3498129217466817e-06
Position 103: 1.188264419547229e-06
Position 60: 8.7000271208288e-07
Position 1591: 4.1634784563699266e-07
Position 52: 2.760874945354262e-07
Position 289: 1.7883972096940864e-07
Position 1624: 1.4339738166935426e-07
Position 458: 7.925025931348323e-08
Position 763: 6.336322656715194e-08
Position 725: 2.3298730070470056e-08
Position 263: 1.6814557635205866e-08
Position 722: 1.3717589229987136e-08
Position 691: 1.3170958139499238e-08
Position 278: 1.0726520450767141e-08
Position 377: 7.293438802991281e-09
Position 298: 4.280595044739301e-09
Position 876: 4.1486884494710565e-09
Position 1177: 1.3905568222264423e-09
Position 1112: 1.2551331229861824e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 913: 0.9966255847747462
Position 1526: 0.983516336394498
Position 298: 0.776165358429399
Position 85: 0.18327064464100504
Position 669: 0.03728288443712952
Position 1957: 0.02870945218124014
Position 1271: 0.019182772012059587
Position 1292: 0.01496820822418044
Position 1359: 0.014018577523941082
Position 114: 0.012792806831231452
Position 468: 0.010688337806502208
Position 2045: 0.006403002047860204
Position 317: 0.006040481752966491
Position 384: 0.0030796856087049666
Position 474: 0.002797391451065551
Position 774: 0.0025674121332497266
Position 564: 0.002023810433806202
Position 714: 0.0018614741219406628
Position 702: 0.0018003980286678798
Position 1722: 0.0015743222945269852
Position 1553: 0.0014940843905522567
Position 2225: 0.0013558045143570057
Position 118: 0.0012950465200664554
Position 1002: 0.0012802526623613803
Position 1912: 0.0007809983320503701
Position 365: 0.0007585614332456606
Position 1074: 0.0007341623416703112
Position 1305: 0.0006840819474611897
Position 1743: 0.0005908389983964871
Position 1561: 0.0005887868055113038
Position 429: 0.00041434866928758703
Position 807: 0.00036874757902385035
Position 522: 0.0003571957850661919
Position 680: 0.00032700955142149566
Position 1997: 0.0002826123372022938
Position 652: 0.00019975934342624004
Position 89: 0.00017822359314714016
Position 1876: 0.00017123776847002817
Position 165: 0.00015877168379432605
Position 1257: 0.00013905587335034098
Position 884: 0.00011938518078138576
Position 1228: 9.630594741081327e-05
Position 2075: 9.436906537167596e-05
Position 1104: 8.695083652560925e-05
Position 924: 7.787464388429603e-05
Position 1146: 7.62905078814663e-05
Position 326: 6.0402814374586594e-05
Position 329: 5.766425925477578e-05
Position 870: 5.720003820296278e-05
Position 2152: 5.528145973306183e-05
Position 1748: 5.108800165783664e-05
Position 832: 4.8278931907788494e-05
Position 2047: 4.5311445220042196e-05
Position 684: 4.201478133252526e-05
Position 1194: 3.850225731743634e-05
Position 2231: 3.6438772782912585e-05
Position 1664: 3.154427878658577e-05
Position 1610: 2.9903321217988235e-05
Position 927: 2.4923451871127276e-05
Position 1927: 2.4424790752064822e-05
Position 171: 2.2498880024142893e-05
Position 1077: 1.676726005039304e-05
Position 122: 7.418955343303419e-06
Position 1038: 4.278076927739386e-06
Position 228: 7.713745696053074e-07
Position 187: 7.663077621281965e-07
Position 393: 7.275375826845145e-08
Position 196: 3.775458934206371e-08
Position 220: 2.0979413401609358e-08
Position 260: 1.2453586697775767e-08
Position 241: 5.910147004344295e-09
Position 199: 1.0428138921269157e-09
Position 250: 2.547159134959237e-10
Position 426: 1.5834618735518958e-10
Position 435: 9.513179005831167e-11
Position 233: 6.586427161234894e-11
Position 396: 6.459931575895834e-11
Position 238: 4.917099727201177e-17
