Gene = hgo
index = 1726
Annotated 5SS: [  55  683  938 1124 1309 1656 1893]
Annotated 3SS: [ 412  750 1002 1177 1373 1710 1955]
SMsplice 5SS: [ 683  938 1124 1309 1656 1893]
SMsplice 3SS: [ 750 1002 1177 1400 1710 1955]
top_k =  500
Partition function (log Z): 13.189333027719075

Sorted 5' Splice Sites (High to Low Probability):
Position 1124: 0.9871095426764382
Position 683: 0.9865703485884101
Position 1893: 0.9781013298227719
Position 1309: 0.9664609576517744
Position 938: 0.9430742299825987
Position 1656: 0.9167502343619717
Position 1477: 0.12329345783769276
Position 1458: 0.08421356828137198
Position 55: 0.08359734142954516
Position 1511: 0.07023622148083182
Position 1499: 0.049906403898224344
Position 188: 0.030855576556240386
Position 1615: 0.028555828282194228
Position 199: 0.02403595731404332
Position 923: 0.019085042135122524
Position 110: 0.01679142606145405
Position 1302: 0.015900244784881334
Position 130: 0.014684353525722537
Position 974: 0.011075220183351959
Position 1101: 0.009042966864173645
Position 244: 0.0035143141015667257
Position 695: 0.003069515355316745
Position 393: 0.002609693913347598
Position 332: 0.0024950760727510024
Position 1660: 0.0018905185484787744
Position 1492: 0.0018745852552255078
Position 250: 0.0012147109962631025
Position 1897: 0.0012021443237595802
Position 1286: 0.0010851577215251428
Position 823: 0.001025454123661712
Position 166: 0.0009143787236082799
Position 1611: 0.0007239499008206278
Position 268: 0.0005813545623652993
Position 1107: 0.000551306449328967
Position 412: 0.00045342458450532464
Position 430: 0.00044762384015925225
Position 321: 0.0003377992838717553
Position 91: 0.00029867217782572224
Position 382: 0.0002926602138493441
Position 325: 0.0002888900751050664
Position 357: 0.0002716659944374095
Position 423: 0.00025420177021976786
Position 164: 0.00024761305980332434
Position 1843: 0.00023694383914309224
Position 857: 0.00017690776835701177
Position 42: 0.00015847818190015738
Position 1382: 0.0001463703440276933
Position 457: 0.00014447453442086985
Position 258: 0.0001431216019271843
Position 89: 0.0001295710672071603
Position 1929: 0.00012783800720190904
Position 497: 0.00012453252412287185
Position 83: 9.297647660220177e-05
Position 1283: 7.419508531463265e-05
Position 281: 6.896973573798757e-05
Position 637: 6.0931195936733645e-05
Position 265: 5.62771472184251e-05
Position 142: 5.470910964019717e-05
Position 1445: 5.3482078143139285e-05
Position 1527: 4.3772871545513175e-05
Position 298: 3.990435733257997e-05
Position 327: 3.7146810032262864e-05
Position 1619: 3.671301824780907e-05
Position 1595: 3.5672590088169205e-05
Position 476: 3.3651447258712325e-05
Position 312: 3.2117061043711106e-05
Position 950: 2.7712544859401874e-05
Position 1442: 1.8805989557547714e-05
Position 120: 1.7356621977579498e-05
Position 1074: 1.6203324022608777e-05
Position 537: 1.3886896374617256e-05
Position 1246: 1.2612521866437058e-05
Position 1912: 1.241125903770101e-05
Position 1135: 1.1338147812753196e-05
Position 203: 1.0019017361046327e-05
Position 1049: 9.586628978873807e-06
Position 645: 9.470773997685955e-06
Position 287: 7.1180993268436406e-06
Position 1466: 7.1031855541647555e-06
Position 1863: 5.076718015668222e-06
Position 175: 4.737045482338081e-06
Position 966: 4.656248501374742e-06
Position 1997: 3.876239201886525e-06
Position 574: 3.7400286232718933e-06
Position 225: 3.6254057633465304e-06
Position 1486: 3.2498980822654106e-06
Position 1751: 3.0154881564815154e-06
Position 1547: 2.6978831126947108e-06
Position 10: 1.919478058179931e-06
Position 1832: 1.8905548922664418e-06
Position 1194: 1.3643836208976539e-06
Position 589: 1.1319157762913998e-06
Position 851: 9.902509947450379e-07
Position 1937: 8.361314773070677e-07
Position 953: 6.400424190573943e-07
Position 499: 5.351379719036941e-07
Position 1237: 3.966014561135989e-07
Position 1037: 3.71910986113506e-07
Position 964: 2.865956843535612e-07
Position 1228: 2.1773177854345268e-07
Position 1017: 1.542416534727715e-07
Position 1180: 1.1802193929026547e-07
Position 1053: 8.33847796212457e-08
Position 1278: 6.91990745321162e-08
Position 1170: 4.5488768631944915e-09
Position 796: 2.8376070231769886e-09
Position 1401: 6.177372954115324e-10
Position 1819: 1.2885478311275075e-13
Position 827: 4.327050506177228e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1177: 0.9982609278876168
Position 1710: 0.9960259809571858
Position 1002: 0.9530200989346392
Position 750: 0.9331573357896449
Position 1955: 0.7988288480180474
Position 1381: 0.3650860757137483
Position 1400: 0.33403441826036023
