Gene = Naa60
index = 1309
Annotated 5SS: [ 675 1013 1255 1539 1720]
Annotated 3SS: [ 891 1089 1317 1608 1817]
SMsplice 5SS: [ 675 1013 1255 1539]
SMsplice 3SS: [ 891 1089 1317 1608]
top_k =  500
Partition function (log Z): -3.6691546850475345

Sorted 5' Splice Sites (High to Low Probability):
Position 1013: 0.8978749000026248
Position 1539: 0.8809968919603531
Position 1255: 0.4710949016401911
Position 675: 0.4351185091486848
Position 191: 0.39740040790273573
Position 375: 0.13433602241936263
Position 4: 0.07661901734577632
Position 1755: 0.060141946530259956
Position 798: 0.051496325544952315
Position 188: 0.022200942621497553
Position 1679: 0.013041690465500912
Position 1140: 0.010130246034575597
Position 1471: 0.008227960044579255
Position 2034: 0.005039841375731793
Position 1897: 0.002727664978377616
Position 985: 0.0021156262985874644
Position 381: 0.0016525280724413673
Position 1947: 0.001535788097913749
Position 820: 0.0010402149670442288
Position 2109: 0.000996380071559056
Position 1905: 0.0009693622121088497
Position 685: 0.0009456331050015581
Position 2283: 0.0009099687108346773
Position 305: 0.0007404531436023244
Position 1900: 0.0006381142739386672
Position 1086: 0.0005963539384142705
Position 1186: 0.0005246038079669108
Position 2550: 0.0005184120918382201
Position 1017: 0.0004971162569724499
Position 679: 0.00042942352586681603
Position 1026: 0.0004088133362803933
Position 23: 0.0003876951858691648
Position 500: 0.00037121669067971953
Position 1090: 0.0003693631176507235
Position 2644: 0.000308590345119379
Position 1243: 0.00028850771708877
Position 1208: 0.0002677991011601198
Position 2286: 0.00021665495899203936
Position 2651: 0.0001595800183070581
Position 1581: 0.00013040099084197926
Position 1908: 0.00011662621901368608
Position 308: 0.00010821466688498425
Position 927: 9.148154744556012e-05
Position 28: 8.61232438916718e-05
Position 2294: 7.49969515116331e-05
Position 1558: 7.389348347255742e-05
Position 2441: 5.0927205292644465e-05
Position 1080: 4.9284768069916666e-05
Position 8: 4.0426146896176276e-05
Position 524: 2.0493217276227763e-05
Position 518: 1.6964150268505557e-05
Position 527: 1.6270557661563525e-05
Position 474: 8.642626356952444e-06
Position 346: 6.677114946120897e-06
Position 247: 4.534006759534608e-06
Position 1360: 3.878672849293757e-06
Position 253: 1.76916165595299e-06
Position 1569: 9.409550987316963e-07
Position 594: 7.328594458863518e-07
Position 1364: 5.198341882050493e-07
Position 119: 3.8071799416240386e-07
Position 47: 4.479776388913592e-08
Position 702: 3.5796556089209984e-10
Position 772: 2.3860782886064144e-10
Position 992: 4.674487851020996e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1317: 0.8600412477162981
Position 1608: 0.7860067881783048
Position 891: 0.65539901744628
Position 1089: 0.44283597652989964
Position 1819: 0.26520468934600605
Position 505: 0.1285639051520449
Position 565: 0.07744471078300214
Position 276: 0.060643635071768405
Position 84: 0.0499434793438618
Position 247: 0.049919319290427144
Position 709: 0.021930758014023333
Position 1098: 0.020359852550626917
Position 906: 0.006857480241687695
Position 1323: 0.006644425364524147
Position 2164: 0.006484049789134166
Position 1183: 0.005322269344058295
Position 468: 0.005109056902253731
Position 391: 0.004223261846187127
Position 462: 0.00378459808352824
Position 2004: 0.0036601156584617728
Position 253: 0.0035510285083307095
Position 921: 0.0025012236187959246
Position 918: 0.002443697524734375
Position 126: 0.0020208167158643243
Position 1295: 0.0018672292588786648
Position 2179: 0.0017977572353744316
Position 1284: 0.0015882228709082006
Position 2682: 0.0012005228881437912
Position 2355: 0.0008693574974346448
Position 1043: 0.0008652352631862025
Position 1160: 0.0007793566747691838
Position 979: 0.0007010160888395947
Position 2701: 0.0005334646584165697
Position 238: 0.00040149738446600077
Position 570: 0.0003425220280163994
Position 2433: 0.0003044141095361266
Position 1251: 0.00021892213323487043
Position 2203: 0.0002082423704074331
Position 94: 0.0002077045480232453
Position 1751: 0.00018321912754544635
Position 2136: 0.0001718555865696067
Position 1277: 0.00015445673866194647
Position 368: 0.0001270340447905467
Position 295: 0.00010944069267230295
Position 573: 0.00010502799309118892
Position 465: 9.908436135696788e-05
Position 218: 8.502875452320165e-05
Position 984: 6.0562546277277e-05
Position 576: 5.542014281219454e-05
Position 483: 4.615449731948019e-05
Position 299: 4.347515881344622e-05
Position 136: 3.940280766585223e-05
Position 809: 3.5204879019384866e-05
Position 1581: 2.9511911105211522e-05
Position 750: 2.475010190206465e-05
Position 656: 2.211799689342524e-05
Position 567: 1.8473708839713747e-05
Position 281: 1.518258565523016e-05
Position 164: 1.3774354424099231e-05
Position 139: 1.3015936305263028e-05
Position 133: 2.979982697801197e-06
Position 594: 2.7793599430646736e-06
Position 614: 4.921187444661014e-07
Position 588: 3.213784267964661e-07
Position 172: 2.3217581890477087e-08
Position 305: 1.445529536250308e-08
Position 186: 1.2243385705091306e-08
Position 220: 3.6176673051400374e-09
Position 195: 3.2412886132900467e-09
Position 629: 1.0562316641897402e-11
Position 635: 8.444750355475334e-12
Position 632: 8.001752081998454e-12
Position 301: 1.3229518190425206e-12
