Gene = NaPi-III
index = 1308
Annotated 5SS: [  119  5397  6533  7202  9677 10250]
Annotated 3SS: [ 5343  5463  6604  9299  9746 10318]
SMsplice 5SS: [  119  5397  6533  7202  9677 10250]
SMsplice 3SS: [ 5343  5463  6604  9299  9746 10318]
top_k =  500
Partition function (log Z): 10.166699407783986

Sorted 5' Splice Sites (High to Low Probability):
Position 10250: 0.9993388898961235
Position 9677: 0.9988725183975694
Position 6533: 0.9923982665542961
Position 7202: 0.9567074748440962
Position 5397: 0.905766112348038
Position 119: 0.7367147470885839
Position 1794: 0.24867929818311213
Position 5768: 0.13398259973284884
Position 7916: 0.10475286229420849
Position 1944: 0.09287958713636614
Position 333: 0.0857362447004262
Position 8678: 0.08545593587461082
Position 1788: 0.07107368621814013
Position 9816: 0.06341419189311694
Position 10607: 0.050382073868852864
Position 10431: 0.050005254555826044
Position 329: 0.04828334966753619
Position 87: 0.04613761210075423
Position 9153: 0.0433124013060779
Position 5788: 0.02536221898656752
Position 1732: 0.021737370733426624
Position 1403: 0.01714871231925391
Position 1585: 0.015479325309540033
Position 10642: 0.01501013813018133
Position 10687: 0.013227403979497492
Position 9819: 0.013163212955498597
Position 10404: 0.009371150586750409
Position 7823: 0.00892847105398505
Position 726: 0.008114897345530607
Position 5659: 0.008067203189877852
Position 309: 0.008047359161088247
Position 520: 0.007306969708951605
Position 8193: 0.0067010261310644845
Position 8991: 0.005970912782930585
Position 7198: 0.005897388838435536
Position 10783: 0.005213568733639318
Position 6886: 0.005018098470612016
Position 9949: 0.004993289618772843
Position 7254: 0.004823016510347031
Position 576: 0.004765177531097928
Position 8908: 0.004013038978351379
Position 9072: 0.0033043640994868694
Position 560: 0.003262766874653668
Position 9138: 0.0032242782341706543
Position 992: 0.0030449637450901345
Position 1017: 0.002938850372612541
Position 243: 0.0029316201850525395
Position 245: 0.0028036520068690667
Position 247: 0.0027496474373391176
Position 911: 0.002655368413608795
Position 11093: 0.002629655439478902
Position 1374: 0.0022920761367358064
Position 249: 0.002206895350131094
Position 239: 0.0018914722963229165
Position 457: 0.001743942968426688
Position 10059: 0.0016228770870468268
Position 8099: 0.0014286087584411383
Position 5934: 0.0014099751213981567
Position 241: 0.0013098771422544906
Position 7221: 0.0010965668084298912
Position 188: 0.0010753412192126097
Position 461: 0.0010707511777455284
Position 10422: 0.0010697931222070657
Position 8453: 0.0009161968382767984
Position 8740: 0.0007634062282368747
Position 313: 0.0006657146564333185
Position 880: 0.0006535776883942039
Position 1407: 0.0006377396602562565
Position 10877: 0.0005938094110173264
Position 39: 0.0005178457284197204
Position 9686: 0.0005036672144790436
Position 6707: 0.00037476418124535583
Position 7790: 0.0003633299618406177
Position 9882: 0.00036239935351581277
Position 6727: 0.00034764022543014
Position 7117: 0.00034613550454060463
Position 6980: 0.0003436776028854263
Position 10254: 0.0003371874842618441
Position 10881: 0.0003243645828894752
Position 6673: 0.0003014909998449477
Position 1365: 0.00027518217578812354
Position 231: 0.0002656784279976674
Position 918: 0.000265649053106144
Position 7000: 0.00025868826142522514
Position 10780: 0.000231275311445649
Position 1144: 0.00022322629354067452
Position 7179: 0.00019231619665019146
Position 419: 0.00018584111436732882
Position 7261: 0.00017049459905798173
Position 10176: 0.0001364969983500112
Position 6982: 0.0001283421922060344
Position 6855: 0.0001280120823953672
Position 6811: 0.00011660632556402203
Position 581: 9.830692935653923e-05
Position 1189: 9.740854526723879e-05
Position 10989: 9.63247278173494e-05
Position 489: 9.411352641322399e-05
Position 9964: 8.06589283537819e-05
Position 7395: 7.838403049696506e-05
Position 6744: 7.094801493857762e-05
Position 2284: 6.568091851585622e-05
Position 6858: 5.8646439662189895e-05
Position 251: 5.333716324350312e-05
Position 1069: 5.1788365629019214e-05
Position 315: 5.140169434554373e-05
Position 196: 4.975551428005206e-05
Position 2710: 2.4594871493993458e-05
Position 10413: 1.3424383827957235e-05
Position 606: 1.2381866405540216e-05
Position 565: 9.362905770869274e-06
Position 9350: 5.859216667977893e-06
Position 9484: 5.148937352104057e-06
Position 2030: 4.151467667850112e-06
Position 620: 3.7652581079466177e-06
Position 10261: 3.54656969782388e-06
Position 2523: 3.356005168925898e-06
Position 10408: 3.2318434693893105e-06
Position 10416: 1.8029969738971623e-06
Position 10180: 1.7185965556007226e-06
Position 626: 1.5010591333983094e-06
Position 9433: 1.3031110613946058e-06
Position 2033: 1.232610235771717e-06
Position 502: 1.1704183452027287e-06
Position 478: 7.874378204096787e-07
Position 10444: 7.486532908268732e-07
Position 7379: 7.177509430093771e-07
Position 10524: 6.246082170102385e-07
Position 42: 3.93527935761145e-07
Position 10459: 3.797698361690247e-07
Position 10500: 3.6248927180331764e-07
Position 10714: 3.19844431020517e-07
Position 123: 2.890677631076594e-07
Position 10190: 2.6554389293029477e-07
Position 175: 2.2795603865470142e-07
Position 105: 2.0246032399397628e-07
Position 10353: 1.7065977306624684e-07
Position 331: 1.6482957458964678e-07
Position 504: 9.270478354649592e-08
Position 481: 6.375191973444165e-08
Position 253: 2.7071658815884504e-08
Position 10203: 2.165728759636121e-08
Position 628: 1.5487782523427986e-08
Position 271: 1.0939810797796637e-08
Position 10116: 9.509326486878534e-09
Position 337: 8.727479891698073e-09
Position 10004: 6.78386191929552e-09
Position 298: 5.859814538195383e-09
Position 282: 3.3523100441337455e-09
Position 4: 2.889366036103206e-09
Position 57: 1.8855798214632246e-09
Position 10335: 1.7032161580064605e-09
Position 300: 1.2295665375222057e-09
Position 9853: 6.379441932217863e-10
Position 152: 2.0701759343602525e-10
Position 10036: 1.7257390076578208e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10318: 0.9988741859200256
Position 9746: 0.9980057015864534
Position 6604: 0.9939960312855156
Position 9299: 0.9913122491449565
Position 5463: 0.8603583479624488
Position 5343: 0.8545933290886728
Position 1651: 0.41227401857952084
Position 5855: 0.18457057142897845
Position 7474: 0.08219876711731314
Position 9877: 0.07683438341011722
Position 11029: 0.06906193103192158
Position 8730: 0.05324351450231858
Position 4785: 0.04065179083396965
Position 5580: 0.039531673466026894
Position 5597: 0.03448131979609414
Position 8594: 0.030265960188718508
Position 10829: 0.018127208197043047
Position 3953: 0.016476794351008843
Position 10936: 0.015741002525434613
Position 4136: 0.014987329482131745
Position 8059: 0.014370688087832985
Position 8547: 0.013076271712388267
Position 676: 0.013050713149386701
Position 5822: 0.012913372078265865
Position 10764: 0.010886624202242092
Position 7247: 0.009524924190799661
Position 8028: 0.009466377605423685
Position 10890: 0.007566926063892179
Position 8249: 0.007339138071238888
Position 7253: 0.0071684197805512865
Position 7533: 0.007022737714785033
Position 10487: 0.006313431857668487
Position 11283: 0.006113414440352892
Position 10013: 0.00593657323972697
Position 1340: 0.005632815635528838
Position 1602: 0.005597987540373972
Position 5968: 0.005501513633017102
Position 10594: 0.00442491370163338
Position 7582: 0.00381830808192228
Position 5723: 0.0034270252407408892
Position 778: 0.0032845306024672587
Position 10817: 0.0027197485026358476
Position 8099: 0.0021694164145517583
Position 8326: 0.002151560785721648
Position 11182: 0.0020966598680469965
