Gene = Ncoa6
index = 1312
Annotated 5SS: [ 732 1958 3337 8173 8751]
Annotated 3SS: [1773 2019 3453 8246 8808]
SMsplice 5SS: [ 732 1958 3337 4108 8173 8751]
SMsplice 3SS: [1773 2019 3453 7965 8246 8808]
top_k =  500
Partition function (log Z): 1.3205139038610594

Sorted 5' Splice Sites (High to Low Probability):
Position 8751: 0.9960650210677414
Position 1958: 0.9952782477573304
Position 3337: 0.9758711812815714
Position 8173: 0.9349227412203011
Position 732: 0.7496322331605619
Position 4108: 0.5955055360663865
Position 4096: 0.17479483218659267
Position 396: 0.16481553316915692
Position 420: 0.09615400328764767
Position 1532: 0.05313735240961857
Position 127: 0.013431894683796235
Position 2881: 0.013173260913141404
Position 386: 0.005423138566891049
Position 1720: 0.004598417138856571
Position 9500: 0.004541526249809831
Position 2319: 0.0044792802284588824
Position 9470: 0.004242965352573561
Position 2640: 0.003907714698524248
Position 2472: 0.0038648749529090567
Position 392: 0.0037283033011207703
Position 2667: 0.003664579845382012
Position 10203: 0.003579318927086834
Position 10950: 0.003417066857413657
Position 390: 0.003043821912192582
Position 2280: 0.0026378120504598275
Position 400: 0.0024959257018484808
Position 1512: 0.0022313021375182478
Position 12: 0.001982982214326476
Position 1451: 0.0019277934486750016
Position 402: 0.001855237760064017
Position 1887: 0.0018547284092097051
Position 436: 0.0018330193431876968
Position 1927: 0.0015616112594108705
Position 4113: 0.001537213973324896
Position 4089: 0.001464617683917891
Position 2104: 0.0013378964879238824
Position 3398: 0.0012248984147019103
Position 9534: 0.0012241420883261857
Position 3343: 0.0011762386476961283
Position 388: 0.0011625357512580635
Position 528: 0.001098081778422717
Position 9046: 0.0010389927617510694
Position 1319: 0.0010385463064830108
Position 10300: 0.0009786860704943392
Position 404: 0.0009624629491573059
Position 3969: 0.0008861911607125142
Position 8465: 0.0008588190100659935
Position 10050: 0.0007241651621372699
Position 2419: 0.0007226067343387378
Position 1962: 0.000698771732170466
Position 802: 0.000671782162234309
Position 1193: 0.000602305201350798
Position 424: 0.0005921777452207091
Position 1340: 0.0005799342215857242
Position 9156: 0.0005798710993254391
Position 949: 0.0005555991589702811
Position 4069: 0.0005528026734336855
Position 8460: 0.0005395858822400417
Position 9580: 0.0005395784239538236
Position 426: 0.0005311724998110295
Position 924: 0.0004747673611498245
Position 2340: 0.00044629045535046725
Position 2614: 0.00042177252709268254
Position 3139: 0.0004014165554976272
Position 9701: 0.0003921636151924375
Position 3574: 0.0003803304574416693
Position 428: 0.00036268967486247663
Position 3810: 0.00034513073995717406
Position 10872: 0.00034408736901832287
Position 9538: 0.00033006837658192286
Position 936: 0.0003202045351295162
Position 1557: 0.0003115178577605257
Position 8684: 0.0003054316358229901
Position 2409: 0.000296944415865421
Position 266: 0.0002681658663748729
Position 891: 0.0002611213997726849
Position 140: 0.0002585112330617269
Position 8462: 0.00025850216326504506
Position 9478: 0.0002485760915694411
Position 460: 0.00023331217147265905
Position 2286: 0.0002233072077755708
Position 91: 0.00021450263064300357
Position 10216: 0.0002051091622887216
