Gene = ntc
index = 1823
Annotated 5SS: [639]
Annotated 3SS: [1694]
SMsplice 5SS: [639]
SMsplice 3SS: [1694]
top_k =  500
Partition function (log Z): -4.288536589235925

Sorted 5' Splice Sites (High to Low Probability):
Position 639: 0.9992947919570546
Position 1582: 0.14734877513281808
Position 483: 0.13902425442344232
Position 314: 0.02441922817133336
Position 272: 0.019771138537790976
Position 996: 0.01854233100280197
Position 1152: 0.017325232228267623
Position 487: 0.014430537718031185
Position 453: 0.009115134946993253
Position 1188: 0.006801352904384172
Position 396: 0.00614657729293322
Position 254: 0.002274414242239904
Position 1132: 0.002094312808537632
Position 159: 0.001920715282601934
Position 1223: 0.0014709789757935418
Position 230: 0.0007622239998817612
Position 1290: 0.0003774615422384046
Position 467: 0.00036227394050684984
Position 243: 0.00024361093875774982
Position 981: 0.00022653036449274422
Position 648: 0.00019177633373639938
Position 416: 0.00018988486345543077
Position 1175: 0.00018355857447119162
Position 341: 0.00017845633073765207
Position 17: 0.0001722152935474363
Position 1206: 0.00017105221364486099
Position 4: 0.00016392193985814187
Position 269: 0.00016208998740045895
Position 910: 0.0001604924798749532
Position 1211: 0.00014531399335812159
Position 84: 0.00012255077411567832
Position 293: 0.00011275914000636967
Position 2210: 9.531413764387011e-05
Position 1374: 9.210229670232774e-05
Position 1546: 8.639516486834611e-05
Position 1527: 8.185938416140351e-05
Position 1973: 7.531603963346824e-05
Position 643: 6.070679247967848e-05
Position 1532: 4.7095622020013495e-05
Position 1014: 4.641448531943298e-05
Position 225: 4.449132438654923e-05
Position 1349: 4.1942479692204685e-05
Position 1940: 3.928865094731178e-05
Position 57: 3.619796529785976e-05
Position 206: 3.417462641657757e-05
Position 441: 2.58708102923704e-05
Position 168: 2.5240079526171217e-05
Position 782: 2.4334852696629232e-05
Position 219: 2.3401799625091952e-05
Position 280: 2.3348404596557125e-05
Position 605: 2.1431588010185633e-05
Position 1514: 2.0032242159503222e-05
Position 180: 1.596023456629872e-05
Position 382: 1.4620671638662276e-05
Position 825: 1.4079593771182323e-05
Position 1452: 1.3496878876145862e-05
Position 9: 4.752626615630079e-06
Position 209: 4.728890484070808e-06
Position 502: 4.3650218316249085e-06
Position 349: 3.911416089491813e-06
Position 7: 2.792203275868259e-06
Position 753: 2.6824690459582674e-06
Position 602: 1.989491489246714e-06
Position 692: 6.868127807252169e-07
Position 799: 3.2965158727906573e-07
Position 1000: 1.598128983097212e-07
Position 806: 7.91129569673813e-08
Position 987: 5.706513435009035e-08
Position 1016: 3.205484364346354e-08
Position 731: 3.152963029071908e-08
Position 646: 2.1057321509669506e-08
Position 1311: 1.7278079830349916e-09
Position 1428: 1.6321996137742156e-09
Position 723: 1.1178428237820464e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1694: 0.7974044802425244
Position 536: 0.16285839953808717
Position 879: 0.14851439940936123
Position 845: 0.06440078862984633
Position 1517: 0.04209348366086157
Position 1007: 0.02741119801434204
Position 1452: 0.0199032149232942
Position 475: 0.019529727320051746
Position 506: 0.01708532275915834
Position 957: 0.013076029864893556
Position 1088: 0.012727198943173831
Position 799: 0.009737987428224076
Position 362: 0.009070209131638519
Position 1624: 0.008556587833228569
Position 1340: 0.00736425194538024
Position 349: 0.007094303551675226
Position 1000: 0.006889493972134355
Position 1578: 0.0036886774043942954
Position 1953: 0.003026911787055774
Position 731: 0.0029762668168818594
Position 396: 0.0024593945200270246
Position 1249: 0.0024357635665277866
Position 1269: 0.002241763275295436
Position 1102: 0.0021887057787934555
Position 1232: 0.0018934174651987832
Position 1378: 0.0017778630889518775
Position 1581: 0.0015638972493831574
Position 822: 0.0013620018212440967
Position 2317: 0.001189477086586278
Position 2156: 0.0009914670544244398
Position 2302: 0.0008875720231893373
Position 2394: 0.000858303041265548
Position 1997: 0.0007876122624778135
Position 1956: 0.0007443759171545148
Position 825: 0.0007414888761116589
Position 1080: 0.0007338700217476578
Position 2281: 0.0007329992282295517
Position 2101: 0.0006728656925205016
Position 1463: 0.0006418400570187135
Position 1969: 0.0006029102300376658
Position 526: 0.0005574276145431421
Position 574: 0.0005406162135752395
Position 1426: 0.0005379186052250355
Position 1629: 0.0005202712397230534
Position 2224: 0.0004387626691877723
Position 2290: 0.0003963771415530008
Position 441: 0.00034326026887507527
Position 1655: 0.0002612212257202017
Position 1152: 0.00022495567123359357
Position 681: 0.0002242080683675157
Position 1705: 0.00021127197872139027
Position 1732: 0.00020910564875567322
Position 1727: 0.00020053441657607495
Position 2457: 0.00018205563546122783
Position 904: 0.0001562993690835951
Position 2329: 0.00015026020690763877
Position 1708: 0.00014200162204726734
Position 1471: 0.00011930003924739745
Position 1311: 0.00011082885877057392
