Gene = Cand1
index = 1052
Annotated 5SS: [ 245  694 1042 1286 2705 3997 4206]
Annotated 3SS: [ 309  751 1122 1345 2768 4058 4269]
SMsplice 5SS: [ 245  694 1042 1286 1496 2705 3997 4206]
SMsplice 3SS: [ 309  751 1122 1345 2182 2768 4058 4269]
top_k =  500
Partition function (log Z): 29.139518794800463

Sorted 5' Splice Sites (High to Low Probability):
Position 1042: 0.9997800163808428
Position 4206: 0.9979314420119161
Position 1286: 0.9953189512255356
Position 2705: 0.9940833992697501
Position 3997: 0.9938986781355036
Position 694: 0.9935730502156149
Position 245: 0.9776666949148336
Position 1496: 0.5501694275832786
Position 2096: 0.1356848496751651
Position 92: 0.06043158533478895
Position 1447: 0.05295750660720017
Position 1712: 0.049398175783932394
Position 2090: 0.028840247668890408
Position 3639: 0.027540484642222512
Position 2327: 0.019443331422498395
Position 3088: 0.015319157994050281
Position 249: 0.01013943985897699
Position 2439: 0.008671722750188071
Position 1458: 0.008494254865084837
Position 4383: 0.006669382071828863
Position 4366: 0.005688575328520508
Position 3540: 0.005252409624465057
Position 2128: 0.004145465453980263
Position 2709: 0.003967161103706297
Position 1608: 0.003918844337758368
Position 3987: 0.003827196453419831
Position 3261: 0.003640412050792635
Position 1719: 0.00320832049383829
Position 3049: 0.002497018733702183
Position 502: 0.002133573615654156
Position 1851: 0.0015880214901585585
Position 4210: 0.0014824269167768966
Position 4001: 0.0014350553218388325
Position 1465: 0.001419443094123779
Position 3747: 0.0012785715681867093
Position 3525: 0.001272407950013779
Position 104: 0.0012675830118192182
Position 1619: 0.001191978115011178
Position 3003: 0.0010895465160047563
Position 4462: 0.0009648816677447563
Position 2928: 0.0009187219279830387
Position 2213: 0.0008656430453971331
Position 4413: 0.0008448465611886175
Position 2021: 0.0007892585348937727
Position 2288: 0.0007216299435393675
Position 517: 0.0006881878578295234
Position 2923: 0.0006220031369011407
Position 2086: 0.0005929283519373321
Position 1757: 0.000571244778902421
Position 1624: 0.0004771999232647435
Position 3278: 0.0004580606960069657
Position 1293: 0.0003970881380976205
Position 2543: 0.0003744561696793429
Position 2024: 0.000356880156984614
Position 4396: 0.0003535386195347995
Position 412: 0.00031749358498496945
Position 3675: 0.00031709798717887366
Position 15: 0.00031187464540617194
Position 1470: 0.0003087326170573497
Position 2033: 0.00029806003853932196
Position 415: 0.00029398179858623676
Position 1732: 0.0002885554182820272
Position 3771: 0.00027960452850308513
Position 51: 0.0002541411393452501
Position 3324: 0.00023676954641738002
