Gene = Tsf2
index = 1570
Annotated 5SS: [ 173  674  887 1113 1624 1852]
Annotated 3SS: [ 245  752  951 1171 1686 1917]
SMsplice 5SS: [ 173  674  887 1113 1624 1852]
SMsplice 3SS: [ 245  752  951 1171 1686 1917]
top_k =  500
Partition function (log Z): 16.21025936727066

Sorted 5' Splice Sites (High to Low Probability):
Position 1624: 0.9994215242513169
Position 674: 0.9984947037525205
Position 1852: 0.9980804715841338
Position 173: 0.9788146598176353
Position 1113: 0.8545912217684571
Position 887: 0.8501688867119029
Position 2174: 0.10887557127686515
Position 490: 0.05614529732430423
Position 2727: 0.010647813069383172
Position 48: 0.008972174970479398
Position 2535: 0.007233883256150883
Position 798: 0.0062444663236568675
Position 371: 0.004843195206962675
Position 2310: 0.003951267195381567
Position 1247: 0.0032973353820553745
Position 2632: 0.0024924994401260133
Position 2950: 0.0018955254331945936
Position 839: 0.0018065575146001178
Position 30: 0.0017316866410465074
Position 405: 0.0016209526756619794
Position 1082: 0.0015469556655660582
Position 2850: 0.0015118160437954278
Position 3229: 0.0011687604457590918
Position 1367: 0.0009223230756733433
Position 2112: 0.000638633211050306
Position 35: 0.0006190389352542285
Position 1864: 0.0005760172381019419
Position 2089: 0.0005650607488252584
Position 635: 0.00041525554603771863
Position 335: 0.00040350500598262083
Position 830: 0.00030982510288511835
Position 651: 0.0002949198395468937
Position 415: 0.00028836862927600695
Position 2119: 0.0002464120347401484
Position 313: 0.0002330205195705204
Position 32: 0.0002124439068877442
Position 42: 0.00019699320224234382
Position 1778: 0.00019458269018123262
Position 177: 0.00019058618596124472
Position 77: 0.0001829751472331462
Position 1443: 0.00018024352028107976
Position 2278: 0.00017994283639443642
Position 620: 0.00014908960127106655
Position 54: 0.00014475530533521847
Position 832: 0.0001326915195462585
Position 2585: 0.0001275563061272247
Position 678: 0.0001253068302363513
Position 1461: 0.0001184958495096988
Position 1350: 0.00011450885749958438
Position 2367: 0.00011315968578233399
Position 2743: 0.00010433183089379352
Position 2500: 0.00010109310769110601
Position 2827: 9.076521573050945e-05
Position 2732: 7.745609950850654e-05
Position 284: 5.73277355522036e-05
Position 1317: 4.702692312582726e-05
Position 1117: 3.8509984205671416e-05
Position 1628: 2.866299089820913e-05
Position 373: 2.4008211856646387e-05
Position 37: 2.0657829760109843e-05
Position 1261: 1.389181436751226e-05
Position 289: 1.298096541401867e-05
Position 2954: 1.2495289825133878e-05
Position 837: 1.1301981503788815e-05
Position 473: 1.1004532147318532e-05
Position 696: 8.839228572744033e-06
Position 1038: 7.794639753751995e-06
Position 197: 7.601018253129598e-06
Position 957: 6.037340547980841e-06
Position 659: 5.944063592826144e-06
Position 1644: 4.240264718694997e-06
Position 2321: 3.613853832362497e-06
Position 286: 3.5956326847042506e-06
Position 2307: 2.7241955288773923e-06
Position 2295: 2.1976160444537014e-06
Position 1245: 1.792418077055372e-06
Position 777: 1.4489017391087324e-06
Position 2337: 1.4162361693982219e-06
Position 1740: 1.2155879218897335e-06
Position 1856: 1.037591507606516e-06
Position 622: 1.0218735241426973e-06
Position 780: 8.557084049046099e-07
Position 1708: 8.295535957083182e-07
Position 703: 6.682667780819444e-07
Position 2348: 6.531545860203715e-07
Position 2091: 5.784051079185139e-07
Position 1572: 5.219794971552133e-07
Position 2756: 4.352602013641378e-07
Position 560: 2.971388741262317e-07
Position 2122: 2.350465272799229e-07
Position 1617: 1.5722524160799427e-07
Position 142: 1.3990508531247765e-07
Position 554: 1.2465157453873822e-07
Position 155: 1.2231052795521125e-07
Position 1488: 9.720060595175378e-08
Position 1587: 9.477343307213194e-08
Position 1728: 3.651129332614816e-08
Position 2082: 3.2306069489468e-08
Position 1810: 3.2110956399079634e-08
Position 2071: 3.02324708831575e-08
Position 133: 1.3626904644090366e-09
Position 127: 7.667604521852758e-10
