Gene = CYLD
index = 1049
Annotated 5SS: [ 101  804 1067 2143 2417 2632 2910 3223 3424 3676]
Annotated 3SS: [ 626  857 1910 2240 2476 2690 2987 3281 3478 3736]
SMsplice 5SS: [ 804 1378 1825 2143 2417 2632 2910 3223 3424 3676]
SMsplice 3SS: [ 857 1448 1910 2240 2476 2690 2987 3281 3478 3736]
top_k =  500
Partition function (log Z): 23.560374345798756

Sorted 5' Splice Sites (High to Low Probability):
Position 2632: 0.9975952417057466
Position 3424: 0.9973723103862975
Position 3223: 0.970756057921603
Position 804: 0.9704997079973032
Position 2143: 0.9669512739845241
Position 2417: 0.9608161888783221
Position 2910: 0.9602823477405975
Position 1378: 0.9468945828788846
Position 1825: 0.9372332059994056
Position 420: 0.23684492726013398
Position 1067: 0.19141090196239333
Position 416: 0.11480243518437241
Position 983: 0.057708327341887036
Position 3644: 0.04758278077194994
Position 507: 0.030125083383230267
Position 86: 0.02695443012702989
Position 3192: 0.02559229643934827
Position 3706: 0.01902994171854731
Position 998: 0.016282118342422162
Position 2919: 0.014898030693495339
Position 101: 0.01487714500966342
Position 2181: 0.011168207665841964
Position 2081: 0.011015426275872457
Position 157: 0.009773696168617058
Position 191: 0.009585534670665924
Position 1454: 0.008367179288172363
Position 336: 0.00818154439096784
Position 206: 0.007564721985996392
Position 2900: 0.0064179319323812685
Position 203: 0.005794617917361611
Position 2138: 0.0051119658503646845
Position 3691: 0.005102935130083272
Position 408: 0.004080729503555779
Position 808: 0.003934364454374205
Position 1382: 0.003784455482724514
Position 1167: 0.0035969010753793824
Position 1572: 0.0030909976884377502
Position 2820: 0.003082413016924951
Position 3617: 0.002275692101316083
Position 3557: 0.002251213209466892
Position 2869: 0.0022379649007246093
Position 1704: 0.0022004597925026357
Position 760: 0.001827641243889331
Position 3227: 0.0017699792129525639
Position 3727: 0.0017659621295305593
Position 584: 0.001646572676686615
Position 2108: 0.0015580270586900474
Position 237: 0.001304357789205744
Position 1370: 0.001199159154083434
Position 109: 0.001110171838037912
Position 493: 0.0010276267575843932
Position 105: 0.0009396134155689106
Position 1605: 0.0009210158152909941
Position 2892: 0.0009186412438967945
Position 2037: 0.0008037278957215083
Position 266: 0.000786465163919004
Position 400: 0.0007812878454377106
Position 1682: 0.0006997894633404806
Position 2858: 0.000675916287957451
Position 811: 0.0006375670854201591
Position 253: 0.0006233738165844474
Position 485: 0.0005741096679927239
Position 468: 0.0005224012341885013
Position 128: 0.0005119043718464166
Position 3543: 0.0005092189909522742
Position 1162: 0.0003856408343950233
Position 2000: 0.00036064218353987177
Position 1644: 0.00033711136828709566
Position 1782: 0.0003312851252075843
Position 149: 0.00031296683622449874
Position 1249: 0.000278782348014199
Position 3114: 0.00027874849720483015
Position 442: 0.0002425699389239763
Position 367: 0.00021084649827875313
Position 2351: 0.00019754731291433646
Position 1346: 0.00017712398626778568
Position 1195: 0.00014559801436830265
Position 275: 0.00014029296105117764
Position 3646: 0.00013959814016544964
Position 3566: 0.0001364306074686671
Position 2024: 0.00011446194609139213
Position 90: 0.0001139834977493426
Position 1233: 0.00011152758822179337
Position 3847: 0.00010865120551407135
Position 2317: 0.00010330667822472881
Position 3869: 0.00010309984501833879
Position 1617: 8.609661081362973e-05
Position 2815: 8.264456510390679e-05
Position 1348: 8.001613890585084e-05
Position 251: 7.982539429406795e-05
Position 352: 7.572305921643329e-05
Position 216: 7.55666057818589e-05
Position 617: 7.307199448022723e-05
Position 2636: 6.817535547789029e-05
Position 3167: 5.338534348126485e-05
Position 3229: 4.385144991486763e-05
Position 210: 4.038634115128784e-05
Position 2827: 3.956232695014963e-05
Position 458: 3.5161239819325075e-05
Position 3508: 3.321255988783054e-05
Position 2063: 3.136878697196295e-05
Position 1566: 2.882539809194258e-05
Position 2610: 2.7810385508198633e-05
Position 1592: 2.47656168523987e-05
Position 292: 2.1730807871296912e-05
Position 257: 2.03385672491752e-05
Position 2374: 2.0039048034924405e-05
Position 3071: 1.810636065519879e-05
Position 3579: 1.8094888571160753e-05
Position 3411: 1.7947049287374064e-05
Position 103: 1.6738672405627378e-05
Position 282: 1.5407406870907276e-05
Position 2618: 1.2084533035130135e-05
Position 3576: 1.0217707862486888e-05
Position 2517: 1.0102890942501786e-05
Position 208: 9.303008994187138e-06
Position 2344: 8.222371246867158e-06
Position 2275: 7.5074695035923426e-06
Position 3058: 7.455920691715041e-06
Position 287: 7.219259744334524e-06
Position 2707: 6.891870732899097e-06
Position 2721: 6.841924842979456e-06
Position 1626: 5.853361501025417e-06
Position 194: 5.70872287488789e-06
Position 2004: 5.049251467289558e-06
Position 3393: 4.955419397141182e-06
Position 383: 4.80040620069878e-06
Position 3771: 4.277926562559526e-06
Position 3612: 3.986460145705211e-06
