Gene = schuy
index = 1868
Annotated 5SS: [627]
Annotated 3SS: [689]
SMsplice 5SS: [627]
SMsplice 3SS: [689]
top_k =  500
Partition function (log Z): -6.334938150203364

Sorted 5' Splice Sites (High to Low Probability):
Position 627: 0.9954271003287941
Position 1215: 0.019873377022670512
Position 1212: 0.0058816968860992925
Position 920: 0.0025012856106958665
Position 595: 0.0020014718273093745
Position 1728: 0.001805613835571253
Position 231: 0.0013407920104390816
Position 234: 0.0011607524122019632
Position 740: 0.0009719532513770314
Position 131: 0.0006206239578841826
Position 1893: 0.0006078976208338231
Position 439: 0.0005846956458635039
Position 1602: 0.0005125303838698055
Position 1725: 0.0004125143309221958
Position 1269: 0.00034710236816157296
Position 1092: 0.00030357435514489746
Position 1272: 0.00027748485077817197
Position 158: 0.00022097391005977725
Position 690: 0.0002170717577219168
Position 522: 0.0001800215962464754
Position 1895: 0.0001231546709479033
Position 1320: 0.00010056492779205309
Position 860: 9.941784122737336e-05
Position 1112: 9.426991743258132e-05
Position 1408: 6.881160388222373e-05
Position 1871: 6.357242085431397e-05
Position 926: 6.293970018501868e-05
Position 1188: 5.985065415625609e-05
Position 1078: 4.938236547448752e-05
Position 1573: 4.559155857691453e-05
Position 277: 4.4086369530170905e-05
Position 443: 4.39924948760197e-05
Position 1138: 4.0742075800095507e-05
Position 543: 3.343728008753759e-05
Position 1564: 3.282957945718219e-05
Position 1390: 2.6980921383637355e-05
Position 953: 2.3409470281106716e-05
Position 446: 1.5382995709154755e-05
Position 1401: 1.5345268376267725e-05
Position 1399: 1.4164759436846016e-05
Position 1174: 1.291750669863939e-05
Position 963: 1.2394947543084936e-05
Position 496: 1.0793703697229239e-05
Position 1634: 1.024271493272117e-05
Position 1015: 9.083808665248841e-06
Position 358: 8.540540421229693e-06
Position 1107: 7.232921651190257e-06
Position 1036: 6.240912380673308e-06
Position 520: 6.222839931547366e-06
Position 144: 5.756478388558997e-06
Position 1702: 5.455961901081261e-06
Position 1371: 5.235390600393735e-06
Position 1002: 5.049724826784867e-06
Position 715: 3.889164139154515e-06
Position 1096: 3.6636746433734032e-06
Position 1783: 3.2155167317714075e-06
Position 171: 3.051430675896702e-06
Position 1466: 2.6814877335662737e-06
Position 19: 2.437095182555215e-06
Position 1771: 2.323501198330751e-06
Position 401: 1.8490274287308816e-06
Position 287: 7.669018463738684e-07
Position 1505: 1.991095853923314e-08
Position 698: 1.7204237655399435e-08
Position 796: 1.3966330656074865e-08
Position 1030: 1.2985043608216272e-08
Position 826: 9.504747928178207e-09
Position 663: 4.727011178813821e-09
Position 1503: 9.126258186364259e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 689: 0.9969656685595022
Position 1268: 0.01462966460817293
Position 1465: 0.0122356311852561
Position 1791: 0.0034314063393068683
Position 734: 0.0018435798253417682
Position 982: 0.0008904467340885823
Position 1964: 0.0007850983121874426
Position 296: 0.0007244329106559806
Position 1030: 0.0006244221539042055
Position 1330: 0.0004176774687330921
Position 811: 0.00037005435613504694
Position 1480: 0.0003122020527880211
Position 199: 0.00026656204460650146
Position 406: 0.0002376852841913148
Position 566: 0.00022523523338746371
Position 186: 0.00020859040577919316
Position 484: 0.0001707688652509794
Position 1624: 0.00014810668182441099
Position 778: 0.0001457110077757903
Position 1660: 0.00014151141282447833
Position 1483: 0.00011912361701209328
Position 844: 0.00011844110590358505
Position 1413: 0.000109130609005846
Position 334: 0.0001060484847225301
Position 645: 0.00010187756892995404
Position 1027: 9.816533251010717e-05
Position 1151: 9.643426553470458e-05
Position 1333: 8.087828762099844e-05
Position 1399: 7.707087881962754e-05
Position 963: 7.599998219771344e-05
Position 1627: 7.03579267531923e-05
Position 1931: 5.403000533747463e-05
Position 284: 4.712549878188546e-05
Position 1877: 4.402529118507996e-05
Position 365: 4.3796482314008765e-05
Position 1633: 4.2723489772527565e-05
Position 1276: 4.1012747990321625e-05
Position 1301: 3.970613447185716e-05
Position 1408: 3.597653117582125e-05
