Gene = Dysb
index = 1142
Annotated 5SS: [875]
Annotated 3SS: [932]
SMsplice 5SS: [875]
SMsplice 3SS: [932]
top_k =  500
Partition function (log Z): -3.1713335961177744

Sorted 5' Splice Sites (High to Low Probability):
Position 875: 0.9990120503589343
Position 506: 0.030844789458854754
Position 1096: 0.008588811096818567
Position 596: 0.007878593934566792
Position 199: 0.0030950247948209712
Position 647: 0.002195231069729478
Position 275: 0.0016794000725744637
Position 1102: 0.0009339815176381473
Position 1272: 0.0008674622301674928
Position 233: 0.0005914722909960258
Position 518: 0.00030267379096502573
Position 1082: 0.00022189332451910123
Position 571: 0.00017939018885182082
Position 849: 0.00015353220912808706
Position 879: 0.00014910799066980275
Position 1042: 9.350759796640434e-05
Position 1354: 4.357826452226487e-05
Position 1072: 3.558507441501461e-05
Position 992: 3.129962813681216e-05
Position 160: 3.0906855267648714e-05
Position 1094: 3.0640453798867344e-05
Position 540: 3.015228771109078e-05
Position 660: 3.008454937400526e-05
Position 645: 2.9739068337348595e-05
Position 221: 2.789247638071264e-05
Position 203: 2.6678672757355085e-05
Position 678: 2.0457925000004097e-05
Position 1348: 1.9045849752391402e-05
Position 296: 1.5207848700162594e-05
Position 337: 8.323531955520018e-06
Position 1175: 5.2876214108608145e-06
Position 365: 4.991127184078554e-06
Position 521: 4.4581535304661465e-06
Position 140: 3.6788455920422268e-06
Position 1266: 3.2959710632243346e-06
Position 197: 3.2727102894732525e-06
Position 79: 1.9486832419981544e-06
Position 1379: 1.345466386851728e-06
Position 371: 1.305656131829736e-06
Position 355: 1.2097398373729448e-06
Position 111: 1.031095464252134e-06
Position 726: 1.0107971788278782e-06
Position 1327: 7.779458273697089e-07
Position 311: 1.9749192107968384e-07
Position 279: 1.969632599969459e-07
Position 971: 1.3995627569945205e-07
Position 282: 1.3198682344289402e-07
Position 1377: 1.0227387147101538e-07
Position 1342: 6.961064960287654e-08
Position 344: 1.1691466695259024e-08
Position 98: 4.719944011440818e-09
Position 814: 7.182861591077168e-10
Position 955: 1.4249146124885967e-10
Position 603: 8.581745117022262e-11
Position 974: 1.1736383616958653e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 932: 0.9949896237441503
Position 563: 0.02068566087999393
Position 768: 0.018483526878339852
Position 1194: 0.0068601516578615605
Position 948: 0.004760784528657503
Position 1365: 0.002483652600393919
Position 324: 0.001615142793372818
Position 570: 0.0009965529189712326
Position 675: 0.0008629387377792075
Position 774: 0.0008383826976026494
Position 726: 0.0006052502197268451
Position 1377: 0.0005058345389884285
Position 1311: 0.0004439199833847375
Position 1272: 0.0003033511009591989
Position 609: 0.00028219684301281214
Position 1425: 0.0002340654360877461
Position 547: 0.00021539470126042488
Position 777: 0.0001731905152610412
Position 588: 0.00015663479192009269
Position 1248: 0.00015246445024773243
Position 371: 0.00010109956715626343
Position 699: 9.685846707539706e-05
Position 405: 9.562179491205855e-05
Position 344: 9.358542481008162e-05
Position 402: 9.343676552244962e-05
Position 798: 9.23579779898704e-05
Position 742: 7.864561253101394e-05
Position 780: 7.615094159108389e-05
Position 290: 6.512294472718529e-05
Position 275: 6.298614380675352e-05
Position 361: 6.187457209173236e-05
Position 287: 5.387029964870236e-05
Position 311: 5.217329086049028e-05
Position 678: 5.0164172009044435e-05
Position 735: 4.932424557481331e-05
Position 684: 4.812873471548291e-05
Position 747: 4.222651150728736e-05
Position 1342: 3.9655837168551346e-05
Position 293: 3.166672582613344e-05
Position 723: 3.0750325492523703e-05
Position 705: 2.941851719125257e-05
Position 1327: 2.8749216446668875e-05
Position 603: 2.355839946172667e-05
Position 792: 2.1846036080705054e-05
Position 1348: 1.4118296873952729e-05
Position 600: 1.0991226114089433e-05
Position 447: 1.0765917867202475e-05
Position 1061: 1.0107818703973095e-05
Position 475: 9.82451768078196e-06
Position 624: 9.645273367061748e-06
Position 1212: 9.338918706517676e-06
Position 426: 9.18410993093746e-06
Position 621: 7.811461911104731e-06
Position 1354: 7.3942030003819925e-06
Position 810: 5.407838338716603e-06
Position 480: 3.927291764796161e-06
Position 645: 2.9439611501233305e-06
Position 521: 2.896118537567085e-06
Position 1094: 2.8949810377896752e-06
Position 1082: 2.669014091817534e-06
Position 337: 1.9043338417242665e-06
Position 390: 1.6639551814412968e-06
Position 658: 1.5681212077287967e-06
Position 438: 1.5633220672737382e-06
Position 224: 1.2483177473126906e-06
Position 955: 8.118649594701986e-07
Position 1003: 7.633646295145053e-07
Position 296: 7.099238289308312e-07
Position 642: 5.081396137630877e-07
Position 983: 5.047813878630826e-07
Position 140: 3.9272068459897853e-07
Position 492: 2.749947048659702e-07
Position 518: 2.1546780851660444e-07
Position 132: 2.1279571012612853e-07
Position 992: 1.7329131271312724e-07
Position 183: 1.5614558098282862e-07
Position 195: 1.3747126280956304e-07
Position 137: 1.2832887726977546e-07
Position 858: 6.769550779253416e-08
Position 129: 6.228126927784928e-08
Position 221: 5.983523860630213e-10
Position 435: 5.009126547690965e-10
Position 967: 4.280364130178929e-10
Position 150: 3.6970447545815317e-10
Position 203: 3.1657383949958516e-10
Position 497: 3.1366952233240277e-10
Position 299: 2.894875367913963e-10
Position 911: 2.5382634219493934e-10
