Gene = cold
index = 1651
Annotated 5SS: [ 65 408 800]
Annotated 3SS: [342 488 852]
SMsplice 5SS: [ 65 408 800]
SMsplice 3SS: [149 488 852]
top_k =  500
Partition function (log Z): -0.19362126004828595

Sorted 5' Splice Sites (High to Low Probability):
Position 408: 0.9956173833172441
Position 65: 0.9368470797098128
Position 800: 0.5664409333900133
Position 739: 0.08458446314479125
Position 804: 0.048567491361644656
Position 1076: 0.018776971342487774
Position 781: 0.009131500601093901
Position 1144: 0.006788448941956999
Position 670: 0.0036615152922545857
Position 1114: 0.0033993052674816085
Position 278: 0.002513289902843031
Position 986: 0.0007147280770234548
Position 282: 0.0006711501998809736
Position 216: 0.00044571054411152687
Position 18: 0.00034763268266013676
Position 69: 0.00033013419864559026
Position 811: 0.0003107485477321227
Position 1018: 0.00028369601932398355
Position 639: 0.00025207454486306425
Position 270: 0.00022113548054441542
Position 1068: 0.00016348730768739968
Position 721: 0.00014549308603094708
Position 883: 0.00011767900335818573
Position 794: 0.00011512544356664726
Position 258: 0.00011278178744393618
Position 273: 0.00010612509564838668
Position 98: 8.987995429091655e-05
Position 763: 7.951941598155214e-05
Position 1055: 5.710796824041045e-05
Position 625: 5.4426493004733565e-05
Position 412: 4.4752025228198756e-05
Position 220: 4.4051955517182794e-05
Position 236: 3.6875683429982564e-05
Position 754: 2.0536829491266044e-05
Position 249: 1.8969740727879164e-05
Position 1155: 1.7656072889462713e-05
Position 399: 1.2352637923667864e-05
Position 590: 1.168776674997118e-05
Position 374: 9.426325260220829e-06
Position 881: 7.5663970819936975e-06
Position 173: 7.278128834187058e-06
Position 688: 5.017863490882969e-06
Position 191: 2.2187697869898073e-06
Position 358: 1.7001012985188683e-06
Position 295: 1.1090785752358877e-06
Position 371: 1.0665449570282456e-06
Position 149: 2.5335118290017746e-07
Position 329: 2.0737750890541544e-07
Position 389: 1.7171454217954441e-07
Position 661: 1.686006425245525e-07
Position 488: 1.4415033618156726e-07
Position 397: 1.3862554730090389e-07
Position 222: 1.0068110738198661e-07
Position 550: 7.816206873294325e-08
Position 196: 6.294052137630401e-08
Position 846: 6.24528654153132e-08
Position 122: 6.129900496695322e-08
Position 120: 5.2144572448706556e-08
Position 659: 3.03343862505299e-08
Position 380: 2.3337801494175178e-08
Position 694: 1.359424778488078e-08
Position 504: 9.617859386784484e-10
Position 854: 2.427278662305913e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 488: 0.9653784266923913
Position 149: 0.8801007813717208
Position 852: 0.6753921805905638
Position 1201: 0.04288795143686801
Position 342: 0.02811436141089538
Position 807: 0.021289675946114466
Position 160: 0.017451333604030256
Position 532: 0.01639992314849455
Position 459: 0.012292075326104712
Position 172: 0.011223126052101608
Position 1171: 0.0032972053674086717
Position 1179: 0.0019323645342438037
Position 196: 0.0012287959527307942
Position 913: 0.0006916452934091469
Position 164: 0.0006649844132162261
Position 228: 0.0006468046718959932
Position 869: 0.000311825499962571
Position 1301: 0.0002683412682843824
Position 874: 0.0002657179043386212
Position 945: 0.00024958550242507185
Position 1055: 0.00020345327817331382
Position 1002: 0.00019140623859385442
Position 1412: 0.0001644535334266238
Position 811: 5.491867955258599e-05
Position 1068: 5.259540586177337e-05
Position 718: 5.157954445792097e-05
Position 368: 4.850475168839943e-05
Position 270: 4.78245241295826e-05
Position 649: 4.1037678483210235e-05
Position 1340: 4.039089454585684e-05
Position 511: 3.0980015346827445e-05
Position 568: 3.090712002418069e-05
Position 1013: 2.85762726552004e-05
Position 550: 1.923164241745625e-05
Position 669: 1.8814755023157384e-05
Position 1321: 1.3333028547702858e-05
Position 1114: 1.1307677382984808e-05
Position 1231: 9.180607205975272e-06
Position 970: 6.528969419286349e-06
Position 1315: 5.880105586130051e-06
Position 216: 4.836557326063026e-06
Position 1360: 4.762096056375132e-06
Position 745: 4.68362450982829e-06
Position 685: 4.3967605718617885e-06
Position 622: 4.215619495198721e-06
Position 206: 3.5416890606047286e-06
Position 688: 1.9053230508193258e-06
Position 667: 1.6711648627282713e-06
Position 637: 6.817313103642553e-07
Position 682: 5.629249810983259e-07
Position 310: 4.6342950955034836e-07
Position 380: 4.078229034801618e-07
Position 407: 2.7639816284647705e-07
Position 604: 2.1776232057409848e-07
Position 179: 1.9644617828152058e-07
Position 60: 1.4141749030290761e-08
Position 64: 6.135130687507422e-09
Position 547: 3.3535300781089378e-09
Position 364: 3.233237561192481e-10
