Gene = Kebab
index = 1244
Annotated 5SS: [148 518 725]
Annotated 3SS: [205 571 933]
SMsplice 5SS: [518 725]
SMsplice 3SS: [571 933]
top_k =  500
Partition function (log Z): -6.080761186192306

Sorted 5' Splice Sites (High to Low Probability):
Position 725: 0.9555939243687118
Position 518: 0.8514338300306096
Position 2146: 0.44185804660082506
Position 148: 0.17726801795443936
Position 1820: 0.09033405941070412
Position 1854: 0.027944083282283462
Position 1293: 0.025414427897204134
Position 265: 0.023350045539107925
Position 523: 0.018664643070353374
Position 1278: 0.017785690074337876
Position 1998: 0.016279098572210167
Position 1273: 0.01208433762033076
Position 1584: 0.009570810984174437
Position 1598: 0.009434953271998926
Position 1298: 0.008548074913262484
Position 67: 0.006233145750892708
Position 2397: 0.0052432492040239845
Position 1415: 0.003806393722145392
Position 512: 0.00277374604373784
Position 269: 0.0022774183741487365
Position 152: 0.0014591235953216478
Position 729: 0.0009051296192754485
Position 2339: 0.0007846315971116241
Position 441: 0.0004447687468559617
Position 65: 0.00036047183079890543
Position 461: 0.00029339315592331877
Position 753: 0.0002625068594015422
Position 1310: 0.0002492260878449533
Position 260: 0.0001481583245380296
Position 1183: 0.00013552401928344375
Position 1618: 8.043005979277659e-05
Position 1006: 6.172533054236966e-05
Position 41: 5.8118521094927863e-05
Position 215: 5.320183312162704e-05
Position 120: 4.0736316116203415e-05
Position 543: 3.419554636272675e-05
Position 647: 3.2820010265870884e-05
Position 44: 3.268288619119817e-05
Position 123: 2.169592548874799e-05
Position 1114: 1.084449662580164e-05
Position 1068: 9.962703968612398e-06
Position 783: 7.03077795200586e-06
Position 727: 6.96961442261579e-06
Position 27: 4.755289973702717e-06
Position 232: 4.143258894034021e-06
Position 351: 2.6970340469254134e-06
Position 2020: 1.6231892556707636e-06
Position 164: 1.4456414108073692e-06
Position 683: 1.3415305354738524e-06
Position 6: 1.3255409319487927e-06
Position 619: 9.376766485108938e-07
Position 577: 4.906925357516227e-07
Position 571: 4.0313932466968366e-07
Position 170: 2.802675481751717e-07
Position 30: 1.381388835069662e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 933: 0.6826611867861461
Position 571: 0.4946701030048937
Position 2209: 0.4552071994679085
Position 574: 0.36670006521432785
Position 205: 0.16707247627577354
Position 1353: 0.1401959539314052
Position 2050: 0.08526277830379976
Position 808: 0.04401506518257717
Position 783: 0.04122090457864571
Position 1932: 0.03805064004393105
Position 829: 0.03489199704136737
Position 1356: 0.02973116845845248
Position 1978: 0.027892138338586805
Position 1664: 0.015796959168785433
Position 875: 0.014951362056354982
Position 1926: 0.009602792742126186
Position 441: 0.009130368242092061
Position 327: 0.00753213818268416
Position 2457: 0.007467554586103488
Position 213: 0.0038043848624899844
Position 140: 0.0033159642515250836
Position 311: 0.0032578828346868116
Position 1880: 0.0027245258955132905
Position 465: 0.002297692295019186
Position 1637: 0.0022667910884433613
Position 1901: 0.0021739153832262986
Position 899: 0.00197903043289703
Position 1696: 0.0017761945870939616
Position 964: 0.001728872971071779
Position 473: 0.0016098566854725034
Position 239: 0.0014418505568331492
Position 398: 0.0012614686198324158
Position 1375: 0.0012410426698264945
Position 616: 0.0010902060989785788
Position 2239: 0.0010213523864299242
Position 2429: 0.0007453060502085839
Position 1123: 0.0006803972999755528
Position 2117: 0.0006746439387169865
Position 2510: 0.0005672222049061411
Position 123: 0.00049231892827811
Position 1981: 0.0004538387812500112
Position 2191: 0.0003509373502670127
Position 1446: 0.000299315262756369
Position 1154: 0.000264568611238047
Position 478: 0.0002107530015349394
Position 1639: 0.00020685574725992493
Position 1555: 0.00019392889010079874
Position 646: 0.0001642157579275341
Position 626: 0.00015142519629240535
Position 2548: 0.0001391881912440588
Position 285: 0.00010986175144196148
Position 1057: 8.315211607363132e-05
Position 1372: 8.108216009933858e-05
Position 329: 7.736557688366181e-05
Position 1003: 6.931874361879793e-05
Position 543: 6.68481940739489e-05
Position 1310: 6.288777907366431e-05
Position 1643: 5.025553718640479e-05
Position 1086: 4.750892619494405e-05
Position 259: 4.4058112853019495e-05
Position 689: 2.8625775780203936e-05
Position 523: 2.149769982170449e-05
Position 377: 9.127352820628732e-06
Position 691: 4.857179569179908e-06
Position 638: 3.6418170007213822e-06
Position 510: 3.2088244172473345e-06
Position 482: 2.5592524851162063e-06
Position 164: 2.3015698013270773e-06
Position 268: 1.538950318905804e-06
Position 660: 1.3743361018567627e-06
Position 313: 4.6418384456214563e-07
Position 265: 2.522061630751402e-07
Position 512: 1.7720638336673394e-07
Position 65: 8.832017927925223e-08
Position 653: 4.321131393679499e-08
Position 701: 2.896408252193633e-08
Position 120: 1.0746486851128136e-09
Position 80: 6.710144679816909e-10
Position 251: 1.3286438976830842e-11
Position 253: 1.2458656139803305e-15
