Gene = Edc3
index = 1148
Annotated 5SS: [ 953 2156 2379 2526]
Annotated 3SS: [1240 2217 2440 2580]
SMsplice 5SS: [  89  953 2156 2379 2526]
SMsplice 3SS: [ 141 1240 2217 2440 2580]
top_k =  500
Partition function (log Z): 7.488750791354857

Sorted 5' Splice Sites (High to Low Probability):
Position 2379: 0.9987507268842277
Position 2156: 0.9823142198783205
Position 2526: 0.8364891892472711
Position 89: 0.822852853477776
Position 953: 0.7619993887238525
Position 3669: 0.156237891529371
Position 2518: 0.13781235267294023
Position 2811: 0.12763501769186295
Position 228: 0.12217120854607591
Position 235: 0.05879262562254218
Position 1527: 0.0398290267602109
Position 2794: 0.025948981691678873
Position 2802: 0.021407288165192256
Position 242: 0.01813864108465559
Position 246: 0.012173882949693031
Position 2832: 0.010528539594610973
Position 3678: 0.008280647997532089
Position 2627: 0.007883852065471639
Position 1171: 0.0072259943442655955
Position 1426: 0.005332145986942946
Position 4294: 0.00498090792086862
Position 1027: 0.003035149781674902
Position 72: 0.002773129810219611
Position 2171: 0.002594623085311988
Position 1124: 0.002589074923775082
Position 834: 0.0021787524178093964
Position 3544: 0.002119496843672488
Position 2848: 0.0019965582309108697
Position 507: 0.0017616654033077287
Position 3489: 0.001686068141879511
Position 1350: 0.001580265166446439
Position 3101: 0.0015642828332558551
Position 93: 0.001527184023475804
Position 1368: 0.0011477501880702097
Position 2553: 0.0011098479902558582
Position 1003: 0.0010510090763955738
Position 1662: 0.0009739239783614427
Position 1189: 0.0009371211430005326
Position 3644: 0.0006506721714217551
Position 3622: 0.000601533675038958
Position 3615: 0.0005778507663966984
Position 78: 0.0005496498937300476
Position 2383: 0.0005139039477546639
Position 2856: 0.0002732305488965465
Position 3529: 0.00026599804905095013
Position 3485: 0.00025467107872463796
Position 2784: 0.00025099531616959496
Position 239: 0.00022831285150333694
Position 3178: 0.0002040207009682378
Position 555: 0.00014780372075568125
Position 3406: 0.00014409589894548533
Position 263: 0.00012529044280697448
Position 2530: 0.00010146241469729008
Position 2516: 8.771251780646856e-05
Position 64: 8.668886095911468e-05
Position 232: 8.386209738576226e-05
Position 2860: 8.233509286314544e-05
Position 397: 7.542530146922752e-05
Position 1192: 5.607803368341328e-05
Position 3059: 5.5767450285774226e-05
Position 2372: 5.50480159678533e-05
Position 3459: 5.374045250966802e-05
Position 1344: 5.0640306901572504e-05
Position 976: 4.891365713207406e-05
Position 3144: 4.86219057883182e-05
Position 2363: 4.518779400656618e-05
Position 3033: 3.926730981460418e-05
Position 3125: 3.679541478180406e-05
Position 1629: 3.324925469409249e-05
Position 2638: 2.7318929947981178e-05
Position 1797: 2.2041381238132105e-05
Position 3225: 1.7560437340936785e-05
Position 31: 1.693884192034963e-05
Position 352: 1.5989436283572e-05
Position 80: 1.2092010712720066e-05
Position 1387: 1.0108214175123436e-05
Position 2838: 9.793474543929713e-06
Position 1904: 7.4553893385182816e-06
Position 250: 7.356900685315087e-06
Position 2876: 6.057128567979026e-06
Position 2338: 5.991370452685344e-06
Position 199: 5.669475665952793e-06
Position 528: 5.634325667743028e-06
Position 1809: 4.729424404447679e-06
Position 2281: 4.259784785561088e-06
Position 1576: 3.6792542871747577e-06
Position 645: 3.446403229331813e-06
Position 1461: 3.2115062448004392e-06
Position 2588: 3.0390370446402686e-06
Position 2570: 2.7845041200883276e-06
Position 2611: 2.7158455320132784e-06
Position 1044: 1.4351678637794398e-06
Position 375: 1.1754218529381716e-06
Position 2546: 9.238492597433693e-07
Position 2357: 6.792134296044164e-07
Position 566: 6.318963114524106e-07
Position 2563: 3.2784093486066335e-07
Position 856: 1.8000223361805768e-07
Position 2461: 9.149640385004316e-08
Position 2613: 7.40310967765971e-08
Position 871: 3.091624734473756e-08
Position 431: 2.8818769371067026e-08
Position 1258: 2.1065035551393883e-08
Position 2285: 5.687451379131615e-09
Position 450: 6.410044779975934e-10
Position 354: 6.264547227519464e-10
Position 424: 7.9907008251613e-12
Position 429: 2.410731962946237e-12
Position 1056: 1.9209852610183834e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2217: 0.9965374290252524
Position 2580: 0.9496448742108915
Position 2440: 0.9075205688344491
Position 1240: 0.7831284218603468
Position 141: 0.7537534807237478
Position 2896: 0.14983952613290083
Position 2455: 0.08800106823400394
Position 326: 0.0730182667756133
Position 3919: 0.0673834296912239
Position 3932: 0.0660041146014953
Position 2018: 0.057180506791591666
Position 1007: 0.03959497385635179
