Gene = c(2)M
index = 1639
Annotated 5SS: [ 219  462  799 1042 1481 1841 2034]
Annotated 3SS: [ 297  517  857 1095 1532 1898 2090]
SMsplice 5SS: [ 219  462  799 1042 1841]
SMsplice 3SS: [ 297  517  857 1095 1898]
top_k =  500
Partition function (log Z): 16.92707365933648

Sorted 5' Splice Sites (High to Low Probability):
Position 462: 0.9988764055708835
Position 1841: 0.9969524130358876
Position 219: 0.9967643600651173
Position 799: 0.9897154220483231
Position 1042: 0.9772103512986248
Position 2034: 0.5149069569742015
Position 1481: 0.3544503554906663
Position 1465: 0.11129019459834844
Position 1472: 0.09464570457318253
Position 1233: 0.048992730594519154
Position 19: 0.03958656430029996
Position 2202: 0.0165684303033335
Position 529: 0.010776188449082937
Position 2057: 0.008704162963820438
Position 1534: 0.005502075737577172
Position 1245: 0.004571669032640017
Position 3: 0.002668372511227721
Position 205: 0.0020067473229139062
Position 8: 0.0019829553769206546
Position 658: 0.0019381334403821811
Position 1413: 0.0018608456604716635
Position 1691: 0.0018350950782627736
Position 1777: 0.0008757874003618328
Position 2170: 0.0006625876642919584
Position 637: 0.0005312718607314325
Position 2011: 0.0004877148146868136
Position 1823: 0.0004825617822022166
Position 2073: 0.00047346540809052243
Position 466: 0.00044499020876215067
Position 2387: 0.0004369626296915285
Position 1368: 0.00035520762032649554
Position 778: 0.0003252773605271774
Position 2029: 0.0003048421106861852
Position 446: 0.000298418196021222
Position 2212: 0.0002931481869030889
Position 1069: 0.00022820363566922357
Position 22: 0.00021474263900690918
Position 2146: 0.00019598095398032505
Position 199: 0.00016725764498130426
Position 1249: 0.00015821302614603725
Position 49: 0.00015656653395138448
Position 2038: 0.00013912254278137132
Position 2032: 0.0001257914470928156
Position 1938: 0.0001252207408211767
Position 2595: 0.00012036137778203452
Position 1269: 0.00011121004290301294
Position 2257: 9.59510780283788e-05
Position 589: 8.29572663735308e-05
Position 2282: 7.608005864971283e-05
Position 2285: 7.454054154756034e-05
Position 545: 7.16544968538151e-05
Position 1845: 6.824867060425899e-05
Position 664: 6.673676827343633e-05
Position 1332: 5.8275960813911926e-05
Position 781: 2.6964609903806368e-05
Position 595: 2.0059788941886432e-05
Position 2478: 1.9300935321263716e-05
Position 568: 1.8280113470449994e-05
Position 2419: 1.674918572458066e-05
Position 806: 1.671815975463026e-05
Position 1095: 1.2888294264905065e-05
Position 2580: 1.2645998681512537e-05
Position 674: 1.1712841553794972e-05
Position 551: 1.1567370757442569e-05
Position 803: 1.0790560848304444e-05
Position 413: 1.053151181513531e-05
Position 857: 1.0342642700055705e-05
Position 386: 1.0004885316053458e-05
Position 1769: 9.265277874047575e-06
Position 2452: 9.037800840845031e-06
Position 817: 7.772223812353802e-06
Position 208: 6.1256060578826334e-06
Position 893: 5.194591152923229e-06
Position 422: 4.48307112618289e-06
Position 967: 4.107315614378011e-06
Position 1745: 2.7564382530399026e-06
Position 1256: 2.448298347807503e-06
Position 1910: 2.2731196992239037e-06
Position 896: 2.1838821479734582e-06
Position 79: 2.069289404673871e-06
Position 1087: 1.9098618891806427e-06
Position 1873: 1.282488712022688e-06
Position 472: 1.1070691447210227e-06
Position 67: 1.0003287135692865e-06
Position 887: 9.548956587908438e-07
Position 82: 8.981796201300196e-07
Position 592: 7.687021145433424e-07
Position 877: 6.580192379412445e-07
Position 1735: 5.666772289017065e-07
Position 765: 5.430627405352421e-07
Position 1666: 5.147098320553138e-07
Position 1987: 4.036587700123345e-07
Position 359: 2.5997028149083784e-07
Position 485: 1.461422042656724e-07
Position 2061: 1.2502442749470926e-07
Position 2059: 1.2104119940573681e-07
Position 1920: 1.1863846379830247e-07
Position 76: 1.1074932134406484e-07
Position 1419: 7.834206912414954e-08
Position 1259: 1.644199218094963e-09
Position 1577: 1.3940458349869058e-09
Position 272: 2.736038175013267e-10
Position 1170: 3.87390611128365e-11
Position 753: 1.3073324338996246e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 517: 0.9985389027326523
Position 1898: 0.9973963543434999
Position 297: 0.9959235540988305
Position 857: 0.9546649584863908
Position 1095: 0.7835998899379022
Position 2090: 0.4526369500797778
Position 1532: 0.3010925894407233
Position 1546: 0.26835884647771246
Position 1113: 0.14364664412746736
Position 82: 0.044173480423663966
Position 2114: 0.03325494715388773
Position 1680: 0.030970036919772553
Position 1300: 0.030398049640390813
Position 1100: 0.02619187529012529
Position 2349: 0.02389426967140427
Position 2260: 0.015303267081737846
Position 921: 0.011921638092205583
Position 592: 0.010532318249830296
Position 1572: 0.010524887515075531
Position 939: 0.009885005248905652
Position 2225: 0.007653009457576936
Position 1364: 0.002882756963369744
Position 301: 0.002804779067456032
Position 1694: 0.002746333326519583
Position 2557: 0.0027398730595577085
Position 1153: 0.0026498791732264895
Position 887: 0.0026025643734020336
Position 2431: 0.0022860442870964465
Position 2501: 0.0022398665082294113
Position 1764: 0.0015518179310415718
Position 1538: 0.0014555901199887085
Position 732: 0.0014000542108868752
Position 2328: 0.001282675736770381
Position 2078: 0.0010965192038840626
Position 1179: 0.0010930081678002493
Position 628: 0.0009998095762717575
Position 1657: 0.0008572375579185726
Position 750: 0.0008119019326384423
Position 946: 0.0008068958708899566
Position 2668: 0.0006724828324233878
Position 1908: 0.0006636694264081093
Position 1719: 0.0005597800397068191
Position 1287: 0.00046841917309038266
Position 2240: 0.00045981822612688254
Position 1118: 0.00044935530907405576
Position 680: 0.00038503162133410204
Position 2449: 0.00021117698966072038
Position 2521: 0.00020320568011644388
Position 1008: 0.0001962267424714136
Position 1995: 0.0001847833449100769
Position 2102: 0.00018439871986425382
Position 1408: 0.00017268867694303087
Position 1577: 0.00016864413303382782
Position 1227: 0.00016681643693274557
Position 346: 0.0001477648915256327
Position 877: 0.0001364799969095819
Position 687: 0.00012763221685805641
Position 1741: 0.00012397060123025525
Position 2654: 0.00011762073890009544
Position 108: 0.00011748854292125947
Position 136: 0.00011718246158581287
Position 1335: 0.00010791621926596015
Position 1785: 0.00010544128435540791
Position 2168: 0.00010108006280272757
Position 777: 9.21079712193806e-05
Position 322: 8.574042904532547e-05
Position 978: 8.164902485136207e-05
Position 729: 7.535627022936811e-05
Position 1325: 7.062488626370013e-05
Position 893: 7.037785044391548e-05
Position 1603: 6.849181840729908e-05
Position 923: 6.754622474640693e-05
Position 664: 5.307461490690433e-05
Position 372: 5.241546507247214e-05
Position 1735: 4.71443007230608e-05
Position 336: 4.705351245929303e-05
Position 607: 4.32493801459091e-05
Position 528: 4.22755092581043e-05
Position 2580: 4.102784508355192e-05
Position 1023: 3.5976312864193966e-05
Position 397: 3.2692372872956806e-05
Position 1590: 3.102560013324075e-05
Position 2116: 2.5470495059075614e-05
Position 2478: 2.383734758758342e-05
Position 49: 2.1752386829803915e-05
Position 2186: 1.509221274155173e-05
Position 1929: 1.1094604758068816e-05
Position 658: 6.920021533506925e-06
