Gene = qtc
index = 1851
Annotated 5SS: [ 176 2396 6435 7413 7580 8405]
Annotated 3SS: [1925 6054 6493 7480 8311 9281]
SMsplice 5SS: [ 176 2539 6435 7413 7580 8405 8688]
SMsplice 3SS: [1925 6054 6493 7480 8311 8511 9281]
top_k =  500
Partition function (log Z): 11.2496002617048

Sorted 5' Splice Sites (High to Low Probability):
Position 7413: 0.9986912890284804
Position 6435: 0.9955198834165383
Position 7580: 0.8645568970310911
Position 8405: 0.7942687394176621
Position 8688: 0.6829829869539769
Position 176: 0.6750428153060213
Position 2539: 0.6000976717971708
Position 9485: 0.46995090378938026
Position 2396: 0.39174518884655524
Position 1798: 0.30538832529991783
Position 504: 0.2906310593271891
Position 4461: 0.18405087978312534
Position 8998: 0.1530056353576284
Position 7741: 0.08882475972171751
Position 5706: 0.07538098847796297
Position 1007: 0.058230395136250904
Position 8400: 0.05654123555166189
Position 8693: 0.04479315288164987
Position 3186: 0.030006006426882094
Position 1097: 0.029721221015366006
Position 6527: 0.019152722519538264
Position 8833: 0.017168211164359112
Position 325: 0.015223861878075359
Position 403: 0.01291126741606574
Position 8780: 0.011730083636900836
Position 9496: 0.011605031353462934
Position 9778: 0.010741813905580887
Position 3789: 0.010186620192140098
Position 9490: 0.00914535684488662
Position 365: 0.009080003087954237
Position 9110: 0.00863974215939859
Position 998: 0.006849944341023865
Position 4651: 0.006499054143747668
Position 7756: 0.005393025400311525
Position 2354: 0.00498822815987815
Position 3767: 0.004974802868399667
Position 8409: 0.004913612811218518
Position 411: 0.004483828821312779
Position 1591: 0.0037240212488605924
Position 1027: 0.0036353270880805748
Position 8214: 0.0035369335911872002
Position 8820: 0.0031528305010867317
Position 9515: 0.0031313812403313624
Position 5523: 0.002423163548242954
Position 8096: 0.002324096482979686
Position 4690: 0.002153906214541213
Position 2896: 0.002148049606659983
Position 428: 0.002059983626100394
Position 444: 0.0018981619987197833
Position 4227: 0.001833131894568882
Position 1740: 0.0017660278444914038
Position 8387: 0.0016791995364613765
Position 585: 0.0014509058326146913
Position 723: 0.0014297785517890728
Position 8383: 0.001292006672564914
Position 8191: 0.0012800438029732597
Position 8076: 0.0012768420079183052
Position 8701: 0.0011891150687125954
Position 214: 0.001153208242196799
Position 369: 0.0011524000578608355
Position 8209: 0.0011425028778377494
Position 1787: 0.0010697829062685468
Position 1070: 0.0009583260494040526
Position 1582: 0.0009125004781965546
Position 8204: 0.0008602354645354428
Position 1618: 0.0008556459332487653
Position 7745: 0.0008083952896814961
Position 9578: 0.0007935898436615608
Position 441: 0.0007788890539157857
Position 741: 0.0007743032725796651
Position 48: 0.000768133855635472
Position 8225: 0.0006893582691386553
Position 7564: 0.0005757421932884229
Position 8041: 0.0005692746697859522
Position 311: 0.0005519920637341686
Position 7883: 0.0004964761228584497
Position 1344: 0.0004914524342448704
Position 6561: 0.0004899962655096506
Position 193: 0.0004817149882378194
Position 1286: 0.00043864085299805827
Position 57: 0.0004082926083926321
Position 367: 0.0004019717417664359
Position 473: 0.0003849101182605856
Position 1711: 0.00037767966978978284
Position 7900: 0.0003650558980878014
Position 7517: 0.0003455752897999757
Position 9339: 0.000341556540796415
Position 1429: 0.000330774484934184
Position 508: 0.0003272438450658748
Position 1790: 0.00031479473362105694
Position 8051: 0.00031246187686671085
Position 7626: 0.00030806883579159044
Position 162: 0.0002706763127721722
Position 7197: 0.00026732864883473475
Position 3121: 0.00024816080621487474
Position 2406: 0.0002370330786443992
Position 1036: 0.00023248253004213716
Position 814: 0.00019770096551930687
Position 8101: 0.00018296986673874103
Position 7903: 0.0001706278140416497
Position 256: 0.00015806441117439352
Position 800: 0.0001541308700674852
Position 1702: 0.00014346130392155638
Position 6765: 0.00013655168977073023
Position 7238: 0.00012346664875790645
Position 317: 0.00010683966208605742
Position 2720: 0.0001036750562867463
Position 65: 9.883223610289168e-05
Position 7616: 7.617219049598188e-05
Position 51: 7.265700161652509e-05
Position 84: 7.12647861253419e-05
Position 2800: 5.631990581416561e-05
Position 1046: 5.526257290226884e-05
Position 6268: 4.9655352034819445e-05
Position 556: 4.7833109334244845e-05
Position 7118: 4.2655266709979274e-05
Position 7060: 3.8163087224981544e-05
Position 7355: 3.624966353737377e-05
Position 7648: 3.324710653856672e-05
Position 5600: 2.867177839604878e-05
Position 2425: 2.807205199260321e-05
Position 752: 2.6112375880583742e-05
Position 7285: 2.5740783547653017e-05
Position 7367: 2.374379228207549e-05
Position 6690: 1.9823878679399992e-05
Position 2779: 1.6452458938884306e-05
Position 2694: 1.4102831355896081e-05
Position 2543: 1.2621343333325108e-05
Position 141: 1.1780516629416408e-05
Position 382: 1.1174370443134945e-05
Position 2418: 7.453246539954817e-06
Position 4795: 7.113166352388596e-06
Position 7041: 5.937413866052397e-06
Position 6769: 5.884180180305368e-06
Position 2817: 3.6119334401918583e-06
Position 6968: 1.744752884593023e-06
Position 7893: 1.7180171758705206e-06
Position 6819: 1.6682060333487948e-06
Position 6693: 1.5878550344076899e-06
