Gene = Max
index = 1270
Annotated 5SS: [ 204  345  768 1101]
Annotated 3SS: [ 278  659  976 1165]
SMsplice 5SS: [ 204  768 1101]
SMsplice 3SS: [ 278  976 1165]
top_k =  500
Partition function (log Z): 2.9799205785742515

Sorted 5' Splice Sites (High to Low Probability):
Position 1101: 0.9783238316258364
Position 204: 0.9317724022006079
Position 768: 0.7501224571240654
Position 345: 0.4366452609610009
Position 788: 0.20211416049708905
Position 25: 0.09673795833848885
Position 487: 0.05048841188690466
Position 215: 0.024812691913174832
Position 840: 0.017837692696343006
Position 449: 0.016624876961203062
Position 371: 0.014174414495046372
Position 1122: 0.008365002507657752
Position 199: 0.006028008612666099
Position 235: 0.005768263051159274
Position 1582: 0.0040172719415817945
Position 1471: 0.0035649995372655256
Position 1537: 0.0034701538550408664
Position 468: 0.0022359733745486807
Position 1641: 0.0017935137699551366
Position 736: 0.0017037583675436727
Position 51: 0.0009504576589180287
Position 589: 0.000866411857186442
Position 611: 0.0008440768477084331
Position 744: 0.0007079139423008629
Position 1271: 0.000684936490633539
Position 1576: 0.0005434989637717521
Position 424: 0.00048021657428311276
Position 426: 0.0004372694157478908
Position 844: 0.0004357673211964067
Position 1437: 0.000395896208679187
Position 919: 0.0003790215390828131
Position 163: 0.0003622947760757104
Position 429: 0.0003226435322584554
Position 1327: 0.0002921508733894788
Position 1404: 0.00026025207239864056
Position 15: 0.00024101865590359057
Position 921: 0.00019453327141444494
Position 403: 0.00016512888486926318
Position 578: 0.00015673108301899453
Position 1820: 0.0001340477516150248
Position 1452: 0.00013222227721089856
Position 1550: 0.0001259830072712644
Position 149: 0.00012230600766055064
Position 830: 0.00010106142276992713
Position 1633: 7.78628993889899e-05
Position 553: 6.492044480188784e-05
Position 438: 5.123381245092486e-05
Position 871: 3.750285966735652e-05
Position 1510: 3.618451088887071e-05
Position 1503: 3.456506068316653e-05
Position 1726: 2.7440688734254973e-05
Position 432: 2.1902075080259316e-05
Position 1356: 2.006263646708179e-05
Position 1383: 1.8947328545923777e-05
Position 1440: 1.7934947186418513e-05
Position 1392: 1.4619388412469385e-05
Position 648: 1.3485838338599018e-05
Position 1041: 1.2464157976938308e-05
Position 3: 4.4466305990654406e-06
Position 95: 1.5968086811038445e-06
Position 239: 1.5641802995245575e-06
Position 237: 1.4734215598253583e-06
Position 940: 1.226059079684117e-06
Position 943: 6.109503200110027e-07
Position 1344: 2.7135409262824426e-07
Position 1409: 7.078070942597213e-08
Position 1342: 6.027318839062953e-08
Position 1225: 4.8789778589311656e-08
Position 1407: 2.6888217767373987e-08
Position 1488: 8.777353507508507e-09
Position 138: 3.4185005226467583e-09
Position 1645: 1.019628161241971e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 976: 0.9974895176418883
Position 1165: 0.9828832297133819
Position 278: 0.8196126444241112
Position 659: 0.5133199412995495
Position 444: 0.06604956462516152
Position 95: 0.06080823511936943
Position 281: 0.04495031147778593
Position 109: 0.030396406888587326
Position 414: 0.02047297218057753
Position 1658: 0.007361023575955768
Position 1534: 0.004394552379277932
Position 668: 0.003704194826908907
Position 1171: 0.003589050020451978
Position 1791: 0.0018817845602258957
Position 569: 0.001813252477865291
Position 149: 0.001793452227071226
Position 344: 0.0011212055193223884
Position 697: 0.0010447285131338954
Position 1339: 0.0006578621055271372
Position 1626: 0.0005450840988428278
Position 1668: 0.0003217754119567566
Position 506: 0.0003090289356008611
Position 1890: 0.000287798328211058
Position 1021: 0.00023068066029188072
Position 1392: 0.00022111259767659678
Position 1214: 0.00016860872456994077
Position 1197: 0.00014174643220029158
Position 154: 0.00013156110380603168
Position 1145: 0.0001189356189031187
Position 1471: 0.00011413082350062523
Position 463: 8.078194826295257e-05
Position 1769: 7.095253780204038e-05
Position 1003: 5.966149523109612e-05
Position 1202: 3.3893106533632836e-05
Position 1900: 3.2538631257094346e-05
Position 1749: 3.1887639409514825e-05
Position 1752: 2.7676650920531475e-05
Position 881: 2.4865146120781907e-05
Position 466: 2.2557514406823427e-05
Position 840: 1.7435508443730984e-05
Position 1820: 1.657395954416873e-05
Position 1807: 1.3561979707948507e-05
Position 929: 1.1081737496542305e-05
Position 981: 1.0797277953665242e-05
Position 943: 4.516114145677931e-06
Position 830: 2.39300692282337e-06
Position 381: 1.7705173810104889e-06
Position 1426: 5.964992582389904e-08
Position 189: 5.110121457462501e-08
Position 163: 2.0405668629571688e-08
Position 212: 4.160240427391029e-09
Position 199: 3.4358458458603777e-09
Position 169: 3.3269167154383973e-09
Position 218: 7.332208488729154e-10
Position 208: 1.577696129790339e-10
Position 1029: 7.897060862508604e-11
Position 716: 1.050690444582025e-11
Position 481: 8.411350494126978e-12
Position 719: 9.701887657164977e-13
Position 220: 2.641673280087374e-13
