Gene = odd
index = 1830
Annotated 5SS: [471]
Annotated 3SS: [656]
SMsplice 5SS: [471]
SMsplice 3SS: [656]
top_k =  500
Partition function (log Z): -5.4027885479909745

Sorted 5' Splice Sites (High to Low Probability):
Position 471: 0.9905636986541373
Position 2119: 0.10570746199037157
Position 1091: 0.04735728340202457
Position 1901: 0.013679172351897714
Position 1945: 0.01365463917878866
Position 1384: 0.012168275101112227
Position 2059: 0.007193727932887968
Position 585: 0.005434021302263788
Position 266: 0.0032998231863769624
Position 1583: 0.0023832636872867016
Position 1252: 0.0019508462220954315
Position 301: 0.0012711377191493266
Position 1589: 0.0011728145489869161
Position 1785: 0.0008848041535616525
Position 1414: 0.0007360558058647132
Position 1931: 0.0006806631531058977
Position 1434: 0.0005566680470948447
Position 2348: 0.0005300407271459747
Position 919: 0.0005047605807421608
Position 2282: 0.0005006894362583092
Position 324: 0.0004884575426056864
Position 1488: 0.00046965948294377816
Position 481: 0.0003471483551144988
Position 2018: 0.00034065227657609134
Position 244: 0.0003386066934151436
Position 216: 0.00031016906173828474
Position 1792: 0.00030841240624978846
Position 2319: 0.0003028641661251741
Position 2458: 0.00029414781120138783
Position 311: 0.0002545578102436171
Position 233: 0.00023963864400234345
Position 1907: 0.00022853598765823328
Position 554: 0.00021252250125027743
Position 1976: 0.00021011153514497374
Position 237: 0.0001876398061736123
Position 1619: 0.0001776114882565818
Position 1586: 0.00016906734342950867
Position 1983: 0.00013601180713307303
Position 475: 0.00013301036445387908
Position 119: 0.00012860085277755258
Position 2001: 0.00011925175456466506
Position 566: 0.00011651575206699183
Position 761: 0.00011151350061947337
Position 1957: 9.669639528198802e-05
Position 2176: 8.820039963786839e-05
Position 1179: 8.499695925094153e-05
Position 1469: 7.829251187475106e-05
Position 1276: 7.765034852156219e-05
Position 1176: 7.41578160519371e-05
Position 1197: 7.235436454914031e-05
Position 393: 6.730952116299945e-05
Position 1194: 6.52656255267823e-05
Position 1224: 6.523620915817405e-05
Position 970: 6.434776268571673e-05
Position 2353: 5.92785641553475e-05
Position 1119: 4.985675774320211e-05
Position 1240: 4.694022032867792e-05
Position 926: 3.39049686375706e-05
Position 1638: 3.316589595841715e-05
Position 5: 3.182243891271524e-05
Position 1279: 3.073130808158927e-05
Position 108: 3.0399586914507342e-05
Position 179: 2.7223413756456228e-05
Position 2296: 2.521786286858435e-05
Position 1267: 2.4764124295425662e-05
Position 2159: 2.415641137786087e-05
Position 1185: 2.2979529184900244e-05
Position 871: 1.8547246911893743e-05
Position 230: 1.8338647229227505e-05
Position 2226: 1.7320068578968137e-05
Position 1199: 1.723025370207704e-05
Position 1140: 1.6958800024188785e-05
Position 788: 1.6716585874703112e-05
Position 185: 1.1595567236683551e-05
Position 336: 1.125230408907528e-05
Position 2346: 7.433428963150719e-06
Position 158: 6.297707487748132e-06
Position 588: 6.042870595697673e-06
Position 437: 4.5534718383447935e-06
Position 331: 3.911134686165899e-06
Position 2423: 2.610209667923458e-06
Position 220: 9.551947519130785e-07
Position 1498: 4.3018422268299334e-07
Position 222: 3.192430414786055e-07
Position 9: 9.24158325509905e-08
Position 705: 6.724545852279342e-08
Position 1095: 5.0643770325079505e-08
Position 1834: 4.575100085895947e-08
Position 1444: 4.1906246784452867e-08
Position 400: 9.884366487528191e-09
Position 959: 5.475782315133973e-09
Position 680: 3.483617050299979e-09
Position 953: 1.6209524031514926e-09
Position 629: 3.4056300637480877e-10
Position 1133: 5.32443990960809e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 656: 0.9796636668716827
Position 2190: 0.21523948998716688
Position 2391: 0.0059660056582224365
Position 2417: 0.0030222460536874687
Position 360: 0.0020284738243684713
Position 2319: 0.0019927383326286264
Position 1630: 0.001185685172610505
Position 2251: 0.0008552362154787967
Position 1666: 0.0008365375269707268
Position 1945: 0.0007132499776968541
Position 1363: 0.0005982709912707086
Position 336: 0.000520171152804125
Position 426: 0.0004418573579552343
Position 540: 0.0003502306300538927
Position 1989: 0.0003208773187494751
Position 1555: 0.0002981140987663238
Position 2521: 0.0002978727419992543
Position 2215: 0.00028703361044116513
Position 2143: 0.00028645519465849106
Position 304: 0.0002502154406739454
Position 938: 0.00024727771097825425
Position 379: 0.0001898154245739359
Position 668: 0.000179974901358895
Position 2196: 0.0001735322023737161
Position 2199: 0.00016515104168825508
Position 177: 0.00013044125151951563
Position 1823: 0.00011069526185303113
Position 1924: 9.086649612752294e-05
Position 680: 7.064135997761613e-05
Position 2368: 6.626298282800569e-05
Position 1468: 6.401222089281459e-05
Position 324: 5.435833257158342e-05
Position 1709: 4.9688793027183285e-05
Position 598: 4.0795010036857614e-05
Position 998: 4.062018097799626e-05
Position 393: 4.028043208789142e-05
Position 1513: 3.930179497058696e-05
Position 1119: 3.529589880121353e-05
Position 1815: 2.8034503531374687e-05
Position 2208: 2.6104998694777683e-05
Position 1349: 2.3911862641243243e-05
Position 1267: 2.382140141212954e-05
Position 1399: 2.3459355919303206e-05
Position 691: 2.3114514349860086e-05
Position 588: 2.2265550341553766e-05
Position 1444: 1.9698102291529986e-05
Position 554: 1.7127461695522417e-05
Position 1012: 1.6991083015681945e-05
Position 688: 1.603349650609275e-05
Position 2018: 1.290136203818779e-05
Position 1952: 1.2899034755197926e-05
Position 970: 1.1162636198259829e-05
Position 1900: 1.0008101647248242e-05
Position 389: 8.727592893155915e-06
Position 967: 8.351728082212167e-06
Position 2488: 7.145967289941456e-06
Position 832: 6.570928216739412e-06
Position 1419: 6.5407416047111134e-06
Position 1206: 4.086599711560329e-06
Position 311: 2.562135040151576e-06
Position 670: 2.4425957236540424e-06
Position 880: 2.2219888348198953e-06
Position 257: 1.973837520187703e-06
Position 191: 1.7679097463097892e-06
Position 585: 1.1796565186144448e-06
Position 216: 1.1062777282487575e-06
Position 57: 8.456946997428247e-07
Position 266: 5.339581930663131e-07
Position 292: 5.004749852015627e-07
Position 462: 4.665574736475326e-07
Position 318: 4.6096509430793107e-07
Position 54: 4.2446568087077823e-07
Position 459: 3.583156735393551e-07
Position 99: 2.78710784305607e-07
Position 525: 2.520585360247331e-07
Position 829: 1.5022122348529548e-07
Position 60: 9.57282401732151e-08
Position 270: 8.645673170547692e-08
Position 48: 8.487713628217546e-08
Position 227: 8.206314754676555e-08
Position 448: 9.352226845554786e-09
Position 919: 9.083941512176095e-09
Position 942: 8.325651360866902e-09
Position 464: 6.6440430984038015e-09
Position 916: 6.5768493187465786e-09
Position 1009: 6.5020561164546066e-09
Position 63: 4.206550061375402e-09
Position 784: 3.5709932132527926e-09
Position 142: 3.3874997780050624e-09
Position 835: 2.8081975724999483e-09
Position 84: 1.5603623583992396e-09
Position 1018: 6.344323254379414e-10
Position 748: 3.483192566446188e-10
Position 777: 2.8077250043031024e-10
Position 886: 1.525759313695293e-10
