Gene = Rbsn-5
index = 1411
Annotated 5SS: [ 927 1596]
Annotated 3SS: [ 984 1660]
SMsplice 5SS: [ 927 1596]
SMsplice 3SS: [ 984 1660]
top_k =  500
Partition function (log Z): -6.209046454065573

Sorted 5' Splice Sites (High to Low Probability):
Position 1596: 0.9812921281713886
Position 927: 0.5416821485975138
Position 798: 0.08562506207660538
Position 931: 0.0648851447294304
Position 38: 0.05923505433612655
Position 593: 0.03370722910509015
Position 141: 0.030479403718137794
Position 33: 0.02658295256980255
Position 570: 0.022213147135814414
Position 904: 0.015283058221911594
Position 188: 0.01094324159371655
Position 486: 0.009326168299464855
Position 1140: 0.008440827321213628
Position 811: 0.007668559902948461
Position 958: 0.004131877412798127
Position 510: 0.00305618107397316
Position 886: 0.0024521236156615426
Position 867: 0.002167775884271574
Position 1373: 0.002078416312729072
Position 1255: 0.0019480144612448412
Position 368: 0.00161741962791395
Position 1193: 0.0013104049708029804
Position 345: 0.0012344014355819876
Position 358: 0.0008909034009489308
Position 173: 0.0008050431056532413
Position 871: 0.0005918675067720039
Position 822: 0.0004234198196123989
Position 111: 0.00039213822220682737
Position 306: 0.00029735541911005847
Position 801: 0.00029677388563536047
Position 624: 0.00028959669851282303
Position 1156: 0.0002581858375079676
Position 1483: 0.00024265166143104324
Position 1600: 0.00021631265433845687
Position 762: 0.00018523028730572957
Position 122: 0.00017442742548473423
Position 585: 0.00015990427719234044
Position 161: 0.00014977019490581599
Position 646: 0.00013661214499780365
Position 494: 9.381241197318181e-05
Position 1173: 7.305685695800122e-05
Position 71: 6.794438353325921e-05
Position 1567: 6.750701893665298e-05
Position 816: 5.830681694817567e-05
Position 96: 5.737551395102664e-05
Position 834: 4.867803510888158e-05
Position 782: 4.283264778773926e-05
Position 136: 4.191709370371808e-05
Position 1843: 3.392220678578903e-05
Position 262: 2.6577834308499677e-05
Position 1061: 2.3340564295157402e-05
Position 714: 2.0332993018112777e-05
Position 752: 1.7686281095036756e-05
Position 806: 1.4636125776598424e-05
Position 825: 1.3620137251464952e-05
Position 1687: 1.349198732186025e-05
Position 1554: 1.2100469758672822e-05
Position 333: 1.1691577459597459e-05
Position 1711: 8.725442065118419e-06
Position 1459: 1.9587492851540947e-06
Position 150: 4.717600985058848e-07
Position 631: 1.3527644625011732e-07
Position 1111: 6.408129423837328e-08
Position 814: 8.442787173849706e-11
Position 1560: 7.022409126428729e-11
Position 499: 2.0284340356550967e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1660: 0.9818824079221373
Position 984: 0.7654433002563749
Position 509: 0.056760943657474784
Position 99: 0.04267848581617791
Position 655: 0.03832649873797639
Position 1499: 0.009019250983346978
Position 1213: 0.007218537479151714
Position 1015: 0.0036107796343067505
Position 993: 0.0026706285198939456
Position 612: 0.0025025404869216616
Position 1202: 0.001953192546838667
Position 1448: 0.0016919196946316003
Position 282: 0.0014377329440064261
Position 186: 0.0011034088843908305
Position 1254: 0.0010903392212617384
Position 1012: 0.0009373653295430166
Position 852: 0.0009238588141831106
Position 127: 0.0006556254268272482
Position 431: 0.0005929678065457558
Position 1139: 0.0004965797940378467
Position 1031: 0.0004926015275376254
Position 1338: 0.00038911129582175466
Position 733: 0.000361991683475587
Position 1771: 0.00024243960714252156
Position 1691: 0.00020660711261089946
Position 1539: 0.00020036437450784343
Position 1428: 0.0001641454357870436
Position 1741: 0.0001091306247647357
Position 445: 0.00010069161268415969
Position 209: 9.269429451240871e-05
Position 646: 8.240598232761454e-05
Position 1699: 6.444563379494036e-05
Position 1028: 3.1113738567898055e-05
Position 1834: 3.072149732773172e-05
Position 1892: 2.3678930159360586e-05
Position 1916: 1.0360130693469928e-05
Position 485: 4.3472855577241715e-06
Position 394: 3.6696489715606556e-06
Position 524: 3.351693498488053e-06
Position 173: 3.2750409055543776e-06
Position 1780: 3.1157002068685605e-06
Position 616: 2.0567364134882933e-06
Position 619: 8.303834080941336e-07
Position 1904: 5.609210470446775e-07
Position 358: 4.1762781631762807e-07
Position 206: 2.719877506167074e-07
Position 457: 2.246614497919521e-07
Position 136: 5.327620664531323e-08
Position 122: 2.1523352402205187e-08
Position 290: 2.0395228860206353e-08
Position 454: 1.5741707477831894e-08
Position 475: 9.533715491959265e-09
Position 297: 8.829309575918538e-09
Position 306: 1.1106685337766638e-09
Position 145: 3.3796820247206187e-13
Position 320: 2.76392261329332e-13
