Gene = Aps
index = 24
Annotated 5SS: [ 388 1146 2345 2655]
Annotated 3SS: [ 678 2245 2498 2713]
SMsplice 5SS: [1146 2345 2655]
SMsplice 3SS: [2245 2498 2713]
top_k =  500
Partition function (log Z): 1.5875210795831642

Sorted 5' Splice Sites (High to Low Probability):
Position 2655: 0.9992931246469521
Position 2345: 0.9933263535258694
Position 1146: 0.7279151495479673
Position 2164: 0.5004421772951514
Position 400: 0.07093346172888242
Position 2189: 0.06803246213571969
Position 2043: 0.05851580605555149
Position 272: 0.05844310025634372
Position 524: 0.05442959168988624
Position 3029: 0.05266226292961494
Position 388: 0.045103903515472395
Position 73: 0.04447306256309119
Position 472: 0.03380719311180098
Position 1503: 0.030006042258030066
Position 1226: 0.0260996468685961
Position 1441: 0.021306520765738232
Position 768: 0.02078914723638588
Position 83: 0.019927445806956993
Position 27: 0.011562455371715782
Position 1210: 0.010437316283499939
Position 1499: 0.009076195585557353
Position 3385: 0.004971874886031417
Position 3252: 0.0038809949067311663
Position 42: 0.003793304701778554
Position 369: 0.0036584475510484313
Position 1760: 0.002707721822758269
Position 3402: 0.0018893298258714402
Position 2407: 0.0018681292825020275
Position 1342: 0.0017071190700206397
Position 527: 0.0014807469965290678
Position 264: 0.0013595649091055098
Position 801: 0.0012827742063580207
Position 1238: 0.001251209856275915
Position 1206: 0.0012171962304621299
Position 1615: 0.0012147350592066777
Position 615: 0.0011637823160479412
Position 3306: 0.0008600246910976805
Position 1411: 0.0006481430148281575
Position 1170: 0.0006163798909574987
Position 600: 0.0006093060505311818
Position 763: 0.0005925999652899621
Position 783: 0.0005809344039527844
Position 110: 0.0005709302809907309
Position 2373: 0.0005379692424112523
Position 841: 0.0004705944046787439
Position 2924: 0.00046935998405300144
Position 761: 0.0004638475026175193
Position 1463: 0.0004281312004072265
Position 2815: 0.00035220616071204007
Position 87: 0.00033227890037169396
Position 756: 0.0002512415116989676
Position 2776: 0.00025093982445196795
Position 81: 0.00025067043144145145
Position 123: 0.0002496937286136764
Position 3895: 0.00023501077800462664
Position 197: 0.00022105058005912913
Position 314: 0.00021659710952833187
Position 574: 0.0002015172270879834
Position 3162: 0.00020096875252130917
Position 3166: 0.00017721725706759117
Position 3978: 0.0001673486337502675
Position 1452: 0.00015768704903706084
Position 2349: 0.00015265589106675513
Position 1250: 0.00013925202744864628
Position 3227: 0.00013770866420233533
Position 266: 0.0001375293313786739
Position 2659: 0.00013691634273259402
Position 132: 0.00012457248840712387
Position 1696: 0.00012058348740971022
Position 2644: 0.00011913843247019537
Position 1093: 0.00010625474065816246
Position 1979: 0.00010569445320191386
Position 1940: 8.072280238118392e-05
Position 1903: 7.982511976044805e-05
Position 597: 7.946892715477813e-05
Position 3975: 7.717477415142373e-05
Position 2799: 7.463419630935335e-05
Position 2445: 6.52826340547192e-05
Position 621: 6.099565625530214e-05
Position 2812: 5.910595462185225e-05
Position 238: 5.048673871972874e-05
Position 274: 4.808041864255511e-05
Position 3221: 4.579321509785655e-05
Position 788: 3.963849197880112e-05
Position 2313: 3.567793858574481e-05
Position 785: 3.309247541650525e-05
Position 2646: 3.1504023049920996e-05
Position 11: 2.6187254633045398e-05
Position 1808: 2.293971166979173e-05
Position 545: 2.1120478692904977e-05
Position 276: 1.9182148970498132e-05
Position 470: 1.9147714159899107e-05
Position 805: 1.8475561360249946e-05
Position 2921: 1.686546983011099e-05
Position 829: 1.5390914061798298e-05
Position 3215: 1.4711493248487017e-05
Position 583: 1.463409377102069e-05
Position 167: 1.2416268092360929e-05
Position 689: 1.1196766673790306e-05
Position 1332: 8.650808161411753e-06
Position 2619: 8.562697707799864e-06
Position 175: 7.900134643272222e-06
Position 94: 6.7834616408986834e-06
Position 2499: 6.023283664313191e-06
Position 199: 5.829284848759334e-06
Position 162: 4.771000511141855e-06
Position 1445: 4.551584022767237e-06
Position 873: 4.09385498230509e-06
Position 836: 1.1800334270549493e-06
Position 1408: 8.1475235110773e-07
Position 678: 5.209831753486415e-07
Position 2616: 3.8489290415571266e-07
Position 3148: 3.0706434447655623e-07
Position 170: 2.5866161173136317e-07
Position 2947: 2.1956070023528904e-07
Position 2632: 1.489678013264052e-07
Position 2756: 1.4655855681349525e-07
Position 2743: 6.641550486800619e-08
Position 2741: 4.886984192970959e-08
Position 1435: 4.687276539131884e-08
Position 2668: 4.464142599986627e-08
Position 2580: 2.9797590651566653e-08
Position 1537: 2.868956553087464e-08
Position 2635: 2.2931020959708944e-08
Position 2589: 1.8390177471959146e-08
Position 2747: 9.045296966888578e-09
Position 2598: 3.3630928985677292e-09
Position 3: 2.742058198858583e-09
Position 2675: 3.906638074025559e-12
Position 2508: 8.12004251710478e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 2713: 0.9863868220544442
Position 2498: 0.9597146075991281
Position 2245: 0.9514070834642042
Position 1028: 0.3199334465708941
Position 1572: 0.2559073654455122
Position 1860: 0.05542611625245383
Position 1635: 0.0483981510247904
Position 1594: 0.0448248147610796
Position 1751: 0.03370088311436257
Position 1897: 0.02861023432140127
Position 1884: 0.02762729606147691
Position 2454: 0.023288503188383207
Position 3988: 0.019800779697495306
Position 1393: 0.016849738507668244
Position 3289: 0.015705607544541988
Position 2406: 0.010213703120416629
Position 4035: 0.008616248833329686
Position 1435: 0.008437604674896095
Position 191: 0.0073727789775560465
Position 3548: 0.0066377425891728055
Position 1315: 0.005313346335401622
Position 3704: 0.00492015035429018
Position 1696: 0.004437505363155611
Position 2547: 0.004302563524091055
Position 3832: 0.003974238362621866
Position 1462: 0.00378543225079391
Position 3140: 0.003537997350672681
Position 1600: 0.0033911522186748123
Position 3252: 0.003331982073860346
Position 1705: 0.0026832679122037904
Position 1903: 0.002678004634459609
Position 678: 0.0026549281840451094
Position 1673: 0.0022874017547326805
Position 3598: 0.002285559951203847
Position 1543: 0.001962039593066633
Position 3204: 0.0016806639146856356
Position 194: 0.0014156767206450827
Position 1342: 0.001385940171047601
Position 3864: 0.0013633656712186656
Position 3221: 0.0013105927807270537
Position 2550: 0.00123190996174615
Position 1199: 0.0011552530663861836
Position 228: 0.001129649447970504
Position 4241: 0.0010183545497897768
Position 1529: 0.0008649385031067568
Position 2842: 0.0007412552854098928
Position 1642: 0.0006879298488929129
Position 2177: 0.0006426693171656422
Position 3496: 0.0005614224071976806
Position 1370: 0.0005241753161707998
Position 4148: 0.0005175714921833103
Position 1373: 0.00045913219513685357
Position 2764: 0.0003956828993078587
Position 3423: 0.0003916960407987482
Position 4177: 0.00036925144897611374
Position 2432: 0.00034260607172708637
Position 4039: 0.00034018548717077536
Position 851: 0.0003319546498113284
Position 3574: 0.0003306307598357029
Position 3144: 0.0002612022870366775
Position 3473: 0.00020648517503906108
Position 2884: 0.0001877276124700184
Position 3514: 0.00017980085943431813
Position 4077: 0.00017420635723980704
Position 615: 0.0001730137847988549
Position 3097: 0.0001634271775846848
Position 3912: 0.0001485455678382381
Position 2438: 0.00014146398404761275
Position 3227: 0.00014101636273824533
Position 3156: 0.0001247742101784467
Position 2160: 0.0001221156673178536
Position 3634: 9.009581510835028e-05
Position 1213: 8.640989668366495e-05
Position 2112: 7.147693429192806e-05
Position 2947: 5.931254914205126e-05
Position 527: 5.6933112150843895e-05
Position 2890: 5.5041267393522624e-05
Position 1312: 4.708148926376051e-05
Position 1284: 3.7334066129926424e-05
Position 2388: 3.58672185380876e-05
Position 4340: 3.189265198238215e-05
Position 779: 3.1048371616879364e-05
Position 331: 2.8436603093835065e-05
Position 795: 2.8232339700714552e-05
Position 3742: 2.7245220857513505e-05
Position 3664: 2.634402806418403e-05
Position 1531: 2.5303984952820156e-05
Position 2531: 2.2702591500298097e-05
Position 1320: 2.195231334030818e-05
Position 978: 2.0851737542811588e-05
Position 3295: 1.843278444680065e-05
Position 3256: 1.6188045852552927e-05
