Gene = Cpr66D
index = 1101
Annotated 5SS: [406 643]
Annotated 3SS: [ 474 2615]
SMsplice 5SS: [406 643]
SMsplice 3SS: [ 474 2615]
top_k =  500
Partition function (log Z): 3.890760984344969

Sorted 5' Splice Sites (High to Low Probability):
Position 406: 0.9986437095395728
Position 643: 0.9799451803202821
Position 2259: 0.28523265571242745
Position 1516: 0.05809467247924015
Position 2274: 0.03843477604081444
Position 2966: 0.02038043535087476
Position 2263: 0.013175335870738368
Position 2556: 0.01063183436701687
Position 1305: 0.009511162364148644
Position 2970: 0.0068904932541699005
Position 3041: 0.006764653752363973
Position 660: 0.0066204386346520976
Position 1480: 0.004012276136810809
Position 2280: 0.003747776645800892
Position 1294: 0.003358231760336168
Position 1990: 0.0029431833365842655
Position 3034: 0.0022611095427572236
Position 2277: 0.0019236224896435295
Position 2422: 0.0018184524745132953
Position 1288: 0.001181537478350848
Position 1163: 0.0010312116590767677
Position 654: 0.0009541354862961291
Position 410: 0.000941295228844191
Position 2713: 0.0008991337033473607
Position 30: 0.0008893569047901963
Position 783: 0.0008379031040291348
Position 36: 0.0008278142820843703
Position 1911: 0.0007156965016897105
Position 3037: 0.0007015470884889609
Position 1111: 0.0006696240015325067
Position 2356: 0.0006186219902078232
Position 2150: 0.000532148815642743
Position 697: 0.0004891265908636982
Position 1301: 0.0004564549784388692
Position 1744: 0.000374978380554652
Position 2354: 0.00035518365264084395
Position 391: 0.00033930006948263737
Position 2323: 0.0002777008433149236
Position 2796: 0.00027670585742985344
Position 42: 0.0002672968827030938
Position 713: 0.0001802230956027745
Position 647: 0.00017788993456969396
Position 3019: 0.00017245236164111646
Position 2698: 0.00016904182183828255
Position 1048: 0.0001551510217430838
Position 2759: 0.00015119514454810885
Position 163: 0.00013183022069774726
Position 1544: 0.00010996819444882445
Position 1400: 0.00010893570499214383
Position 1239: 8.962929471582621e-05
Position 60: 5.385699151248294e-05
Position 1778: 4.091735346982266e-05
Position 1147: 4.035958844766403e-05
Position 2100: 3.862241130721674e-05
Position 2703: 3.111587273144258e-05
Position 2951: 3.074278262645254e-05
Position 919: 2.8608478952757403e-05
Position 1158: 2.5963793030103942e-05
Position 2823: 2.16468233006914e-05
Position 82: 2.0532797361329947e-05
Position 1507: 1.9953090846288483e-05
Position 204: 1.5812099550295e-05
Position 300: 1.3548909957500948e-05
Position 2891: 1.120355253170934e-05
Position 2960: 1.07105850240929e-05
Position 99: 8.803528359064603e-06
Position 1358: 7.74411458386808e-06
Position 1058: 7.716349847081308e-06
Position 1380: 5.865414192683133e-06
Position 3028: 5.518119265083439e-06
Position 2724: 5.292216834762815e-06
Position 425: 4.976888330951912e-06
Position 130: 4.638541329003503e-06
Position 16: 2.5328298632862016e-06
Position 24: 1.892920121203828e-06
Position 92: 1.7038125959702576e-06
Position 84: 1.1326771556600117e-06
Position 600: 1.0976811346569819e-06
Position 157: 7.623108630234333e-07
Position 340: 7.046473201268831e-07
Position 73: 3.3659297382481475e-07
Position 181: 2.0424570966831942e-07
Position 68: 1.8750445680555768e-07
Position 160: 1.5125567797332356e-07
Position 379: 1.2489195192730722e-07
Position 769: 7.243807291310254e-08
Position 304: 6.948579478638454e-08
Position 732: 5.157362652411736e-08
Position 76: 4.822806711891153e-08
Position 1113: 4.357789398283752e-08
Position 1193: 4.018054719208619e-08
Position 901: 1.912752831348473e-08
Position 886: 1.652866032963481e-08
Position 451: 1.4654547098117338e-08
Position 167: 1.28849244140905e-08
Position 1127: 1.0626861891183739e-08
Position 790: 4.418956582709552e-09
Position 442: 1.8097957160160211e-09
Position 899: 1.2757977443601111e-09
Position 503: 3.3821410690204066e-10
Position 672: 2.1325567583577113e-10
Position 549: 1.5876548943125853e-10
Position 975: 1.21909885142595e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 474: 0.9940637055411674
Position 2615: 0.9836084840345775
Position 1577: 0.18054684846562988
Position 2043: 0.08017829328776192
Position 895: 0.045118168275688784
Position 1869: 0.03139423384511506
Position 3106: 0.026734560139260507
Position 960: 0.01817104479767749
Position 1632: 0.01538779901400219
Position 2070: 0.013086284521036615
Position 3125: 0.010630992310149585
Position 1910: 0.0083471342420016
Position 744: 0.0055590614662212
Position 839: 0.0051485788857193755
Position 1256: 0.0048676461919740415
Position 1076: 0.004823893789852756
Position 2458: 0.00453420637414042
Position 1502: 0.0036069339061764825
Position 1739: 0.002881247468959796
Position 1544: 0.002811569780885077
Position 516: 0.0027906404734412736
Position 1007: 0.0027441703468954475
Position 1432: 0.0024408325643567423
Position 1180: 0.0024231555392041928
Position 483: 0.0020329337397089484
Position 110: 0.0018053499779969542
Position 1782: 0.0015727724347437463
Position 2633: 0.0014163543921576827
Position 3141: 0.0009250110672860034
Position 1321: 0.0008980811586956813
Position 2675: 0.0008932852164374308
Position 752: 0.0007940615338369614
Position 812: 0.0006434670964026958
Position 1347: 0.0005348512377860896
Position 769: 0.0005128980535820445
Position 1442: 0.0003976856064554812
Position 1239: 0.00036929432638625135
Position 2562: 0.0003661890422024386
Position 2855: 0.0003632423102285252
Position 2777: 0.0003386914334986668
Position 727: 0.0002864665228916545
Position 1937: 0.00023422735712245402
Position 975: 0.00020294132077204214
Position 2651: 0.00020108545948446102
Position 2171: 0.00019863276226632197
Position 1380: 0.00017967457563411652
Position 776: 0.00017935975804449371
Position 1808: 0.0001676741547790166
Position 489: 0.0001612855830192887
Position 1087: 0.00014540012978809687
Position 539: 0.0001109733515400601
Position 1841: 0.00010171391419119969
Position 279: 0.00010130062952289277
Position 492: 0.00010045216617993592
Position 1943: 9.925283989929118e-05
Position 1693: 9.730824248509691e-05
Position 1989: 9.274882583755336e-05
Position 710: 9.07053758246609e-05
Position 2556: 8.897117369064493e-05
Position 2574: 8.859083637911876e-05
Position 2186: 8.638196807221436e-05
Position 1876: 8.518947508166701e-05
Position 1885: 8.259399434334941e-05
Position 561: 7.894954260988035e-05
Position 321: 6.933618127485071e-05
Position 1439: 6.825486938418986e-05
Position 2354: 6.8208810930398e-05
Position 1756: 6.72953088039458e-05
Position 92: 6.141831517162662e-05
Position 82: 5.454933855817636e-05
Position 3019: 5.3052037294360965e-05
Position 99: 5.2262501205898686e-05
Position 1216: 4.536920529688781e-05
Position 2127: 4.472154934822585e-05
Position 3037: 4.261636845780801e-05
Position 528: 4.197869092720603e-05
Position 2759: 3.6856062015397985e-05
Position 2789: 3.389080769859267e-05
Position 1449: 3.2963779512945474e-05
Position 696: 3.048692201420602e-05
Position 216: 2.105695898980213e-05
Position 177: 2.033960106191969e-05
Position 3028: 1.5228340044632682e-05
Position 200: 8.302104481664642e-06
Position 204: 6.225250146824698e-06
Position 439: 6.193770798241209e-06
Position 318: 5.360512279844007e-06
Position 213: 5.060296670465144e-06
Position 276: 4.565574614608519e-06
Position 222: 4.319232204627931e-06
Position 351: 2.4249739958637304e-06
Position 167: 2.261530746440866e-06
Position 228: 1.8962047514276143e-06
Position 919: 1.2444035477915992e-06
Position 2828: 1.1552405833800267e-06
Position 291: 7.83288481119444e-07
Position 589: 7.389925153870885e-07
Position 713: 7.034037889780286e-07
Position 297: 4.1070340402845973e-07
Position 300: 2.3083461682804286e-07
Position 372: 2.208364690199952e-07
Position 363: 1.8947787149187836e-07
Position 366: 1.836121719755182e-07
Position 549: 1.416551527051383e-07
Position 234: 1.2528235207530584e-07
Position 231: 9.8747366070066e-08
Position 60: 4.912835619624368e-08
Position 243: 3.9725652826214085e-08
Position 395: 3.4719703886334565e-08
Position 819: 2.1208663849385905e-08
Position 326: 1.591671978724817e-08
Position 240: 1.1985961818816647e-08
Position 612: 9.732029834009237e-09
Position 288: 9.668572189873001e-09
Position 615: 8.025894824140973e-09
Position 594: 7.480395255641115e-09
Position 348: 7.450934372808703e-09
Position 249: 5.049482303886013e-09
Position 546: 3.8607271523676925e-09
Position 600: 1.4851640562002712e-10
Position 405: 4.5974623086239037e-11
Position 654: 7.236477513300071e-13
Position 627: 2.3299156129918423e-16
