Gene = CycJ
index = 1114
Annotated 5SS: [195 445 945]
Annotated 3SS: [257 521 997]
SMsplice 5SS: [195 945]
SMsplice 3SS: [ 257 1004]
top_k =  500
Partition function (log Z): -5.637026509179339

Sorted 5' Splice Sites (High to Low Probability):
Position 945: 0.902146882328928
Position 195: 0.8828562172558361
Position 445: 0.29271381493705984
Position 503: 0.019561803967139784
Position 1297: 0.009291660374040892
Position 1063: 0.00618649270159441
Position 207: 0.004444889408897344
Position 1134: 0.002673155204962632
Position 454: 0.002254958321965729
Position 969: 0.0016638607326560824
Position 940: 0.0015895563850146842
Position 1083: 0.0013642640980132382
Position 1096: 0.0013636941872943828
Position 1190: 0.00125356655941365
Position 1126: 0.0006912526652582397
Position 1089: 0.0003983326397047082
Position 694: 0.0003645111446484168
Position 1273: 0.00029626382644138864
Position 189: 0.00023899788595487719
Position 6: 0.00023332136140497952
Position 835: 0.00021826329453445163
Position 747: 0.00015010344783070187
Position 545: 0.00014390740797651103
Position 489: 0.00014058303001275571
Position 1072: 0.00013317209466122686
Position 721: 9.782285276556605e-05
Position 430: 9.167862064161912e-05
Position 1288: 5.197920580704797e-05
Position 1464: 4.549458254874877e-05
Position 949: 4.3974869486175085e-05
Position 510: 4.029187259051963e-05
Position 584: 3.838656305555911e-05
Position 1448: 3.065064280392859e-05
Position 37: 2.8285859147897385e-05
Position 78: 2.664223949492909e-05
Position 524: 2.481225538113397e-05
Position 239: 2.3019931879618546e-05
Position 21: 2.2474746436040475e-05
Position 1276: 1.9924242786404466e-05
Position 1144: 1.9817875893603788e-05
Position 762: 1.6819558452174562e-05
Position 704: 1.409209438765229e-05
Position 389: 1.1766517348593387e-05
Position 1441: 9.805133060715195e-06
Position 668: 6.902340092242747e-06
Position 334: 6.858049727362194e-06
Position 60: 6.046565942363926e-06
Position 254: 5.385966547997935e-06
Position 564: 5.169930844940536e-06
Position 862: 4.968371362571547e-06
Position 344: 3.918905031861635e-06
Position 767: 3.830230080289211e-06
Position 123: 3.697167663206071e-06
Position 150: 3.534818749584665e-06
Position 424: 1.9202533065868052e-06
Position 147: 1.7752060831472426e-06
Position 634: 1.6709143018882134e-06
Position 55: 7.40232260948187e-07
Position 597: 3.8584341508290723e-07
Position 910: 2.234115066279166e-07
Position 1054: 5.628189949863172e-08
Position 826: 1.3842137488969219e-08
Position 1217: 5.425111970007862e-09
Position 1321: 2.353434153195788e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 257: 0.86896399983304
Position 1004: 0.5296964054141846
Position 997: 0.35714273436019894
Position 608: 0.1644245592208026
Position 521: 0.07731731680776623
Position 811: 0.034857921507929074
Position 1179: 0.03056959616494376
Position 651: 0.021624625567742427
Position 1369: 0.011406485203844016
Position 786: 0.007924173891669014
Position 762: 0.007670814127007016
Position 362: 0.006056106676148351
Position 1326: 0.004795204529609145
Position 1054: 0.002923666081973927
Position 1206: 0.002430416825843161
Position 616: 0.0023652322149575063
Position 1215: 0.000379709473850159
Position 1332: 0.0003752571011091222
Position 316: 0.0002866124587673939
Position 910: 0.00023385355239415493
Position 269: 0.00021527780553575428
Position 1062: 0.00020661315187595612
Position 968: 0.00017845310736190194
Position 87: 0.00017375192788557202
Position 673: 0.00011852792226918812
Position 700: 9.845038556426173e-05
Position 1541: 9.805367334683314e-05
Position 60: 8.785921608229106e-05
Position 945: 8.157938623828554e-05
Position 1222: 7.865330440394692e-05
Position 1371: 5.5339865937348106e-05
Position 1511: 5.112160002885486e-05
Position 1193: 4.329056201423723e-05
Position 859: 3.9915578206725154e-05
Position 324: 3.2854530786432284e-05
Position 119: 2.0000966406093345e-05
Position 868: 1.6310200440090352e-05
Position 1441: 1.3558973652672872e-05
Position 715: 7.826102895886689e-06
Position 475: 3.7942453724040613e-06
Position 887: 3.5204988158798005e-06
Position 739: 3.1654557654849314e-06
Position 409: 2.74244317674733e-06
Position 116: 2.0989067186555823e-06
Position 879: 1.9869835638201553e-06
Position 711: 1.98304142326042e-06
Position 459: 1.9336622086943277e-06
Position 841: 1.6288909509070666e-06
Position 424: 1.4762226974184974e-06
Position 137: 9.913202130563244e-07
Position 823: 3.318933638235025e-07
Position 331: 2.5374280806917206e-07
Position 186: 1.3883275977855267e-07
Position 320: 6.693583082647898e-08
Position 379: 5.3487309979437727e-08
Position 389: 3.819438510710292e-08
Position 167: 1.6704790935151987e-08
Position 183: 7.436179571406843e-09
Position 419: 6.795656726574579e-09
Position 371: 3.333247783089638e-09
Position 134: 1.6487070609976467e-09
Position 123: 1.0840439358482958e-09
Position 194: 9.793031519960909e-15
