Gene = DNApol-alpha50
index = 1126
Annotated 5SS: [ 186 2821]
Annotated 3SS: [2651 2876]
SMsplice 5SS: [ 186 2821]
SMsplice 3SS: [2651 2876]
top_k =  500
Partition function (log Z): -5.157521268069688

Sorted 5' Splice Sites (High to Low Probability):
Position 2821: 0.9908522122173156
Position 186: 0.5075688736265549
Position 944: 0.4494072493390776
Position 774: 0.2444191019198386
Position 770: 0.2386327115012415
Position 3122: 0.10606861982940491
Position 968: 0.04754767460013669
Position 3149: 0.036292858206826664
Position 1108: 0.023072326493159972
Position 210: 0.022220710725760612
Position 3020: 0.016677234353780192
Position 2263: 0.007208872462024642
Position 3252: 0.005008141444599151
Position 2268: 0.005005576004050532
Position 2157: 0.0038997008378902046
Position 2066: 0.003775239655100961
Position 1052: 0.003720106775376086
Position 1079: 0.003637613773458062
Position 3790: 0.0033011917872777406
Position 3191: 0.002806718685779664
Position 2385: 0.0022923368916542013
Position 973: 0.0021711490626598255
Position 1379: 0.0021214111624321013
Position 1139: 0.002075256065758993
Position 3261: 0.002066046484631654
Position 2810: 0.0019727964073536462
Position 1056: 0.0019511828552787722
Position 559: 0.0019159647172917254
Position 309: 0.0018072229737222398
Position 833: 0.0017494159914828017
Position 1097: 0.001654415218661187
Position 121: 0.0016179286963611916
Position 1596: 0.0013346975556675364
Position 2335: 0.0013281370049574154
Position 3806: 0.0012468883223633264
Position 1193: 0.0011325370538206375
Position 172: 0.0011284088532214362
Position 3176: 0.0010098649506303096
Position 2288: 0.0009496327915134956
Position 2373: 0.0008921736917800588
Position 2039: 0.0008642570145251251
Position 314: 0.0008174871853776956
Position 326: 0.000698998063852774
Position 2825: 0.0006599816163444434
Position 77: 0.0005571393933494204
Position 1521: 0.0005490660348303025
Position 4: 0.0005266081585803342
Position 75: 0.0004857628376502137
Position 1643: 0.00045288437965129724
Position 714: 0.00043775505121501304
Position 1417: 0.0004138987735707996
Position 1031: 0.0003895927675254827
Position 1118: 0.0003806050930260062
Position 601: 0.00035883038535535416
Position 1467: 0.00034772265043627625
Position 3788: 0.0003325900780220789
Position 1862: 0.0002785989161544223
Position 1062: 0.0002720620647144043
Position 1364: 0.00022308887812405722
Position 3275: 0.00022255234888688408
Position 3458: 0.00014112178404621686
Position 3169: 0.00010476480659862469
Position 3048: 8.013818976166547e-05
Position 3081: 7.36070680873703e-05
Position 3677: 5.675069867332303e-05
Position 144: 4.783251351725741e-05
Position 465: 4.539302284045375e-05
Position 52: 4.1978462092125716e-05
Position 675: 3.149609970509548e-05
Position 273: 1.64493038496243e-05
Position 263: 1.5670637015539856e-05
Position 2762: 1.1489113566192801e-05
Position 728: 1.0333671633916047e-05
Position 562: 9.880442168056476e-06
Position 109: 9.115947209230921e-06
Position 778: 7.21345731807296e-06
Position 596: 6.955979455795533e-06
Position 2800: 4.945875207057323e-06
Position 10: 4.580440052683077e-06
Position 2901: 3.5443915100085934e-06
Position 502: 2.380957986019004e-06
Position 190: 2.1815317907497564e-06
Position 49: 1.8601402583982208e-06
Position 962: 1.297491947760766e-06
Position 496: 8.88828160814273e-07
Position 40: 5.363761920370223e-07
Position 7: 4.1055079161494395e-07
Position 388: 3.3969231327876777e-07
Position 3616: 1.0542711589847719e-07
Position 998: 9.67313442488748e-08
