Gene = Bdp1
index = 46
Annotated 5SS: [1196 1583]
Annotated 3SS: [1253 1636]
SMsplice 5SS: [1196 1583]
SMsplice 3SS: [1253 1636]
top_k =  500
Partition function (log Z): -4.065238317918999

Sorted 5' Splice Sites (High to Low Probability):
Position 1583: 0.9933340322603126
Position 1196: 0.8548283255920677
Position 1408: 0.15334706952590574
Position 1153: 0.059384618205099014
Position 816: 0.055920191913045175
Position 424: 0.04050279816551078
Position 1803: 0.031685536085985545
Position 1012: 0.02183051477645433
Position 682: 0.020955025666612812
Position 541: 0.014772568165354405
Position 788: 0.013595178652647661
Position 1208: 0.009612678332659485
Position 1056: 0.004932151417361403
Position 1389: 0.0037179644742027776
Position 1170: 0.0035009528402272817
Position 824: 0.0030779811732787364
Position 840: 0.00285334727460542
Position 59: 0.0025232514302037674
Position 960: 0.0020887804738235474
Position 881: 0.001817101996629251
Position 1138: 0.0016151801888197755
Position 2000: 0.0015192271536754477
Position 2043: 0.0010552078006281999
Position 964: 0.0010313099066531087
Position 43: 0.000930491635984412
Position 2013: 0.0007331577508670028
Position 2366: 0.0007070415444542108
Position 1835: 0.0004896873542240003
Position 1383: 0.00046604588172624844
Position 949: 0.00041434905763329153
Position 307: 0.00040857920870240936
Position 989: 0.00034045396017884285
Position 1994: 0.00030926886051390554
Position 869: 0.0003046150247477615
Position 526: 0.0003002059024170169
Position 650: 0.00027285612589582255
Position 524: 0.0002476538607820003
Position 1788: 0.00024290888782269905
Position 301: 0.00023846514641047049
Position 304: 0.0002367559591556042
Position 2311: 0.0002313161564055428
Position 2066: 0.00022589510203827441
Position 1363: 0.000220205435832
Position 587: 0.00021540881012204385
Position 1540: 0.00017926191950614462
Position 518: 0.0001730022922778399
Position 894: 0.0001515611634407517
Position 324: 0.0001416082502170642
Position 2348: 0.0001299949019121412
Position 883: 0.0001293833132341246
Position 900: 0.00011473000164069799
Position 87: 9.40203369099597e-05
Position 1372: 9.048981463537082e-05
Position 2314: 7.880304348865685e-05
Position 12: 6.466639272788963e-05
Position 150: 6.247674816218543e-05
Position 568: 5.9570687714194207e-05
Position 334: 5.085988458686396e-05
Position 984: 4.404778117033477e-05
Position 451: 3.755738756222421e-05
Position 90: 3.641881083008953e-05
Position 174: 3.4647259464352336e-05
Position 1041: 3.453951721501841e-05
Position 137: 3.342382715585465e-05
Position 104: 2.5415650992465385e-05
Position 110: 2.351993660462118e-05
Position 2057: 2.1549371491497652e-05
Position 731: 2.1178494296781308e-05
Position 1313: 1.8761227246225132e-05
Position 1016: 1.6917370883240502e-05
Position 702: 1.262971422484888e-05
Position 2268: 7.371054234484407e-06
Position 1222: 6.934263390841861e-06
Position 1060: 3.2750114336195824e-06
Position 15: 1.3763310343730223e-06
Position 1604: 3.046469173874345e-07
Position 609: 2.5031852565847704e-07
Position 1594: 1.554778433534284e-07
Position 1864: 6.816586226969273e-08
Position 1982: 3.792848049038365e-08
Position 139: 3.154857889026339e-08
Position 1686: 1.2792703068413882e-08
