Gene = cep290
index = 1644
Annotated 5SS: [ 758  989 1450 2341 3335 3526 3742 4486 5210 5396 6443 6836]
Annotated 3SS: [ 814 1041 1514 2399 3392 3587 3798 4549 5262 5453 6507 6898]
SMsplice 5SS: [ 758  989 1450 2341 3335 3526 3742 4486 5210 5396 6443 6836]
SMsplice 3SS: [ 814 1041 1514 2399 3392 3587 3798 4549 5262 5453 6507 6898]
top_k =  500
Partition function (log Z): 41.16361822912935

Sorted 5' Splice Sites (High to Low Probability):
Position 989: 0.9999862352184894
Position 3526: 0.9986309684332757
Position 2341: 0.9981855286935682
Position 5210: 0.9978970079444706
Position 1450: 0.9945886508284655
Position 3335: 0.9933160880575852
Position 4486: 0.9914035418576483
Position 758: 0.987852471911629
Position 3742: 0.9689742436155891
Position 6836: 0.9467666357778318
Position 5396: 0.9098248481482349
Position 6443: 0.8970099913931904
Position 245: 0.13842628112076313
Position 6578: 0.03818584713200673
Position 623: 0.0317669849599869
Position 4113: 0.023710393469350954
Position 1342: 0.007494614136557044
Position 6840: 0.006600672469552296
Position 401: 0.006578532919585966
Position 6447: 0.0060086293164195595
Position 4205: 0.004231381959896277
Position 4767: 0.0036922977911990535
Position 6187: 0.0024500712133315263
Position 6001: 0.002419143010882461
Position 3752: 0.001768733470985402
Position 3183: 0.0016420512951999013
Position 2092: 0.0016142091437242377
Position 1584: 0.0014344894145084284
Position 4500: 0.0013532007421710585
Position 6075: 0.0012871607027556602
Position 2306: 0.0012176102977669216
Position 2559: 0.0008208377907895654
Position 3755: 0.000747063431984072
Position 3523: 0.0007188551683998744
Position 5190: 0.0006826503300220222
Position 1920: 0.0006777744015069367
Position 1150: 0.000648229684193041
Position 3962: 0.0006061197488057063
Position 765: 0.0005963387706843689
Position 1349: 0.0005008625062559591
Position 1860: 0.0004989396280600189
Position 2493: 0.0004699885443472112
Position 4019: 0.00043844275915648294
Position 5823: 0.00036754986507602655
Position 5849: 0.00031588953938416404
Position 5068: 0.0003046872075206804
Position 4709: 0.00029774298674292064
Position 3178: 0.00029744245685782395
Position 2081: 0.00027339457808255
Position 2532: 0.00026684995686408655
Position 2595: 0.00026297855386003696
Position 4015: 0.0002455376734034738
Position 3044: 0.00021439939962125424
Position 4639: 0.00020761324832294017
Position 5153: 0.00019546333834637844
Position 5222: 0.0001895370508796402
Position 4355: 0.0001753306255045345
Position 2817: 0.0001592958721312958
Position 7067: 0.00015412087125585332
Position 5217: 0.00014837513272420062
Position 4176: 0.00013806449440960982
