Gene = fbp
index = 1700
Annotated 5SS: [  67  711 1649]
Annotated 3SS: [ 638 1304 1830]
SMsplice 5SS: [1649]
SMsplice 3SS: [1830]
top_k =  500
Partition function (log Z): -7.4204178514801775

Sorted 5' Splice Sites (High to Low Probability):
Position 1649: 0.8499600441794343
Position 711: 0.3239255411992335
Position 67: 0.18201606905900847
Position 607: 0.1605087623037702
Position 995: 0.08376191403129932
Position 1706: 0.07766029340892801
Position 151: 0.05437458737295499
Position 2226: 0.02645615165873231
Position 196: 0.025206965728748382
Position 31: 0.024683498890212163
Position 344: 0.018143239169351878
Position 341: 0.010259570046767395
Position 372: 0.0055015973355503605
Position 1631: 0.004070117300506141
Position 1714: 0.0039080527819873685
Position 1473: 0.00268027940948004
Position 912: 0.0024180524805582555
Position 120: 0.002371626597092258
Position 705: 0.0021245015310164678
Position 1163: 0.001908645329882686
Position 2230: 0.0017830432823148674
Position 901: 0.0016922697412762651
Position 1734: 0.0015503190027423381
Position 310: 0.0013446456382972195
Position 959: 0.0011696962956405739
Position 784: 0.0006637784917396966
Position 52: 0.00046464364897577697
Position 1245: 0.0003718908052742454
Position 2076: 0.0003555664666837385
Position 143: 0.00025570264742688176
Position 1505: 0.00022410307505990742
Position 113: 0.00020943535747106314
Position 77: 0.00015994311911158424
Position 490: 0.00014065999332177977
Position 1622: 0.0001365136654877692
Position 1274: 0.0001361075375129103
Position 38: 0.00012146157834001129
Position 1637: 0.00012117798638940707
Position 593: 0.0001115381849546495
Position 2003: 0.0001031288643708323
Position 909: 8.357261977030892e-05
Position 401: 7.532247590361085e-05
Position 1526: 7.501156079050232e-05
Position 541: 6.732871503295905e-05
Position 1693: 6.618595421960237e-05
Position 71: 6.384392433343094e-05
Position 35: 6.178437974513555e-05
Position 277: 3.0485643216654364e-05
Position 473: 2.2535803011837404e-05
Position 132: 1.956735488461742e-05
Position 262: 1.771283842402369e-05
Position 90: 1.7641521244663256e-05
Position 480: 1.427245708414677e-05
Position 253: 1.3913746855129145e-05
Position 715: 7.13871268057073e-06
Position 302: 6.662331512576471e-06
Position 388: 6.619567764571019e-06
Position 42: 6.560879962739238e-06
Position 304: 5.596316323568783e-06
Position 64: 4.401619354384296e-06
Position 238: 2.9512774524277605e-06
Position 1460: 1.836697456743959e-06
Position 898: 1.6497505246004517e-06
Position 219: 1.2605793063899049e-06
Position 871: 3.633126734058367e-07
Position 21: 1.002821378178341e-07
Position 56: 6.821751500517264e-08
Position 4: 3.8531475731540804e-08
Position 699: 5.8454667711533685e-12
Position 412: 2.147200378971226e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1830: 0.630987941012952
Position 1781: 0.34779887837573487
Position 1321: 0.16938691026312275
Position 1304: 0.13478115094862939
Position 391: 0.11940722152296321
Position 1060: 0.11155748187805559
Position 1090: 0.06890966568275422
Position 656: 0.06752135229441995
Position 1372: 0.046800675305062614
Position 253: 0.03647835904087722
Position 969: 0.02065329305306233
Position 767: 0.020457971527026053
Position 211: 0.018833068549647836
Position 2301: 0.0179014766676074
Position 638: 0.008715580590034628
Position 434: 0.006155327846980675
Position 2312: 0.006011378177899561
Position 1375: 0.0057218098867511885
Position 1414: 0.003800155216277328
Position 2367: 0.0037505260303970995
Position 1104: 0.0036831770982448404
Position 1378: 0.003540291691498337
Position 1945: 0.003353475754627282
Position 898: 0.002902818975199397
Position 1170: 0.002144808578769777
Position 871: 0.0017857119380526782
Position 1432: 0.001653731904869076
Position 1923: 0.0014088892230518344
Position 1879: 0.0011597830867638723
Position 855: 0.001056038642576278
Position 400: 0.0009139592335395228
Position 564: 0.0007667325075041755
Position 471: 0.000712781662948153
Position 2149: 0.000568291811961334
Position 2337: 0.0005344463729489921
Position 528: 0.0004085188266910819
Position 995: 0.0003989542584473027
Position 593: 0.0001688315842407084
Position 1201: 0.0001383498093586527
Position 509: 0.00013681129652772035
Position 1205: 0.00013425888329932672
Position 1760: 9.655123472849374e-05
Position 294: 7.366161723563738e-05
Position 1724: 7.347303382297227e-05
Position 490: 6.939062846268886e-05
Position 702: 5.237923752851294e-05
Position 1731: 4.389200331711394e-05
Position 159: 2.5326429633681124e-05
Position 2511: 2.253990253663439e-05
Position 119: 2.1125039631627717e-05
Position 2527: 1.882778965750238e-05
Position 412: 1.1094377652594647e-05
Position 408: 4.426368417345143e-06
Position 102: 4.3856167030624154e-06
Position 534: 3.3744028172711376e-06
Position 274: 1.3093647769593055e-06
Position 77: 1.1118847907734376e-06
Position 137: 1.0916076573377745e-06
Position 316: 1.0297865623002224e-06
Position 699: 8.783073633304994e-07
Position 1712: 8.128408492133272e-07
Position 328: 7.434936305955108e-07
Position 187: 6.005776081433803e-07
Position 179: 4.747250892550195e-07
Position 530: 1.3695588156338564e-07
Position 151: 3.745900622359448e-08
Position 50: 3.272880889872789e-10
Position 189: 2.171172854338494e-10
Position 71: 3.4307541093607866e-11
Position 52: 1.060620916614043e-13
