Gene = Rnmt
index = 1430
Annotated 5SS: [1280]
Annotated 3SS: [1336]
SMsplice 5SS: [1280]
SMsplice 3SS: [1336]
top_k =  500
Partition function (log Z): -5.3108953189845245

Sorted 5' Splice Sites (High to Low Probability):
Position 1280: 0.975764408284134
Position 1561: 0.12646421966582902
Position 1535: 0.12266067482984905
Position 1671: 0.038408416019191816
Position 917: 0.03256842246410257
Position 211: 0.02001134519207645
Position 1207: 0.019145930314394734
Position 711: 0.006694644389373075
Position 1239: 0.004197211709274852
Position 1440: 0.00389860352151458
Position 1539: 0.0028618185678397777
Position 1483: 0.0018138881851131228
Position 749: 0.0015768136402279879
Position 215: 0.00139783443481436
Position 1549: 0.0013694847912006807
Position 42: 0.0010332194051521524
Position 639: 0.0009546226887251522
Position 1458: 0.0008555808516922833
Position 1348: 0.0006763502428609516
Position 1243: 0.0006441838048971689
Position 444: 0.0005597433923535017
Position 927: 0.0005025018452105992
Position 1401: 0.00048820491238974335
Position 1067: 0.000465683178102733
Position 377: 0.00038192212302423146
Position 384: 0.0003509794705351816
Position 981: 0.00024875261232610245
Position 585: 0.0002366011736226008
Position 479: 0.0002321614007049466
Position 1045: 0.00022785319011242607
Position 694: 0.0002213432063856005
Position 1161: 0.00020927004568761296
Position 328: 0.00018704451810246567
Position 1165: 0.00015427053422796888
Position 583: 0.0001375388917566878
Position 657: 0.00013485032301257792
Position 589: 0.00012653554589331058
Position 1565: 9.7486032090769e-05
Position 1735: 9.3017127039175e-05
Position 1684: 7.064827863739604e-05
Position 521: 4.965092138075213e-05
Position 46: 3.6460275157957434e-05
Position 1464: 3.285918659280136e-05
Position 669: 3.193359129087541e-05
Position 231: 2.5266751334134514e-05
Position 1211: 2.3665652285403454e-05
Position 753: 2.1215519182630182e-05
Position 493: 1.2963305628743836e-05
Position 1569: 1.2107203191503487e-05
Position 266: 1.1091000876323322e-05
Position 821: 9.8924276311964e-06
Position 331: 9.840379842278601e-06
Position 597: 7.620994399563053e-06
Position 1583: 6.22320982438234e-06
Position 1747: 2.937869045289299e-06
Position 1284: 1.8884540211551277e-06
Position 83: 1.0649796640623265e-06
Position 504: 3.0910681020715246e-07
Position 1197: 2.941777837696808e-07
Position 1027: 2.879206493953295e-07
Position 139: 2.8328547639798356e-07
Position 186: 2.737400154156536e-07
Position 777: 2.2971444865776632e-07
Position 742: 2.7930451201257583e-08
Position 833: 9.495723788794251e-09
Position 147: 7.37446559554674e-10
Position 450: 3.0076574670261155e-10
Position 117: 2.6879276941427454e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1336: 0.9223117709426847
Position 1608: 0.13213859871769226
Position 1582: 0.105249861244052
Position 1777: 0.05867644779606163
Position 1362: 0.04098396985131003
Position 1613: 0.03185977926506402
Position 1110: 0.02114146623899327
Position 981: 0.007738092138236443
Position 1143: 0.006699602029189659
Position 1221: 0.004714112239446276
Position 1027: 0.004323033175755741
Position 732: 0.0038944577429379686
Position 814: 0.0032705421539623515
Position 753: 0.0026950875596264915
Position 1323: 0.0022309692767512814
Position 1446: 0.0016511215033799044
Position 847: 0.0015191157454046184
Position 1074: 0.001436767329474326
Position 1520: 0.001392657099634109
Position 491: 0.0013611408639922918
Position 1050: 0.0013346704254654734
Position 777: 0.0012795925753724823
Position 1170: 0.001193252923435303
Position 1714: 0.0011452226927704293
Position 1276: 0.0009650757494958089
Position 109: 0.0007844925113986888
Position 456: 0.0006710258838731808
Position 1747: 0.0006293661791069865
Position 1790: 0.0005303651545759273
Position 694: 0.0005270406215678385
Position 543: 0.000518834577854948
Position 789: 0.0004309713572781572
Position 274: 0.00032194835586904757
Position 1640: 0.00031614395049399955
Position 881: 0.0003108089352847618
Position 540: 0.0002425825367320123
Position 999: 0.00023214588915861732
Position 1058: 0.00020792864854842947
Position 987: 0.0002047494715367255
Position 793: 0.00018330727616428907
Position 1497: 0.00012288846188329502
Position 1273: 0.00012273533543256357
Position 1083: 0.00010127906687432734
Position 465: 9.683424471968313e-05
Position 1161: 9.628887769190381e-05
Position 1176: 7.746103878717297e-05
Position 1751: 7.540132496722468e-05
Position 462: 6.297750896811141e-05
Position 1506: 6.169413470601298e-05
Position 1559: 5.1024644704595073e-05
Position 932: 4.174601452956009e-05
Position 627: 3.605905507184236e-05
Position 1020: 2.9885464397224048e-05
Position 1472: 2.5173772075710928e-05
Position 976: 1.913880951073743e-05
Position 136: 1.5544363885334017e-05
Position 271: 1.480423487081725e-05
Position 1538: 1.1788468094147956e-05
Position 582: 9.290388825845028e-06
Position 426: 8.027490793595571e-06
Position 1483: 7.5900300952322875e-06
Position 139: 5.705354816653388e-06
Position 597: 3.947766718228915e-06
Position 516: 2.528507334304778e-06
Position 255: 2.4309966769759098e-06
Position 308: 2.013064687950651e-06
Position 669: 5.565328405325906e-08
Position 657: 3.918455373301419e-08
Position 493: 3.2249266257873292e-09
Position 615: 2.0391696227271153e-09
Position 404: 2.0275335209259115e-09
Position 117: 2.112921795564725e-11
Position 201: 1.8441324000459072e-12
