Gene = Fic
index = 1167
Annotated 5SS: [1071 1334]
Annotated 3SS: [1129 1392]
SMsplice 5SS: [1071 1334]
SMsplice 3SS: [1129 1392]
top_k =  500
Partition function (log Z): 3.246292239425579

Sorted 5' Splice Sites (High to Low Probability):
Position 1334: 0.9988982713768463
Position 1071: 0.9986702324517502
Position 257: 0.4433642111695964
Position 30: 0.026762726412222753
Position 1961: 0.003662268885599794
Position 1695: 0.003005312020861163
Position 1226: 0.002639566993674684
Position 121: 0.0023367843201225684
Position 1508: 0.001726980922125542
Position 46: 0.0014389004782090335
Position 1918: 0.0013860672460397883
Position 1555: 0.001198855221327997
Position 573: 0.0011532216641716247
Position 1224: 0.0011400323284098289
Position 364: 0.0011125465775363161
Position 1537: 0.0010059169313670394
Position 128: 0.00083566380297378
Position 1738: 0.000707276477098286
Position 1530: 0.00046719509867015
Position 1044: 0.00045881388967856126
Position 1837: 0.0004283677361842646
Position 919: 0.0003361975283235321
Position 1818: 0.0003361555266605031
Position 1063: 0.0002839375504658437
Position 1591: 0.0002391989970946593
Position 1216: 0.00022299574456294426
Position 6: 0.00021528762785795222
Position 649: 0.00020630757849104722
Position 336: 0.00019788421077658648
Position 1783: 0.00018435405587656473
Position 144: 0.00018371842783166604
Position 1853: 0.00016396006221851777
Position 37: 0.00014790401951994214
Position 435: 0.0001447971346284435
Position 669: 0.0001306123531332346
Position 298: 9.914033259840353e-05
Position 34: 9.85895535888932e-05
Position 1338: 8.791212915567977e-05
Position 1863: 6.537180319300694e-05
Position 858: 6.0721915768205635e-05
Position 1417: 5.129326896120003e-05
Position 1586: 3.979176994048028e-05
Position 1483: 3.518891963351484e-05
Position 1292: 3.144373273325592e-05
Position 419: 2.8584738391835576e-05
Position 1058: 2.812792674774939e-05
Position 1926: 2.441990426735417e-05
Position 787: 1.5875252839660354e-05
Position 1312: 1.1401130089149876e-05
Position 484: 1.0920404568443102e-05
Position 1252: 1.0354367667783938e-05
Position 605: 8.811475904273184e-06
Position 960: 8.390472443379678e-06
Position 784: 7.767847234842487e-06
Position 1727: 7.601325906551009e-06
Position 159: 7.478573515895041e-06
Position 108: 7.180805392398969e-06
Position 711: 6.930245467094249e-06
Position 1237: 6.684834877554822e-06
Position 426: 6.666726306573911e-06
Position 1075: 5.5837366471967624e-06
Position 98: 4.611935467099727e-06
Position 1717: 4.092746230581423e-06
Position 1208: 4.009126420775246e-06
Position 1887: 3.807258252495482e-06
Position 1099: 3.670309273683991e-06
Position 137: 2.1245047234684148e-06
Position 1230: 1.942448517704168e-06
Position 139: 1.9310673020642604e-06
Position 1633: 1.881765682626058e-06
Position 1900: 1.5523745858330338e-06
Position 1173: 8.728941875097905e-07
Position 215: 5.773249419174113e-07
Position 985: 4.992675929608721e-07
Position 767: 1.6212829450521517e-07
Position 697: 1.5204660787306747e-07
