Gene = Nuf2
index = 1334
Annotated 5SS: [373 806]
Annotated 3SS: [432 862]
SMsplice 5SS: [373 806]
SMsplice 3SS: [432 862]
top_k =  500
Partition function (log Z): -0.2470772417735858

Sorted 5' Splice Sites (High to Low Probability):
Position 373: 0.9945604624946324
Position 806: 0.9893065432316356
Position 561: 0.010536929933779832
Position 1017: 0.0019320978878877965
Position 99: 0.0009556228901049723
Position 1151: 0.0007617728762477383
Position 618: 0.0007169417878094758
Position 789: 0.00048712908708796606
Position 574: 0.0002933605787801731
Position 733: 0.0002656219780528605
Position 344: 0.00015513566708159955
Position 1194: 0.00014465218058950502
Position 507: 0.00012203101513022301
Position 28: 0.00010562075013543289
Position 927: 9.404243185902678e-05
Position 1221: 6.101730458756397e-05
Position 519: 2.8005780553073843e-05
Position 306: 2.002644360483454e-05
Position 388: 1.5134752836084723e-05
Position 492: 1.4646526052097755e-05
Position 916: 1.1816187731636816e-05
Position 192: 1.0047977633526228e-05
Position 810: 7.995758407586177e-06
Position 774: 7.183270741136254e-06
Position 784: 5.870028724167157e-06
Position 771: 4.652260575978931e-06
Position 1078: 4.282323284691574e-06
Position 294: 3.816441718136184e-06
Position 256: 3.3319466337103852e-06
Position 1227: 2.549465547019359e-06
Position 1083: 2.4289339466478907e-06
Position 84: 1.7552531876728532e-06
Position 263: 1.4314676375854717e-06
Position 815: 1.1136722051959737e-06
Position 435: 9.139921695742654e-07
Position 318: 7.836027877298481e-07
Position 1056: 7.816303395512499e-07
Position 77: 7.471934651415019e-07
Position 961: 7.105796746181903e-07
Position 859: 6.54607803702375e-07
Position 688: 6.34363580588257e-07
Position 683: 5.408156318963008e-07
Position 754: 4.818036777047013e-07
Position 296: 3.5945412317079306e-07
Position 208: 3.4487739164646085e-07
Position 999: 2.2339288372081786e-07
Position 279: 1.4228175809798556e-07
Position 494: 7.613188950021293e-08
Position 177: 1.0618015109450684e-09
Position 1010: 3.144551482822822e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 862: 0.9888638202974558
Position 432: 0.9825844617165861
Position 491: 0.0074945280746403255
Position 725: 0.006380609274073409
Position 680: 0.0034489879341923096
Position 683: 0.0032180984517376538
Position 650: 0.0022237103512664606
Position 1097: 0.0009458270519852304
Position 1094: 0.0008628740176125984
Position 148: 0.0007438587546067165
Position 872: 0.0005634808436172772
Position 1214: 0.0004922396894449792
Position 1106: 0.00042711141207688627
Position 731: 0.00029922162809843027
Position 1281: 0.0002962240409762831
Position 1220: 0.0002948022802050466
Position 728: 0.00017841705809603075
Position 926: 0.00016787921445374253
Position 691: 0.00012712400631259527
Position 185: 0.00010363329953034564
Position 1083: 0.00010243020648818378
Position 972: 0.00010049701089917288
Position 506: 8.947482817927655e-05
Position 638: 8.768179237316531e-05
Position 503: 7.547661065881825e-05
Position 170: 6.997942338703987e-05
Position 84: 5.3500045405106994e-05
Position 1046: 5.133965501377471e-05
Position 97: 4.674517821555172e-05
Position 989: 4.1147557033078976e-05
Position 1016: 3.8638423208864e-05
Position 961: 3.038706942481691e-05
Position 1361: 2.66743146799775e-05
Position 642: 2.3922727924087786e-05
Position 665: 1.3478389052453045e-05
Position 522: 1.063747060170955e-05
Position 323: 8.661189151635068e-06
Position 560: 8.287070205211514e-06
Position 239: 7.5143956977771285e-06
Position 581: 6.895145119543639e-06
Position 1241: 4.423994873330268e-06
Position 1193: 3.771769838730827e-06
Position 227: 3.168442045275898e-06
Position 1162: 3.0999052475648632e-06
Position 566: 2.812501514047977e-06
Position 767: 2.728354961495161e-06
Position 1277: 2.471923397205249e-06
Position 1157: 2.3705265442691284e-06
Position 306: 2.0797318300221103e-06
Position 110: 1.956975138080869e-06
Position 372: 1.8887948618882476e-06
Position 1340: 1.759006132279027e-06
Position 608: 1.4691411183646658e-06
Position 1169: 9.053344959488668e-07
Position 208: 8.606593550076897e-07
Position 1113: 7.488334672941818e-07
Position 536: 6.368043905704121e-07
Position 660: 6.220651109178342e-07
Position 460: 5.309982478901039e-07
Position 542: 4.704478065153527e-07
Position 341: 4.4011300195439503e-07
Position 986: 3.8138109333714154e-07
Position 893: 3.516224010936449e-07
Position 1043: 2.5634408835814447e-07
Position 574: 2.494496060944744e-07
Position 587: 2.2062459127191717e-07
Position 1232: 2.2051115339913117e-07
Position 1127: 2.0897217063826038e-07
Position 595: 1.9488789457386337e-07
Position 618: 1.8501160705533443e-07
Position 328: 1.754674710724659e-07
Position 771: 1.1896169816502311e-07
Position 602: 1.0335534986726855e-07
Position 294: 9.436313756347824e-08
Position 722: 6.399383410724732e-08
Position 272: 4.622696935756607e-08
Position 795: 4.231585604821547e-08
Position 784: 3.902228013979694e-08
Position 400: 1.1880286859912205e-08
Position 797: 7.574143745566544e-09
Position 311: 5.009489066931723e-10
Position 384: 1.3691201594242467e-13
Position 524: 6.77002336538349e-14
Position 377: 5.791028399137802e-18
