Gene = Spt20
index = 1517
Annotated 5SS: [ 678 1691 3864 4165 5839 6628]
Annotated 3SS: [ 748 1748 3932 4227 6342 6690]
SMsplice 5SS: [ 678 1691 3864 4165 4530 6628]
SMsplice 3SS: [ 748 1748 3932 4227 6342 6690]
top_k =  500
Partition function (log Z): 5.558677141089776

Sorted 5' Splice Sites (High to Low Probability):
Position 1691: 0.9983123825037374
Position 678: 0.9972244779278231
Position 4165: 0.9893028507204363
Position 6628: 0.9821780095633678
Position 3864: 0.9516948414744573
Position 4530: 0.6652200794674796
Position 5839: 0.28304458501763463
Position 7088: 0.24916654635944827
Position 3049: 0.06921716976404879
Position 3148: 0.0630581855906182
Position 4496: 0.059974221727445765
Position 4719: 0.05833430208697547
Position 5949: 0.038314022227028434
Position 7769: 0.035628043043928075
Position 1951: 0.02959096422736198
Position 2813: 0.02540339298464248
Position 7276: 0.018483645873021003
Position 2058: 0.01803431890087602
Position 6961: 0.01363397067275238
Position 4954: 0.01053090272498404
Position 5503: 0.01042179874556079
Position 7180: 0.009701347914915092
Position 4174: 0.009345534821543948
Position 7654: 0.009150011933479972
Position 7161: 0.006998799239544046
Position 2784: 0.005160777007631939
Position 3792: 0.005048982586685025
Position 2679: 0.00483676008959974
Position 6211: 0.0045417458895274845
Position 7437: 0.004511085485304416
Position 557: 0.0037423309952958695
Position 1784: 0.003350026029697646
Position 4929: 0.0028887571820883154
Position 7700: 0.002846560657640925
Position 2848: 0.002619844699573363
Position 3878: 0.0025584198848136934
Position 2712: 0.002404710953546977
Position 440: 0.0020556863030756923
Position 5476: 0.0017232913130932356
Position 4003: 0.0016400539905855069
Position 4534: 0.0016192749431810103
Position 5688: 0.001524341870197011
Position 5430: 0.0013771025543100946
Position 7713: 0.0012185120856962658
Position 8089: 0.001207345839676361
Position 8333: 0.0010935076477871196
Position 6589: 0.0009324650548330912
Position 2005: 0.0008714204847978376
Position 586: 0.0008261566747621201
Position 569: 0.0008064724323361488
Position 7445: 0.0007959260771599596
Position 4291: 0.0006816723464643985
Position 3810: 0.0006358344990235263
Position 3868: 0.0005116466660383784
Position 8096: 0.0004600685836474218
Position 5166: 0.00042123453296763507
Position 2796: 0.0004173840771932613
Position 32: 0.0004009103363287788
Position 1878: 0.00040070811374249307
Position 862: 0.00037454942120737113
Position 1284: 0.00037326737269511207
Position 6534: 0.000327726630727312
Position 4169: 0.00031902782164913794
Position 2186: 0.0003165873785652173
Position 485: 0.0002997363076219279
Position 2944: 0.00028396396190751954
Position 6351: 0.0002685501870620309
Position 7231: 0.00025493739578519704
Position 7238: 0.00023175071042938838
Position 6531: 0.00023154272218917524
Position 831: 0.00022153719812242288
Position 27: 0.00016755870949677684
Position 2510: 0.00016298022448275746
Position 1826: 0.00014687801453387397
Position 3657: 0.00014360564386220194
Position 6632: 0.00011559992349589437
Position 3448: 0.0001154708314736978
Position 2733: 0.00010774374417241247
Position 2467: 0.00010535320634002347
Position 2154: 9.97274981486451e-05
Position 4926: 9.875616920711578e-05
Position 3852: 9.258651083533483e-05
Position 5843: 9.248295445625013e-05
Position 193: 8.605839619798786e-05
Position 2275: 8.368420835427245e-05
Position 5518: 7.990747409178352e-05
Position 263: 7.864334206366864e-05
Position 3093: 7.789584364557625e-05
Position 2866: 6.937676943047343e-05
Position 277: 6.925243649124825e-05
Position 853: 6.784319778907327e-05
Position 1211: 6.253151183709844e-05
Position 687: 5.550987981221628e-05
Position 561: 5.096344031519953e-05
Position 2474: 4.467445258690188e-05
Position 5222: 4.4288640001726766e-05
