Gene = TORIP
index = 1540
Annotated 5SS: [604 793]
Annotated 3SS: [670 847]
SMsplice 5SS: [604 766]
SMsplice 3SS: [670 847]
top_k =  500
Partition function (log Z): -1.2114803626569925

Sorted 5' Splice Sites (High to Low Probability):
Position 604: 0.9863943349553416
Position 766: 0.8948014378036008
Position 202: 0.05895345740674307
Position 778: 0.03111218175140177
Position 722: 0.025020038467265516
Position 793: 0.019767437688704027
Position 331: 0.006541785142757186
Position 1267: 0.005706828603539795
Position 1061: 0.004871391851850012
Position 42: 0.0044357370453306745
Position 383: 0.002252902084594792
Position 153: 0.0013281095578308558
Position 1049: 0.000648111770478249
Position 462: 0.0006001066639639059
Position 82: 0.0005636100991296176
Position 55: 0.00034853833709199946
Position 596: 0.0003102516445155269
Position 364: 0.0002974196557830239
Position 991: 0.00029711410777245856
Position 223: 0.00020985933830591893
Position 1248: 0.0001341062601149542
Position 1238: 0.00010816931746832221
Position 372: 7.924202183749419e-05
Position 259: 7.014341735316916e-05
Position 1255: 6.861605773118872e-05
Position 1000: 5.6782093599845295e-05
Position 1012: 4.145636304828919e-05
Position 1074: 2.7873268508801594e-05
Position 354: 2.7441318488920363e-05
Position 440: 2.6512913874501447e-05
Position 352: 1.7148488726782232e-05
Position 525: 1.5997714157685282e-05
Position 1280: 1.543435886324448e-05
Position 905: 1.377582237663941e-05
Position 375: 5.710493460430977e-06
Position 917: 5.151260483901425e-06
Position 33: 5.139424031549515e-06
Position 640: 4.16157250690817e-06
Position 671: 4.093716577044912e-06
Position 415: 3.2087921221320767e-06
Position 413: 2.287637782860421e-06
Position 280: 1.9782838989715286e-06
Position 1176: 8.851769829075904e-07
Position 523: 2.387015095869724e-07
Position 533: 1.6758824639506056e-07
Position 120: 7.703893570810047e-08
Position 245: 3.9221585843328365e-08
Position 674: 4.3515495956190226e-10
Position 107: 3.5883542528519183e-10
Position 956: 7.645019325627739e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 847: 0.9883469973659703
Position 670: 0.9662936640704517
Position 274: 0.05478620352442413
Position 1330: 0.005647800417000029
Position 107: 0.0043406506813956055
Position 833: 0.003827557074759247
Position 433: 0.003599253471713576
Position 425: 0.002833720237266989
Position 1112: 0.0020072485758870205
Position 394: 0.0018185528587642888
Position 245: 0.0011386153154324008
Position 402: 0.0010035228105324378
Position 1290: 0.0008719647621628823
Position 1185: 0.0008208307012404941
Position 1133: 0.0007156140366513808
Position 545: 0.0007151027898176167
Position 1121: 0.0007021359391106049
Position 509: 0.0005353567490801267
Position 413: 0.0004493309484751121
Position 452: 0.00043508648981984034
Position 113: 0.0004008963976763687
Position 897: 0.0003999081486667237
Position 684: 0.00033969529775393484
Position 449: 0.0003378942066666874
Position 145: 0.00030552278633703267
Position 1191: 0.00030234156919439666
Position 1168: 0.00030177533416987
Position 699: 0.0002572626713300665
Position 455: 0.00022678067048271028
Position 1135: 0.00019527438699347863
Position 1315: 0.00015941820848581383
Position 149: 0.00015749826486676923
Position 1304: 0.00014989526987527947
Position 250: 0.00012955197230969805
Position 1176: 0.00011150382157703407
Position 223: 0.00010012201578743455
Position 253: 7.140698904212087e-05
Position 515: 5.3982667339384307e-05
Position 702: 3.49620057933303e-05
Position 440: 3.487532098235911e-05
Position 259: 2.7264988460461985e-05
Position 523: 2.7021224452287937e-05
Position 342: 2.5883859369920466e-05
Position 1060: 2.5227572727814932e-05
Position 977: 2.4912292304186896e-05
Position 286: 2.1703115019723687e-05
Position 482: 2.0855784802249242e-05
Position 705: 1.570630792979871e-05
Position 778: 1.351633019329513e-05
Position 280: 5.352819431560263e-06
Position 128: 5.3085917807454615e-06
Position 290: 4.635466286354962e-06
Position 1049: 4.3594489511021695e-06
Position 793: 4.1337010787837645e-06
Position 1220: 2.436127923476684e-06
Position 296: 2.3664470715384644e-06
Position 293: 2.204173158676391e-06
Position 554: 1.7036944816304778e-06
Position 608: 7.684066055831152e-07
Position 160: 3.945888193916785e-07
Position 404: 3.6837383575833414e-07
Position 714: 2.5810332492190113e-07
Position 198: 2.092837984260789e-07
Position 613: 1.247464436097534e-07
Position 171: 4.246123406949951e-10
Position 863: 2.6387582401760617e-10
Position 202: 1.8096581581760992e-10
Position 167: 2.772315016585099e-11
