Gene = Hip1
index = 1211
Annotated 5SS: [ 299 1412 2202 2368 3179 3671 4142]
Annotated 3SS: [ 989 1470 2257 2431 3234 3736 4198]
SMsplice 5SS: [ 299 1412 2202 2368 3179 3671 4142]
SMsplice 3SS: [ 989 1470 2257 2431 3234 3736 4198]
top_k =  500
Partition function (log Z): 6.248275840628553

Sorted 5' Splice Sites (High to Low Probability):
Position 3671: 0.9957287126676454
Position 3179: 0.9836280965956457
Position 4142: 0.9732891605504748
Position 2368: 0.8709609241718568
Position 1412: 0.791337515815309
Position 2202: 0.5488432158552902
Position 3328: 0.4729846158063288
Position 299: 0.31342188717590264
Position 830: 0.2927854577577871
Position 303: 0.1529960503098956
Position 390: 0.13011560811799136
Position 919: 0.12941582567864024
Position 1239: 0.11477584678403982
Position 1971: 0.054732999047706794
Position 762: 0.05305577727713028
Position 1297: 0.04695070417196962
Position 4655: 0.03202681646695513
Position 1719: 0.028693799302408583
Position 4876: 0.02435695882327485
Position 4872: 0.021447257486534272
Position 4036: 0.009825729231920051
Position 2134: 0.009410374891869437
Position 866: 0.009377290945291805
Position 938: 0.008498245186553078
Position 1587: 0.00811396396379263
Position 940: 0.007042888587751722
Position 4393: 0.00703545347027499
Position 238: 0.006013779740340984
Position 766: 0.005805977044172975
Position 1633: 0.0057629904499600796
Position 1552: 0.00551236047545049
Position 704: 0.003935776251085262
Position 1651: 0.003306918614720791
Position 141: 0.0032926529405879076
Position 3665: 0.002958872453954335
Position 4421: 0.0025416126865427688
Position 4325: 0.0025305621499280458
Position 3090: 0.0023559473200988152
Position 3371: 0.0021059292659811337
Position 760: 0.0017758085946621802
Position 252: 0.0016855549187430343
Position 4532: 0.0016775886249619056
Position 388: 0.0015812596570344
Position 2471: 0.0015405391630122832
Position 714: 0.001446919299241058
Position 381: 0.0012986222950756702
Position 561: 0.0012854292715717371
Position 2886: 0.001212268629225943
Position 1630: 0.0011501394000379688
Position 256: 0.0011112021181885502
Position 2531: 0.0009586133757237503
Position 173: 0.000899144553998483
Position 164: 0.0008114531011417867
Position 638: 0.0007399337207428353
Position 1132: 0.0007123972478876111
Position 1416: 0.0007116238212091507
Position 4808: 0.0006891081607333847
Position 1250: 0.0006532321892654778
Position 463: 0.000637826665410643
Position 1754: 0.0006033515873328141
Position 4408: 0.00043903679605318975
Position 645: 0.00042449980493934034
Position 800: 0.0003671804692437668
Position 1768: 0.0003001409089895824
Position 182: 0.00023726482438582818
Position 2117: 0.0002282964857038265
Position 1292: 0.00017741952477588678
Position 1674: 0.00015982553598918389
Position 404: 0.00014827961306190503
Position 1151: 0.00014265211313471197
Position 3290: 0.0001270713009546875
Position 368: 0.00011974984398517815
Position 286: 0.00011749091016135256
Position 2654: 9.459429859156552e-05
Position 1604: 9.106623401271037e-05
Position 2436: 8.062060959393194e-05
Position 768: 7.60932367617079e-05
Position 822: 5.565951776418339e-05
Position 2651: 4.515133079391602e-05
Position 885: 4.0933652412136945e-05
Position 37: 1.7546383565842714e-05
Position 3764: 1.585461683336271e-05
Position 229: 1.5157823337869656e-05
