Gene = Akap200
index = 16
Annotated 5SS: [  197 11404 11864 13773]
Annotated 3SS: [11183 11467 11924 14590]
SMsplice 5SS: [  197 11404 11864 12378]
SMsplice 3SS: [11183 11467 11924 14590]
top_k =  500
Partition function (log Z): -0.12829956720334068

Sorted 5' Splice Sites (High to Low Probability):
Position 11864: 0.9890825296299782
Position 11404: 0.9874112520745437
Position 197: 0.7720094468459029
Position 12378: 0.6005229641267571
Position 15220: 0.32282211391305954
Position 13773: 0.18382956655016122
Position 156: 0.17963526929275875
Position 3360: 0.17020411277054015
Position 2493: 0.1504329557295671
Position 2929: 0.1480995855422086
Position 8623: 0.13246646169564344
Position 11604: 0.04583840323051424
Position 2811: 0.040471737309179405
Position 12563: 0.033409236616821957
Position 4026: 0.03306839595026623
Position 8056: 0.02518944935832993
Position 14663: 0.02480688791920658
Position 308: 0.023527116007543813
Position 3342: 0.01714063270264731
Position 12435: 0.015860557756321808
Position 14763: 0.011938609147330227
Position 10756: 0.0119131013533249
Position 11398: 0.01177238273172486
Position 528: 0.01095681107376143
Position 2644: 0.01053604936273116
Position 10062: 0.010066371795452961
Position 15178: 0.009617235420868828
Position 8433: 0.0072636897532451054
Position 12048: 0.007228428841937968
Position 5837: 0.00704570366631977
Position 2497: 0.006560783927307951
Position 4375: 0.005340395981184258
Position 9987: 0.004819651844835213
Position 13221: 0.004675578292537571
Position 4022: 0.004211043494026771
Position 160: 0.004176590102263047
Position 2628: 0.0038689162485875633
Position 2664: 0.003530217675795409
Position 8867: 0.0031489513776172193
Position 12705: 0.0026473141585301686
Position 304: 0.0026338805397820133
Position 14639: 0.002510718738762314
Position 8663: 0.002131157085217656
Position 15526: 0.0018397726001419805
Position 12445: 0.0017340226603515347
Position 6071: 0.0015850772748490687
Position 13104: 0.0011684909543668665
Position 2934: 0.0011214087509219682
Position 11663: 0.0007671548268519912
Position 13263: 0.0006009660701905936
Position 2147: 0.0005691620989824266
Position 12786: 0.00044019832009844015
Position 1362: 0.00041897617538711894
Position 11647: 0.00038432235971178974
Position 2656: 0.00034466740349448674
Position 539: 0.0003324521238113802
Position 11641: 0.00031217455714785625
Position 15517: 0.00028362907478998435
Position 12792: 0.0002635078457119522
Position 2210: 0.00025073322534950994
Position 2448: 0.00024356196750385947
Position 2310: 0.00023618690774178147
Position 2391: 0.00023616035133931443
Position 1750: 0.0002329453810740511
Position 2159: 0.0002246121442233299
Position 3928: 0.00022185891145878428
Position 432: 0.00020162146576914805
Position 1308: 0.00019361085376480962
Position 971: 0.00019065942395456853
Position 1032: 0.0001776829366094575
Position 300: 0.0001768080641374914
Position 785: 0.00017474763256169551
Position 298: 0.00017342690974627272
Position 3347: 0.00015746212045093664
Position 25: 0.00015567903385053087
Position 2354: 0.00014024710412908933
Position 2891: 0.00010822182617895815
Position 12502: 0.00010664114616298052
Position 2342: 8.126648016670802e-05
Position 127: 7.95796585613639e-05
Position 1299: 7.943115674732362e-05
Position 938: 7.490110940379205e-05
Position 294: 7.070445558474708e-05
Position 1297: 6.772037585492754e-05
Position 801: 6.693007238406777e-05
Position 1196: 6.649164287453485e-05
Position 13302: 6.133869234308632e-05
Position 296: 5.8022165024355734e-05
Position 795: 5.701610822221266e-05
Position 2336: 5.242125339069923e-05
Position 12884: 4.6250816168090746e-05
Position 12567: 4.159483728537075e-05
Position 1573: 4.136602941244091e-05
Position 2272: 3.877561278356621e-05
Position 11429: 3.59212764909418e-05
Position 1382: 3.281898726751121e-05
Position 12546: 2.9226692638054185e-05
Position 356: 2.5600516303353338e-05
Position 11381: 1.5802007236023188e-05
Position 11378: 1.1184605198779198e-05
Position 1342: 6.787675579358937e-06
Position 1386: 6.7294327258491305e-06
Position 12840: 6.226464371367256e-06
Position 11828: 5.342352058860211e-06
Position 2315: 2.6143197959496303e-06
Position 11884: 1.908819459770421e-06
Position 945: 1.5347070742615008e-06
Position 315: 1.473430545627128e-06
Position 302: 1.4566424722763156e-06
Position 11868: 7.333466915103035e-07
