Gene = scaf6
index = 1866
Annotated 5SS: [ 137  472  881 2136 2437 3019 3318 3580 4644 4869 5255 5491]
Annotated 3SS: [ 300  533 1972 2363 2943 3240 3380 3641 4700 4939 5318 5543]
SMsplice 5SS: [ 137  472  881 2136 3019 3318 3580 4644 4869 5255 5491]
SMsplice 3SS: [ 300  533 1972 2363 3095 3380 3641 4700 4939 5318 5543]
top_k =  500
Partition function (log Z): 21.509363735328733

Sorted 5' Splice Sites (High to Low Probability):
Position 4644: 0.9966741202455174
Position 4869: 0.9954097196575085
Position 137: 0.9944717172112435
Position 3580: 0.9921974886385707
Position 2136: 0.9817677676147402
Position 472: 0.9357202370366002
Position 3318: 0.9287130050529903
Position 881: 0.9042273452919077
Position 5491: 0.720545948059527
Position 5255: 0.680071419380365
Position 3019: 0.5761435455350078
Position 5464: 0.06545054608716003
Position 2437: 0.06368210538089461
Position 476: 0.061765235750842584
Position 5484: 0.0592713942031264
Position 738: 0.04558862968278999
Position 3899: 0.043810326141209395
Position 3896: 0.019495400284746757
Position 2560: 0.019441384486920628
Position 5066: 0.015067125457750742
Position 3322: 0.015012417917019075
Position 5474: 0.010265089230186751
Position 5077: 0.0074061135506482256
Position 1593: 0.006865676831281708
Position 1460: 0.006320551299279848
Position 4276: 0.005964611640136274
Position 4085: 0.0051084366308919065
Position 5271: 0.00501538249946173
Position 3584: 0.004893626745837776
Position 1617: 0.004734492665135741
Position 2885: 0.004642953050597369
Position 1609: 0.003897395446068358
Position 2473: 0.0038695661093747194
Position 1152: 0.0020810449130240975
Position 4875: 0.00204007473512129
Position 2871: 0.0020058054739690604
Position 1469: 0.001984496993171039
Position 3821: 0.001912597984111513
Position 3112: 0.0013149711332961767
Position 5638: 0.0012678127672131982
Position 1615: 0.0012087745481767955
Position 965: 0.0011211451343493201
Position 4648: 0.0011204417500986497
Position 5074: 0.0008002104890977937
Position 63: 0.0007329567949278094
Position 1340: 0.0007003281605338308
Position 2682: 0.0005660179544561317
Position 1712: 0.0005579383172533856
Position 1392: 0.0004962762353329994
Position 2663: 0.00047984735553400354
Position 2772: 0.00046033941685089444
Position 1783: 0.0004548210707350148
Position 5161: 0.0004212222555259556
Position 2888: 0.0004023575920814872
Position 4312: 0.00036906196509475515
Position 891: 0.0003248604801037893
Position 218: 0.00031337875807977176
Position 1305: 0.0002948304109919668
Position 1216: 0.00023863031682796567
Position 54: 0.000238550225811545
Position 3502: 0.0002370127560155405
Position 2146: 0.0002308194118132702
Position 5496: 0.00022990449036944596
Position 1882: 0.00020465161423228908
Position 573: 0.00020314505679826122
Position 2891: 0.0001967433650810071
Position 3048: 0.0001677139172310104
Position 2585: 0.00016711418081613135
Position 3095: 0.0001643456532731434
Position 3888: 0.000159233776164702
Position 2924: 0.0001513052755992286
Position 404: 0.0001381637389584657
Position 1969: 0.00013121645790899178
Position 453: 0.0001272507449382374
Position 141: 0.0001263818614062948
Position 3744: 0.0001251561025080946
Position 5158: 0.0001199529646079977
Position 1003: 0.00011669753917483326
Position 826: 0.00011462060941172557
Position 40: 0.00011143511155394354
Position 1073: 0.00010813839547140146
Position 157: 0.00010769976586397354
Position 3043: 0.00010410210129931129
Position 1397: 0.00010290109200053098
Position 3592: 0.00010279525397308998
Position 3199: 9.1446523165379e-05
Position 480: 8.383862790517126e-05
Position 2646: 8.244705742806964e-05
Position 198: 7.6991419807747e-05
Position 4124: 7.614027423509897e-05
Position 491: 7.522328603287491e-05
Position 2179: 7.400633544367035e-05
Position 3023: 7.261987696375867e-05
Position 2205: 6.713598907826201e-05
Position 75: 6.143818968405892e-05
Position 4105: 5.8654825094828165e-05
Position 4117: 4.725591735063066e-05
Position 2447: 3.913684003620438e-05
Position 4814: 3.8889143138802053e-05
Position 4879: 3.5100758610089276e-05
Position 4861: 3.457021808633861e-05
Position 33: 3.24950866242727e-05
Position 2191: 3.196125679783223e-05
Position 5393: 3.1685106206467414e-05
Position 2625: 3.0656035784625696e-05
Position 5167: 2.926682356536782e-05
Position 1652: 2.8822226486632833e-05
Position 963: 2.606964409170466e-05
Position 2183: 2.095200094878557e-05
Position 2337: 2.0521494142867794e-05
Position 5217: 2.0515187608950184e-05
Position 4062: 2.0027591686805962e-05
Position 1041: 1.82672352210937e-05
Position 3490: 1.685004006820395e-05
Position 3284: 1.651805924114069e-05
Position 793: 1.4983696658685955e-05
Position 428: 1.4270818025154583e-05
Position 5092: 1.4142444076108727e-05
Position 216: 1.1702357973111432e-05
Position 4873: 1.1281589228173078e-05
Position 2928: 8.95395464278596e-06
Position 10: 7.784609130177732e-06
Position 4495: 6.299381611104755e-06
Position 190: 4.7697397989582196e-06
Position 4800: 4.339229713670953e-06
Position 121: 3.6153526450893986e-06
Position 5287: 3.0119869491020803e-06
Position 4822: 2.752223105219393e-06
Position 95: 2.6843483811072423e-06
Position 4348: 2.5745528510055668e-06
Position 4741: 2.4768368107594053e-06
Position 1328: 2.3302361353738804e-06
Position 410: 1.9219237297034907e-06
Position 4432: 1.6375324314673701e-06
Position 4324: 9.84913568565343e-07
Position 5505: 8.691295065534198e-07
Position 1289: 2.8243901568702324e-07
Position 2066: 2.5538500402480493e-07
Position 1101: 1.8460285107051432e-07
Position 996: 1.406206145239446e-07
Position 4806: 1.4038529261470893e-07
Position 4994: 1.2235941618460698e-07
Position 338: 9.562611522842857e-08
Position 107: 9.429371033547287e-08
Position 1342: 6.072699475916282e-08
Position 1085: 5.8157413529398165e-08
Position 4706: 4.8800066426298674e-08
Position 533: 1.597997532061835e-08
Position 2414: 6.081473884802024e-09
Position 307: 5.320412429031145e-10
Position 3427: 5.6053952024683105e-11
Position 342: 2.321463376112474e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4700: 0.9990544319242238
Position 300: 0.9947512486321565
Position 4939: 0.9835405744840366
Position 3380: 0.9664681788783431
Position 3641: 0.9459727904000717
Position 533: 0.9143487967571886
Position 1972: 0.8734890645432628
Position 5543: 0.860492305779385
Position 5318: 0.7129858409645609
Position 2363: 0.6494369490428757
Position 3095: 0.3762869890199482
Position 2943: 0.18157728103654333
Position 3116: 0.1032312675034028
Position 3240: 0.09167115448092895
Position 1521: 0.07554729510544754
Position 572: 0.06157920812270091
Position 3069: 0.0540279402029386
Position 2186: 0.0487685457136603
Position 3197: 0.03941018551109107
Position 3680: 0.03276884043186709
Position 4149: 0.030721829754573358
Position 3994: 0.02007136119399996
Position 2528: 0.01920141678370158
Position 2240: 0.017304283654680636
Position 2605: 0.0163363973191301
Position 4023: 0.009864636720326432
Position 2026: 0.009428953403849668
Position 4182: 0.009067401894598223
Position 2900: 0.006914975442728146
Position 4369: 0.005417233106587948
Position 2198: 0.004743959288496061
Position 2996: 0.004662224191542606
Position 947: 0.004046158231046956
Position 2383: 0.004008539419214228
Position 3141: 0.003969364994469007
Position 1085: 0.003957607487846687
Position 4336: 0.0038773073953419753
Position 2507: 0.0037508454865177385
Position 2772: 0.003723433468223669
Position 1257: 0.0036880785077277067
Position 4462: 0.0036628149142661757
Position 3648: 0.0034179862311571867
Position 3362: 0.0033627664562469904
Position 2971: 0.003228323227485929
Position 1578: 0.0030715388344825408
Position 952: 0.0026255046995549924
Position 4077: 0.002191295198901606
Position 1299: 0.0020805153808979484
Position 933: 0.0015463990785689896
Position 2730: 0.0015429344529711776
Position 4124: 0.0015372068950651957
Position 3202: 0.0015299601150345666
Position 3654: 0.001513338366145316
Position 2828: 0.001513167693214729
Position 616: 0.001389089697100256
Position 547: 0.001376175467810237
Position 2560: 0.0013751231860730966
Position 1269: 0.0013406039103184791
Position 5287: 0.0012747348770724921
Position 198: 0.0011382438045782236
Position 5686: 0.0010706660917705892
Position 5131: 0.0010641552358181467
Position 3397: 0.0009054599628414965
Position 541: 0.0008823002373439965
Position 3696: 0.000857262061467356
Position 5324: 0.0007070060172963454
Position 3273: 0.0006337464886649874
Position 1201: 0.0006304903788713982
Position 806: 0.0005785227514265747
Position 658: 0.000528174661790595
Position 5547: 0.0005206088424743748
Position 1990: 0.0005084015645670068
Position 4946: 0.0005047351845073061
Position 655: 0.00048278864695257447
Position 2871: 0.00047451232993598165
Position 3895: 0.00046719133288561517
Position 2434: 0.0004540072322374487
Position 2397: 0.00044617150138207565
Position 1073: 0.0004263760489005303
Position 1996: 0.0004096586953239316
Position 874: 0.00040014991899303996
Position 1987: 0.0003975819768098771
Position 4269: 0.0003817138165171314
Position 3684: 0.00037388090085363533
Position 4129: 0.00037104901747759525
Position 1423: 0.0003562889426691254
Position 4280: 0.00031638929554189395
Position 3268: 0.0003095638908105328
Position 4990: 0.0002990869084893888
Position 3439: 0.0002898837621753967
Position 4911: 0.0002809274122655226
Position 4740: 0.0002730297077814317
Position 3556: 0.0002582063287502828
Position 5691: 0.00025155562251711266
Position 1420: 0.00024970128782926277
Position 3099: 0.0002377537823422206
Position 3061: 0.0002366484216911932
Position 1277: 0.00022665503009077233
Position 1626: 0.00021248999434296507
Position 3708: 0.00020678873438302324
Position 1173: 0.0002002530947375244
Position 700: 0.00019043307225320385
Position 5065: 0.00018860046554920412
Position 1999: 0.00016460344448544688
Position 2205: 0.0001616237462095716
Position 2209: 0.00014736099612190593
Position 5341: 0.0001407537903451105
Position 2564: 0.0001395339702322788
Position 3520: 0.00013349013684017412
Position 181: 9.881205764428991e-05
Position 2437: 9.766045838648236e-05
Position 709: 9.641156866031763e-05
Position 2832: 8.71938175697827e-05
Position 3306: 8.325997341679923e-05
Position 2095: 8.142963958297664e-05
Position 3406: 6.693215982587824e-05
Position 4986: 6.539753545910252e-05
Position 349: 6.084726647635322e-05
Position 5137: 5.964909307323105e-05
Position 1392: 5.952171141968368e-05
Position 2059: 5.711395486505022e-05
Position 5182: 5.38370831074031e-05
Position 5367: 5.0744220921131236e-05
Position 2257: 4.691290786113176e-05
Position 2666: 4.670732837899782e-05
Position 3915: 4.298631465471541e-05
Position 2902: 4.279285065877367e-05
Position 2044: 4.219203047184712e-05
Position 957: 4.084466938512379e-05
Position 2690: 4.029999374857455e-05
Position 1097: 3.982146432885293e-05
Position 686: 3.278272542025965e-05
Position 1177: 2.855020502450398e-05
Position 451: 2.66760763002308e-05
Position 3811: 2.6267352071947596e-05
Position 1208: 2.5498857214966784e-05
Position 3403: 2.4139958818671514e-05
Position 5588: 2.119531554238968e-05
Position 5271: 2.0304009140882425e-05
Position 814: 1.9278422919151123e-05
Position 307: 1.908747042042797e-05
Position 1593: 1.8267575578336423e-05
Position 760: 1.6650244681711844e-05
Position 963: 1.3155194371735853e-05
Position 4704: 1.3033305795056061e-05
Position 238: 1.2447362103581138e-05
Position 107: 1.202891844878747e-05
Position 5030: 1.1128527770616243e-05
Position 380: 1.0587708347275081e-05
Position 383: 1.0456411867750601e-05
Position 87: 9.348588669493642e-06
Position 5090: 8.386994325433541e-06
Position 1469: 7.812775672294667e-06
Position 826: 6.567752089492068e-06
Position 1326: 6.446713316213479e-06
Position 977: 6.074509786182298e-06
Position 841: 5.6450542048631e-06
Position 954: 5.443870031123094e-06
Position 389: 4.958093577456945e-06
Position 823: 4.672210588610206e-06
Position 4716: 4.194542882937722e-06
Position 5062: 3.965013579407675e-06
Position 4731: 3.3778976463970505e-06
Position 1030: 3.3476027680661505e-06
Position 757: 2.6270686449539666e-06
Position 4746: 2.4774937961575324e-06
Position 5595: 2.477398156954899e-06
Position 5576: 2.0228844626680467e-06
Position 1033: 1.9011669545902038e-06
Position 820: 1.2541257572961116e-06
Position 4713: 9.415185238074286e-07
Position 1328: 8.880882943526127e-07
Position 2368: 6.766028050180156e-07
Position 95: 6.061986676640146e-07
Position 368: 5.991365560059517e-07
Position 459: 5.220150965751731e-07
Position 404: 4.6151018711485936e-07
Position 4761: 3.644796568953654e-07
Position 392: 2.0316045777655927e-07
Position 75: 1.8005524090686654e-07
Position 386: 1.3188512052579054e-07
Position 338: 8.860221057834615e-08
Position 410: 3.146253186447251e-08
Position 146: 3.814390732234417e-09
Position 4954: 1.6724891197814083e-09
Position 857: 1.4182077500373879e-09
Position 4948: 1.4127438966825382e-09
Position 428: 1.2166460512652947e-09
Position 157: 1.0601845746026718e-09
Position 54: 9.440844928491577e-10
Position 847: 6.139470983966274e-10
Position 63: 6.058281542097203e-10
Position 141: 5.804911571953023e-10
Position 468: 2.2558464178898883e-10
