Gene = frtz
index = 1707
Annotated 5SS: [ 713 1679 2685 3255 3707 3924]
Annotated 3SS: [1377 1733 2742 3308 3763 3983]
SMsplice 5SS: [ 713 1679 2685 3255 3707 3924]
SMsplice 3SS: [ 810 1733 2742 3308 3763 3983]
top_k =  500
Partition function (log Z): 10.769399459848227

Sorted 5' Splice Sites (High to Low Probability):
Position 2685: 0.9954870996581606
Position 1679: 0.99297546759945
Position 3707: 0.9926737111541653
Position 3255: 0.9570304369677011
Position 3924: 0.8731881494140237
Position 713: 0.8421636667264321
Position 3344: 0.39002322011717305
Position 13: 0.20077463539617918
Position 3928: 0.11607653205316731
Position 4455: 0.08564615766965471
Position 4166: 0.03601237958545938
Position 2844: 0.03535695863280032
Position 4175: 0.03156418502017017
Position 4139: 0.02919712448837667
Position 1205: 0.028087953414725097
Position 679: 0.017710967119001678
Position 4162: 0.011549975476932057
Position 4076: 0.011461983621006762
Position 908: 0.009948322245715057
Position 1137: 0.009775931912630362
Position 4178: 0.009563294275438842
Position 3092: 0.009066619275557707
Position 700: 0.005593858588510392
Position 3240: 0.005319461283748191
Position 2037: 0.0037019833566701897
Position 4094: 0.003213284370932951
Position 898: 0.00307227615069643
Position 717: 0.0020066295511727097
Position 586: 0.0016015709063075371
Position 3892: 0.0013117747199875521
Position 8: 0.001271845727400175
Position 4151: 0.0012276681735883302
Position 3701: 0.0011574869870115457
Position 3027: 0.0011569437788531678
Position 1837: 0.0010221080108704247
Position 3420: 0.0008366150800062561
Position 1509: 0.0008257062653656582
Position 852: 0.0006796703606862205
Position 3698: 0.0006461268983112789
Position 1243: 0.0006413017263968651
Position 4124: 0.000633043622069653
Position 840: 0.0006327831538133303
Position 3261: 0.0006123899613029591
Position 3213: 0.0006005769626444485
Position 4345: 0.0005511505430592997
Position 2170: 0.0005074500224909206
Position 672: 0.0004943377053453397
Position 4405: 0.0004936757290194615
Position 3692: 0.00043790443381186504
Position 3668: 0.0004372852634295723
Position 2689: 0.0004159828136112842
Position 3259: 0.0004060250439922573
Position 3348: 0.0003248889585033908
Position 3475: 0.000291409114416972
Position 3158: 0.00027470243800495646
Position 2646: 0.0002583493590129121
Position 4397: 0.0002508675431193004
Position 2985: 0.00024989372507648274
Position 4425: 0.000228196299857574
Position 3460: 0.00021573911245712727
Position 862: 0.00020798485214584394
Position 2644: 0.00017859292274551418
Position 3934: 0.0001648738585234021
Position 3711: 0.00011767302362154267
Position 1782: 0.00011104815587119224
Position 3085: 0.00010828841696953123
Position 2858: 8.831896668723398e-05
Position 3047: 7.518943614431057e-05
Position 4091: 7.101287702150904e-05
Position 3216: 6.901450974633745e-05
Position 4109: 6.883510046580862e-05
Position 1611: 6.746544767838952e-05
Position 3192: 3.874252327634503e-05
Position 4079: 3.8509166718502664e-05
Position 2827: 3.6569421600474084e-05
Position 60: 3.305247071471439e-05
Position 343: 3.24169914924916e-05
Position 3205: 3.040269405440495e-05
Position 452: 2.494017801370118e-05
Position 3673: 2.255132679076092e-05
Position 22: 2.0264368066296843e-05
Position 2868: 1.2188083717400546e-05
Position 2812: 1.1926847204813028e-05
Position 20: 1.183137061183084e-05
Position 36: 1.1678270586996535e-05
Position 340: 9.373290635527643e-06
Position 2848: 8.523510533580599e-06
Position 2424: 7.309676061380492e-06
Position 3807: 6.9816990609942684e-06
Position 2631: 6.521334458308588e-06
Position 661: 6.032259250832813e-06
Position 4214: 5.553332256085181e-06
Position 2952: 3.741780259345246e-06
Position 2977: 3.142658983042702e-06
Position 2322: 2.885309486991611e-06
Position 3329: 2.684435738371025e-06
Position 2455: 2.6549622061779005e-06
Position 3062: 2.421022635044909e-06
Position 2944: 2.2232991579009514e-06
Position 90: 1.9604252340567836e-06
Position 492: 1.9410905867988837e-06
Position 3939: 1.7450880668182856e-06
Position 3424: 1.4060101650678764e-06
Position 245: 1.0495355962406188e-06
Position 3643: 8.671464056313071e-07
Position 240: 7.976225300205453e-07
Position 3876: 7.822789056831663e-07
Position 327: 7.819713483603672e-07
Position 143: 7.26936377574688e-07
Position 3079: 2.97061012056856e-07
Position 4063: 2.354748914880985e-07
Position 485: 1.8608090662755484e-07
Position 2928: 1.8096141683394113e-07
Position 100: 1.690137216539812e-07
Position 183: 1.3693313415481661e-07
Position 469: 1.2746757850155647e-07
Position 64: 1.230311665402058e-07
Position 132: 9.884924380483301e-08
Position 4066: 9.143280944960148e-08
Position 1990: 5.1948360870402896e-08
Position 2182: 3.667290946567358e-08
Position 2546: 2.8891941180355505e-08
Position 805: 8.174125416222811e-09
Position 3732: 5.973689724484758e-09
Position 3738: 7.736940668115043e-10
Position 567: 2.069654057550157e-10
Position 2499: 3.428298444768882e-11
Position 3586: 8.327931048329313e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2742: 0.9954896291449389
Position 3308: 0.9932364314452087
Position 3983: 0.992842288301808
Position 3763: 0.9881354307435084
Position 1733: 0.5558478579564119
Position 1740: 0.407967990720064
Position 3401: 0.3861651433195474
Position 810: 0.1709075013180826
Position 71: 0.16290771119790837
Position 1043: 0.14652110599566773
Position 4515: 0.09773518329710763
Position 1466: 0.088762531579546
Position 765: 0.08480958184487987
Position 1557: 0.07869869553651258
Position 1377: 0.07240541001072198
Position 1424: 0.06810575191668497
Position 782: 0.04030523630011803
Position 4214: 0.038359181855325
Position 895: 0.03795534653149865
Position 4238: 0.03580775381385924
Position 4333: 0.025891135174123163
Position 922: 0.024277604958365107
Position 838: 0.021022099237781245
Position 1445: 0.02086888452088
Position 1958: 0.020326334062707833
Position 60: 0.01818410425829455
Position 1012: 0.01784758617909305
Position 981: 0.016736291873063917
Position 4299: 0.013996958227253409
Position 1322: 0.0072990033828676595
Position 4247: 0.006615888567076428
Position 988: 0.006311280820903286
Position 745: 0.0062031693062822415
Position 1530: 0.005708985837316413
Position 2331: 0.005169246678581919
Position 1062: 0.004847432715795862
Position 2283: 0.004660652501777375
Position 3406: 0.0046382025327132165
Position 1595: 0.004379443547386144
Position 3157: 0.004190863734538803
Position 2897: 0.003969007977840217
Position 3778: 0.003799575263356668
Position 3167: 0.0034639136519990137
Position 1604: 0.0033368202545391076
Position 1567: 0.002537369635463888
Position 3085: 0.00233082176731185
Position 907: 0.0022518334534951156
Position 2298: 0.0019344613832259262
Position 2919: 0.0015429847842647303
Position 386: 0.0015153607196547474
Position 4254: 0.001491059177696312
Position 1770: 0.0013397867277221613
Position 3534: 0.0012292126867608992
Position 1051: 0.0012243952920316498
Position 822: 0.001159959365997203
Position 176: 0.001068129995556752
Position 4121: 0.001042564434314331
Position 3784: 0.000780094423915165
Position 1172: 0.0007552266614203918
Position 2779: 0.0006847630989733311
Position 3458: 0.0005369308041380681
Position 3091: 0.0005113771478892495
Position 2070: 0.0004942739324684318
Position 3816: 0.00048779832346272086
Position 997: 0.0004519155521200393
Position 2166: 0.00042054526006680406
Position 1938: 0.0003562197450146366
Position 390: 0.0003476844860745116
Position 3850: 0.00033775518322078026
Position 1109: 0.00033163275866683584
Position 2838: 0.00032791539830543797
Position 197: 0.0003086840373493022
Position 4529: 0.00028899376986159844
Position 3213: 0.00028676776086116254
Position 940: 0.0002828609709199444
Position 90: 0.0002669625796491185
Position 3020: 0.00025769177054761025
Position 4178: 0.0002567040168815713
Position 573: 0.00025316859632193537
Position 2439: 0.00024810644114391225
Position 138: 0.0002316965223703236
Position 4493: 0.0002305431967987942
Position 2553: 0.00022759072526146892
Position 1670: 0.0002248705785863551
Position 1805: 0.0002191987771501989
Position 2130: 0.00020074827984527583
Position 852: 0.00018892511283608506
Position 4455: 0.0001685659272498304
Position 948: 0.0001555743959256939
Position 3994: 0.00014958291263440673
Position 3115: 0.00014954209643326433
Position 3325: 0.00014774164492051617
Position 1137: 0.00014352159035447025
Position 2049: 0.00011805601544542002
Position 510: 8.767469140498803e-05
Position 305: 8.733575687937492e-05
Position 1310: 7.681746342152822e-05
Position 3799: 7.585038820392985e-05
Position 2761: 7.457054141136115e-05
Position 1069: 7.12788060790853e-05
Position 1095: 5.901047971046812e-05
Position 143: 5.7062912053912114e-05
Position 2195: 5.246000170412382e-05
Position 3205: 5.037934247898453e-05
Position 1988: 4.835535125605685e-05
Position 2255: 4.78075267699741e-05
Position 3738: 4.658717322645296e-05
Position 1968: 4.5546775987131134e-05
Position 3106: 4.4568507007008545e-05
Position 551: 3.969957858910207e-05
Position 3605: 3.834960385408228e-05
Position 2827: 3.704649296854771e-05
Position 3475: 3.656006384636088e-05
Position 2857: 3.6215429891491096e-05
Position 1802: 3.384348744858e-05
Position 286: 3.022700534368418e-05
Position 1715: 2.9299242557182475e-05
Position 936: 2.7394413074787235e-05
Position 1836: 2.4392078106771623e-05
Position 4534: 2.0099649489171014e-05
Position 2028: 1.9713102011080263e-05
Position 1833: 1.9357396653302924e-05
Position 3216: 1.8083868580012747e-05
Position 3366: 1.669426188706292e-05
Position 3550: 1.6499894936671047e-05
Position 3547: 1.5883293580420587e-05
Position 3538: 1.5186620705964214e-05
Position 525: 1.0104961205853955e-05
Position 183: 9.977710884688222e-06
Position 522: 9.434392825171544e-06
Position 3340: 4.485333456494176e-06
Position 585: 4.484823642157775e-06
Position 3643: 3.0175024252386517e-06
Position 140: 2.292572746126527e-06
Position 3408: 2.1531240488838896e-06
Position 3363: 2.0385340305309156e-06
Position 477: 1.842491945670386e-06
Position 132: 1.6821304564818998e-06
Position 3424: 1.6560519208810197e-06
Position 567: 1.473569987569547e-06
Position 402: 1.4650594018056969e-06
Position 3692: 1.4376925444956607e-06
Position 225: 1.3406231133132127e-06
Position 194: 1.2442031634851428e-06
Position 492: 1.1482173935450415e-06
Position 672: 1.1006347924502195e-06
Position 408: 8.034104438001795e-07
Position 435: 6.980169853738703e-07
Position 149: 6.396924570618082e-07
Position 354: 4.774162397809377e-07
Position 205: 2.675782092247552e-07
Position 154: 2.470458958794878e-07
Position 546: 2.316236721933561e-07
Position 399: 2.1160642862751662e-07
Position 231: 1.98170771890352e-07
Position 309: 1.9695368164528202e-07
Position 669: 7.714992884999521e-08
Position 360: 7.551361253415909e-08
Position 405: 5.681970922386975e-08
Position 411: 5.459845471081204e-08
Position 116: 4.2466270153527956e-08
Position 531: 3.072860280433522e-08
Position 336: 1.6931440591006766e-08
Position 414: 1.5863192510762756e-08
Position 687: 2.074947886242442e-09
