Gene = Hf
index = 1210
Annotated 5SS: [112]
Annotated 3SS: [174]
SMsplice 5SS: [112]
SMsplice 3SS: [174]
top_k =  500
Partition function (log Z): -4.334347304100049

Sorted 5' Splice Sites (High to Low Probability):
Position 112: 0.6088418889167622
Position 120: 0.39023628767331964
Position 719: 0.016436330337048787
Position 223: 0.009983839841630704
Position 361: 0.007840181897400695
Position 555: 0.006821968588904267
Position 508: 0.0009636859653228237
Position 528: 0.000896543904634268
Position 265: 0.0007560190185934159
Position 116: 0.000325865528338022
Position 429: 0.00030816362299466906
Position 716: 0.00022865890282099073
Position 700: 0.0002135551918702449
Position 463: 0.00017306100950045719
Position 196: 0.00012919790352857295
Position 339: 0.00011121868222857812
Position 98: 7.995660389822969e-05
Position 565: 4.816142770417159e-05
Position 709: 3.4593634603701307e-05
Position 57: 3.360428343555627e-05
Position 107: 1.4596378922768123e-05
Position 582: 1.359912293182738e-05
Position 244: 8.457147887961865e-06
Position 124: 5.622937428174278e-06
Position 574: 5.156542445881905e-06
Position 308: 4.736938320308937e-06
Position 83: 3.597163807599218e-06
Position 450: 2.286469783050901e-06
Position 605: 1.5616229993799477e-06
Position 131: 1.2218059537096294e-06
Position 787: 4.508384952592977e-07
Position 457: 2.497662572403947e-07
Position 542: 3.6716259953157694e-08
Position 50: 2.2399235541129817e-08
Position 3: 1.531672245423569e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 174: 0.9944591031448231
Position 771: 0.014071286055191395
Position 636: 0.007875351439640821
Position 286: 0.007519009887302898
Position 814: 0.0034856369282278594
Position 419: 0.003432083753695348
Position 582: 0.0026842493071080006
Position 339: 0.002223139371177898
Position 494: 0.0019134585657358037
Position 480: 0.0014914059969146321
Position 438: 0.00104771263442956
Position 627: 0.0008825366707850554
Position 264: 0.0006695986127868822
Position 196: 0.0006572837132316666
Position 777: 0.00040468630418964
Position 909: 0.0002957468831664578
Position 450: 0.00028706869975474907
Position 241: 0.00024180356648020992
Position 507: 0.00018435893157649246
Position 528: 0.00016503817111919973
Position 605: 0.0001589134946654966
Position 600: 8.561944588710115e-05
Position 542: 5.3068238025704894e-05
Position 549: 4.719632026537488e-05
Position 933: 3.332462041139847e-05
Position 202: 2.9650286345181215e-05
Position 666: 2.556301210164919e-05
Position 462: 2.076703149382431e-05
Position 693: 1.740751594729476e-05
Position 477: 1.3223821393480053e-05
Position 554: 1.2179907787786368e-05
Position 386: 1.0963361189149407e-05
Position 645: 8.238262680304745e-06
Position 781: 6.416096040337552e-06
Position 842: 4.986824396623061e-06
Position 209: 3.7046344574138586e-06
Position 513: 1.9718616557076237e-06
Position 941: 6.254197542248872e-07
Position 116: 4.6021898516559756e-11
Position 227: 3.2384795024894554e-11
Position 74: 1.6962141528710813e-11
Position 249: 1.2970867308849483e-11
Position 139: 1.195960193711436e-11
Position 348: 1.1678061494351142e-11
Position 144: 3.0087883132843704e-12
Position 131: 2.8825386092110123e-12
Position 124: 2.7128362267655453e-12
Position 375: 2.155064716321871e-12
Position 251: 2.0610063310343385e-12
Position 56: 1.5122537540126298e-12
Position 351: 2.4140687548899217e-13
Position 50: 4.881702091034733e-14
