Gene = SelT
index = 1482
Annotated 5SS: [414]
Annotated 3SS: [489]
SMsplice 5SS: [414]
SMsplice 3SS: [489]
top_k =  500
Partition function (log Z): -6.4628083105510745

Sorted 5' Splice Sites (High to Low Probability):
Position 414: 0.9695458460925026
Position 563: 0.3691763484721127
Position 171: 0.028540970267994122
Position 208: 0.014980838592048538
Position 210: 0.014100895698476251
Position 662: 0.011025722621712418
Position 653: 0.010598713962348034
Position 866: 0.007746888473646879
Position 72: 0.007156913060220766
Position 418: 0.003753537124539859
Position 591: 0.00292854653762158
Position 547: 0.0020278751056464865
Position 911: 0.0013959728738705138
Position 153: 0.0012649104776884348
Position 163: 0.0005799334530138677
Position 699: 0.0003064617874002414
Position 646: 0.00019738338093877096
Position 666: 0.0001215645566887586
Position 829: 8.759894768732194e-05
Position 91: 5.4815601634748554e-05
Position 76: 4.345658886436377e-05
Position 96: 4.1048562327458575e-05
Position 84: 3.078161447932496e-05
Position 364: 3.049450510057745e-05
Position 824: 2.78455256757368e-05
Position 703: 2.587559031383397e-05
Position 986: 2.1568936656642317e-05
Position 826: 1.9386901048611494e-05
Position 181: 1.7527002761575934e-05
Position 818: 1.4339547635570975e-05
Position 1078: 8.603584024324983e-06
Position 787: 7.617246211599816e-06
Position 650: 5.785647933646062e-06
Position 657: 4.092155835199123e-06
Position 134: 1.1642490946174813e-06
Position 334: 7.84985253787189e-07
Position 336: 5.92882236746611e-07
Position 315: 4.4857198734181804e-07
Position 304: 3.961211779398533e-07
Position 527: 3.93100479948091e-08
Position 461: 3.702275470175531e-08
Position 309: 1.3491741312755412e-08
Position 292: 1.03801679807394e-08
Position 463: 9.322365900691667e-09
Position 644: 8.472586997950428e-09
Position 514: 1.3181764980532522e-09
Position 932: 9.753622389506567e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 489: 0.9567533181925828
Position 631: 0.1277856578641508
Position 613: 0.09652794015921781
Position 1104: 0.0850542028631085
Position 1075: 0.05137129071371091
Position 253: 0.049760364034592254
Position 898: 0.022534860465118392
Position 657: 0.01673011038050173
Position 511: 0.006679229232336681
Position 275: 0.006027956284707821
Position 943: 0.005694551192262601
Position 699: 0.005137032723692847
Position 125: 0.0029100465938286814
Position 910: 0.0026710339766849492
Position 134: 0.0021118716251279043
Position 287: 0.001825557774370821
Position 261: 0.0017908704686388785
Position 1169: 0.0017383585413503558
Position 718: 0.0014030859625256441
Position 841: 0.0007090357965217956
Position 562: 0.00027857872682498163
Position 156: 7.706104096414577e-05
Position 916: 7.548492362348153e-05
Position 727: 7.175606992562374e-05
Position 666: 4.820939875249429e-05
Position 1049: 3.9016295313826196e-05
Position 865: 1.8722889064247364e-05
Position 1011: 1.5958477922370318e-05
Position 1005: 1.3364482808010727e-05
Position 778: 9.509171357180473e-06
Position 1182: 8.456374530578333e-06
Position 547: 8.121963983594542e-06
Position 201: 6.219282941233832e-06
Position 153: 2.537983050328532e-06
Position 381: 2.2884260652862632e-06
Position 208: 8.342854933116043e-07
Position 181: 5.919114171291594e-07
Position 354: 2.617154206078287e-07
Position 160: 7.545572016292221e-08
Position 163: 6.382852420110824e-08
Position 166: 6.16903680243783e-08
Position 214: 4.903607620175001e-08
Position 388: 3.654984827463866e-08
Position 351: 2.4739439187617737e-08
Position 345: 3.043938630362815e-09
Position 357: 1.950894865505907e-09
Position 520: 1.8172060508235614e-09
Position 544: 2.575006099127786e-10
