Gene = ckd
index = 1649
Annotated 5SS: [  68 8837 9410 9670]
Annotated 3SS: [8524 9242 9546 9730]
SMsplice 5SS: [ 778 9410 9670]
SMsplice 3SS: [9242 9546 9730]
top_k =  500
Partition function (log Z): -1.7205152007102447

Sorted 5' Splice Sites (High to Low Probability):
Position 9670: 0.9989064819589489
Position 9410: 0.9607904461287778
Position 778: 0.37379971834747755
Position 8837: 0.33842669215512694
Position 68: 0.22142987618521298
Position 9138: 0.17575886137625785
Position 121: 0.16543862605766174
Position 397: 0.1648424832335152
Position 8729: 0.1293344324587762
Position 9128: 0.06728357538594883
Position 393: 0.03819932830027728
Position 391: 0.03229444171594997
Position 8137: 0.02824948033242612
Position 1152: 0.020427617926741328
Position 1910: 0.013818081522541872
Position 976: 0.013585647270233698
Position 9828: 0.012775295998600599
Position 8909: 0.011478278220023305
Position 1923: 0.008271184098275907
Position 1111: 0.004105724271065185
Position 306: 0.0036262618118793376
Position 6671: 0.003623724033940543
Position 9426: 0.002113690015635642
Position 9891: 0.0017362224154486765
Position 8176: 0.0016561706730736918
Position 1158: 0.0013222837758675797
Position 8677: 0.0012604888361642727
Position 9869: 0.000845696027228994
Position 9935: 0.0005675537708010826
Position 1374: 0.000542152031409327
Position 9885: 0.00047228994635801846
Position 1684: 0.0003544689898075859
Position 262: 0.00025747995274996087
Position 9674: 0.00015110624985023024
Position 251: 7.902403514545925e-05
Position 9923: 6.88625590025166e-05
Position 403: 6.0021059557608005e-05
Position 244: 5.9774034304420775e-05
Position 249: 5.422671113189732e-05
Position 10004: 4.844829517041846e-05
Position 9925: 4.2581100127495336e-05
Position 10017: 4.20433296808518e-05
Position 10012: 3.6372813804200206e-05
Position 826: 3.373795982351309e-05
Position 555: 3.363336509237983e-05
Position 395: 3.1524395183763804e-05
Position 9621: 2.814066558372518e-05
Position 9832: 2.6465408285351808e-05
Position 9632: 2.524932182499221e-05
Position 794: 2.17553002572976e-05
Position 10166: 1.7686210276708212e-05
Position 9830: 1.7069524386822734e-05
Position 828: 1.6872421305942943e-05
Position 1062: 1.5973190868277924e-05
Position 518: 1.5799934876547354e-05
Position 273: 1.5675050673441115e-05
Position 1067: 1.53087074349227e-05
Position 401: 1.4745262507277317e-05
Position 1656: 9.02696386633177e-06
Position 9736: 7.94394938097051e-06
Position 3: 7.143652146288858e-06
Position 583: 6.900716858587404e-06
Position 10020: 6.243035527537029e-06
Position 1213: 6.1565871198245e-06
Position 668: 5.383766505384963e-06
Position 173: 3.915916962992269e-06
Position 1360: 2.7940483290520846e-06
Position 25: 2.7835869483559686e-06
Position 1497: 2.1122030103028193e-06
Position 530: 1.6399729038359405e-06
Position 491: 1.5482518788700445e-06
Position 9994: 1.4607174276358448e-06
Position 9663: 1.3153180250784028e-06
Position 33: 8.720358776631125e-07
Position 336: 7.722420197438563e-07
Position 541: 6.694050576127322e-07
Position 1119: 5.378328500097745e-07
Position 10067: 5.059473277041007e-07
Position 282: 4.456736969372332e-07
Position 215: 2.9028035108395524e-07
Position 671: 2.3493554481392173e-07
Position 162: 1.3915062040089857e-07
Position 678: 9.857601605689186e-08
Position 686: 2.9442744121995397e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 9730: 0.9826009816989815
Position 9546: 0.9538305418607003
Position 9242: 0.928341617456373
Position 8524: 0.5027773815313233
Position 8541: 0.1941239092644069
Position 173: 0.029459043211972746
Position 8872: 0.029220027495847588
Position 7930: 0.029086985064361314
Position 9452: 0.026875747925688385
Position 10020: 0.018130895006632057
Position 1735: 0.01617623483168816
Position 8588: 0.013391202558421092
Position 9767: 0.013113145113559748
Position 8484: 0.009499230623923702
Position 9506: 0.00826972351854867
Position 8836: 0.007794753886820786
Position 8943: 0.007674691467218105
Position 325: 0.005478032878627758
Position 6108: 0.003305363910790972
Position 7957: 0.0030585548001999183
Position 1433: 0.002582481009049646
Position 1462: 0.002202410602092297
Position 539: 0.0016644616095143898
Position 641: 0.001347844785086463
Position 9209: 0.0011104869131655635
Position 10074: 0.0009506763311914351
Position 499: 0.0007966747813081174
Position 600: 0.0007560375895635031
Position 9187: 0.0006769492191101129
Position 1655: 0.0005409999676921581
Position 725: 0.0005269494127051731
Position 524: 0.00046438573119988454
Position 6360: 0.0003184285563216813
Position 9923: 0.00031593246511731586
Position 9901: 0.0003105126874356097
Position 8801: 0.000291689690282911
Position 1818: 0.00023457045029691453
Position 9970: 0.0001855860124563305
Position 10087: 0.0001491068525504202
Position 9514: 0.00012554849557423886
Position 919: 0.00010762269929611034
Position 678: 0.00010127216370751937
Position 10213: 9.141279740902925e-05
Position 1183: 8.886813630172134e-05
Position 1603: 8.261514653802318e-05
Position 555: 6.28659766959906e-05
Position 9567: 6.091018465134571e-05
Position 1253: 4.851285438551078e-05
Position 1537: 4.574879568482117e-05
Position 530: 4.2108978496671896e-05
Position 9935: 3.178287453069412e-05
Position 9776: 2.7972766906694988e-05
Position 1019: 2.7174852851994546e-05
Position 9618: 2.5420157279550024e-05
Position 9842: 1.3620789234367803e-05
Position 9661: 8.277727596517115e-06
Position 9994: 6.83089746056089e-06
Position 8807: 4.968299409759076e-06
Position 4969: 3.275129960026737e-09
Position 2820: 2.534953475803876e-10
Position 1304: 6.195657477639329e-13
Position 1348: 4.991766608741996e-13
Position 604: 1.0695916495128303e-13
Position 647: 9.808035089750611e-14
Position 505: 9.770031931783382e-14
Position 244: 6.910030499619054e-14
Position 664: 5.90337255599296e-14
Position 686: 5.3710172894040184e-14
Position 759: 5.204071919485411e-14
Position 126: 3.752085205220109e-14
Position 668: 3.410654198371489e-14
Position 753: 2.4729151302571712e-14
