Gene = cort
index = 1656
Annotated 5SS: [ 205  396  876 1306 1514]
Annotated 3SS: [ 263  460  933 1363 1572]
SMsplice 5SS: [ 205  396  876 1306 1514]
SMsplice 3SS: [ 263  460  933 1363 1572]
top_k =  500
Partition function (log Z): 3.2931441816247315

Sorted 5' Splice Sites (High to Low Probability):
Position 1306: 0.9850731398456949
Position 205: 0.9845002875181883
Position 396: 0.9605533409694978
Position 876: 0.8916482287855101
Position 1514: 0.8427168060642873
Position 25: 0.022645202650047665
Position 1140: 0.009050328715523824
Position 1501: 0.007226897510535218
Position 621: 0.005204613050688993
Position 1511: 0.004954621802360591
Position 951: 0.00254002470389927
Position 405: 0.0012144678637668312
Position 1592: 0.0010056474951664238
Position 1302: 0.0010027833312458167
Position 1154: 0.0007385536323328056
Position 1118: 0.0007263692564824889
Position 1172: 0.0006386563079808505
Position 1590: 0.0005969708561690312
Position 356: 0.0005820524284574184
Position 820: 0.0005544536953959472
Position 398: 0.0005377753114460545
Position 584: 0.0005365351510504018
Position 1230: 0.0005021071645848541
Position 587: 0.0004242217859693441
Position 1555: 0.0003562958256809515
Position 1495: 0.00035017290574126676
Position 400: 0.00031820604215854377
Position 19: 0.00027633841236154026
Position 166: 0.0002144106815621505
Position 797: 0.00019509145921573694
Position 1488: 0.00015137848711053287
Position 1450: 7.219930269777908e-05
Position 13: 6.803641528938552e-05
Position 788: 6.671884472607236e-05
Position 1817: 6.377773487430463e-05
Position 553: 5.669358736373537e-05
Position 1425: 5.1629929047127075e-05
Position 1799: 4.990386978647932e-05
Position 87: 4.1746089714841136e-05
Position 1050: 3.432641644432445e-05
Position 103: 2.4278461922763583e-05
Position 101: 1.9520876543598097e-05
Position 1256: 1.9395344882464448e-05
Position 1263: 1.4718405148235128e-05
Position 1605: 1.3654382798446858e-05
Position 903: 1.3169346945917183e-05
Position 1186: 1.3095506314916679e-05
Position 1067: 1.236083942652476e-05
Position 244: 1.1717307010080957e-05
Position 728: 8.049119073598533e-06
Position 1314: 7.453616398220203e-06
Position 1244: 5.106153273127494e-06
Position 1221: 2.859549942200501e-06
Position 6: 1.5660915700932887e-06
Position 29: 1.1507933761662395e-06
Position 344: 1.143298026713067e-06
Position 547: 9.950429281569468e-07
Position 79: 9.101657694898707e-07
Position 1083: 8.450010838526988e-07
Position 684: 6.736133287172845e-07
Position 105: 6.307526137950579e-07
Position 288: 3.290772425812091e-07
Position 43: 3.0064289886923035e-07
Position 4: 2.96232935014172e-07
Position 689: 2.6535288546731783e-07
Position 265: 2.331603620173166e-07
Position 107: 1.560606800994835e-07
Position 91: 5.248728575052582e-08
Position 144: 2.9312974277781e-08
Position 802: 1.3149316586780538e-08
Position 956: 7.892524192708087e-09
Position 247: 6.441353010226282e-09
Position 1001: 5.636799499305139e-09
Position 113: 4.871948030790542e-09
Position 290: 2.990786355294769e-09
Position 1380: 2.1153583917642204e-09
Position 715: 5.610519466063545e-10
Position 933: 4.794238570757907e-10
Position 297: 4.4206414876476845e-10
Position 1417: 1.0477130567656671e-10
Position 462: 4.595842613985026e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 263: 0.9775606244174727
Position 1363: 0.975515653079272
Position 933: 0.8803722854465142
Position 460: 0.8768593455415623
Position 1572: 0.8107539274023059
Position 480: 0.07582880654301706
Position 1649: 0.044949448373154476
Position 1186: 0.010734778136742621
Position 113: 0.010613671096482011
Position 132: 0.008468672695716177
Position 1430: 0.00803208798235861
Position 1590: 0.006699121780559312
Position 652: 0.005714389822011413
Position 950: 0.005546893628632536
Position 684: 0.0055181445290256245
Position 1229: 0.004474016665293859
Position 989: 0.0027351481005691777
Position 748: 0.002307422570834479
Position 247: 0.002070404604881257
Position 287: 0.0014909332357167131
Position 1001: 0.00133322323963901
Position 74: 0.0012665199969422627
Position 553: 0.0012133691799056086
Position 1172: 0.0010273264397910613
Position 165: 0.0010040074969487607
Position 1202: 0.0006491147003814311
Position 1018: 0.0006252503444048418
Position 1067: 0.0005485848210461851
Position 558: 0.0005096059704889709
Position 144: 0.000455329443397125
Position 307: 0.0004055394871901938
Position 1244: 0.00036170415509777904
Position 908: 0.0003026518737245766
Position 1373: 0.0002817482249134129
Position 561: 0.0002443901114379475
Position 1118: 0.0002330373268864061
Position 1754: 0.0001946345573109143
Position 1872: 0.0001382122877074468
Position 66: 0.00010714739970192471
Position 493: 9.472709900716606e-05
Position 667: 7.993396753128904e-05
Position 1472: 6.75460513278871e-05
Position 284: 4.870902002311259e-05
Position 1436: 4.584383230285065e-05
Position 96: 4.381915812217207e-05
Position 884: 3.592401364585603e-05
Position 955: 3.228311869698589e-05
Position 101: 2.8325289530790033e-05
Position 335: 2.68679513814695e-05
Position 1255: 1.447315631565135e-05
Position 1458: 8.493599738937794e-06
Position 1047: 7.80522450473856e-06
Position 278: 7.692304302821633e-06
Position 356: 5.466329323744596e-06
Position 795: 5.316818572597715e-06
Position 536: 4.577556766854954e-06
Position 1445: 2.8167492088005307e-06
Position 820: 2.083399627693663e-06
Position 405: 1.7361528005016433e-06
Position 329: 1.0661754377367603e-06
Position 265: 8.642139951100056e-07
Position 189: 8.596037743789914e-07
Position 192: 6.231280009794005e-07
Position 568: 4.4100956083689973e-07
Position 274: 3.771439395309188e-07
Position 368: 9.792617422725846e-08
Position 374: 3.350801964135585e-08
Position 204: 2.2269597698546885e-08
Position 875: 7.950501457975156e-09
Position 209: 5.513087501837689e-09
Position 377: 5.321292848957528e-10
Position 344: 1.0970380022180222e-10
