Gene = ValRS-m
index = 1593
Annotated 5SS: [ 237 2059 2564 3253]
Annotated 3SS: [ 304 2113 2622 3312]
SMsplice 5SS: [ 237 2059 2564 3253]
SMsplice 3SS: [ 304 2113 2622 3312]
top_k =  500
Partition function (log Z): 3.8794982349498772

Sorted 5' Splice Sites (High to Low Probability):
Position 237: 0.9995258597658738
Position 2059: 0.9945340910918363
Position 3253: 0.9366220362371765
Position 2564: 0.9313054742775415
Position 2860: 0.10071084697494591
Position 1405: 0.09975328729336115
Position 2724: 0.06494657869153839
Position 919: 0.02729421431913284
Position 969: 0.02403990882344877
Position 578: 0.019337683624614285
Position 3229: 0.015334701531190693
Position 2851: 0.013794271561203999
Position 592: 0.012133862394711812
Position 2412: 0.009676981039789334
Position 988: 0.00918532846507927
Position 2333: 0.00907573748338438
Position 1461: 0.008762062850896656
Position 460: 0.005421877098293052
Position 998: 0.005380273984040304
Position 1736: 0.005132648454882289
Position 556: 0.00472974092321453
Position 1132: 0.004481583871136917
Position 547: 0.0033295702320125797
Position 892: 0.002280592986509705
Position 901: 0.0018454835920155462
Position 2035: 0.0011311058052740702
Position 57: 0.001110964381882942
Position 1016: 0.0010588621549092265
Position 670: 0.000794492614166404
Position 952: 0.0007608453017194573
Position 1820: 0.0006332476572050562
Position 2833: 0.000561944641408223
Position 2674: 0.0005543705886451297
Position 1482: 0.0005069251970515056
Position 731: 0.0004842126074173247
Position 2568: 0.000441693717213353
Position 2274: 0.00039969644948497843
Position 1760: 0.00035370367437601133
Position 1113: 0.0003524456746381577
Position 2968: 0.0003450524859708491
Position 2821: 0.00032276437354745915
Position 26: 0.00030000145963709037
Position 1067: 0.0002587660111995954
Position 2294: 0.00022065341432407973
Position 2906: 0.00021803618356300655
Position 2550: 0.00021584487598364654
Position 2808: 0.0001946581557908321
Position 899: 0.00018940803247721977
Position 3258: 0.0001839025747988956
Position 3234: 0.00018096984415762077
Position 1288: 0.00015901608807063504
Position 1216: 0.0001552341172766382
Position 2063: 0.00014814926447754775
Position 2224: 0.000134865495616422
Position 1337: 0.00013485709117876663
Position 1021: 0.0001288254026741288
Position 701: 0.0001279379689953871
Position 1453: 0.00011910892863759201
Position 793: 0.0001171610973941543
Position 991: 0.00011143196561475487
Position 511: 0.00010020922576564187
Position 844: 9.532152531700621e-05
Position 2787: 7.48797527073975e-05
Position 2414: 6.981756734358192e-05
Position 598: 6.628338622905349e-05
Position 168: 6.237697961726185e-05
Position 2586: 5.882682903426063e-05
Position 3177: 4.959983919477152e-05
Position 225: 4.869057538555571e-05
Position 241: 4.736587858032878e-05
Position 2051: 3.955553916316004e-05
Position 3435: 3.8159537846259044e-05
Position 695: 3.628433219194136e-05
Position 706: 3.507561621023398e-05
Position 1072: 3.273811714251096e-05
Position 3156: 3.1810608806047054e-05
Position 33: 2.961150873760297e-05
Position 206: 2.5971368586606412e-05
Position 208: 2.3138614270753232e-05
Position 3268: 1.4855490139195235e-05
Position 251: 1.4485578967202291e-05
Position 3358: 1.0173429450372422e-05
Position 1084: 9.538007345463824e-06
Position 2170: 9.404214281892159e-06
Position 80: 8.92761934769409e-06
Position 3003: 7.75373834049492e-06
Position 2572: 7.259636002492405e-06
Position 187: 6.889264418481793e-06
Position 3428: 6.056801359094472e-06
Position 2038: 5.891742403669648e-06
Position 855: 5.426507482679444e-06
Position 2467: 4.40182121165787e-06
Position 3405: 2.979152444842735e-06
Position 162: 2.332477809436474e-06
Position 3309: 1.7853237981313534e-06
Position 931: 1.5655421672033996e-06
Position 2471: 3.041121002664587e-07
Position 595: 1.24024021564399e-07
Position 416: 4.8083048810810645e-08
Position 787: 3.1635965876701916e-08
Position 502: 1.6697356851227204e-08
Position 269: 4.343724960364914e-09
Position 650: 3.7237628674362907e-09
Position 193: 2.915311917928189e-09
Position 635: 2.6707216221732606e-09
Position 352: 1.0916436717692532e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 304: 0.9980831178467345
Position 3312: 0.955471217574722
Position 2113: 0.9141243872514395
Position 2622: 0.7216005789214596
Position 2644: 0.17202291396203911
Position 2919: 0.14645099332510472
Position 1532: 0.06854326275896752
Position 2168: 0.049966623968344254
Position 2776: 0.03883514012998349
Position 1049: 0.03330520758093317
Position 1869: 0.030273821773183534
Position 1816: 0.03017041745623741
Position 2482: 0.016917297480679577
Position 991: 0.01147237474323641
Position 1950: 0.010815711107053814
Position 1620: 0.010277532886336462
Position 2859: 0.009855285930261913
Position 1287: 0.009488393357426381
Position 2395: 0.00890314357896108
Position 2333: 0.007402853656367439
Position 965: 0.0072030481472142695
Position 2799: 0.005456924590421461
Position 2961: 0.0052973769725212705
Position 624: 0.005028691386593731
Position 2757: 0.00431746993228484
Position 2411: 0.004035451955818661
Position 1075: 0.003796504663506234
Position 2654: 0.0035891866838324298
Position 1335: 0.0035753363796419044
Position 2906: 0.003537220227672408
Position 2699: 0.003008366694288441
Position 2594: 0.0029560872209009005
Position 1131: 0.0024250173902703007
Position 1491: 0.0020475556074294027
Position 1498: 0.0013966144371246195
Position 2606: 0.0011926798956243712
Position 331: 0.001184405193778019
