Gene = Nse4
index = 1333
Annotated 5SS: [ 180  449  673 1066]
Annotated 3SS: [ 230  504  735 1120]
SMsplice 5SS: [ 180  449  673 1066]
SMsplice 3SS: [ 230  504  735 1120]
top_k =  500
Partition function (log Z): 14.44130004051689

Sorted 5' Splice Sites (High to Low Probability):
Position 180: 0.9999258306991279
Position 673: 0.9995219595923245
Position 449: 0.9708312496241396
Position 1066: 0.9146676627844468
Position 1501: 0.22062233493755884
Position 1172: 0.1403204511480808
Position 1505: 0.06577523129323
Position 1061: 0.02944211666316125
Position 1279: 0.023091076817861187
Position 453: 0.01945674593263573
Position 1312: 0.016940606464066112
Position 1321: 0.011683664457874112
Position 434: 0.003028625584440722
Position 1176: 0.0023769135572028993
Position 795: 0.0014779168203947278
Position 1483: 0.0007316964466220897
Position 861: 0.0006223118410207723
Position 799: 0.0004352059462360227
Position 1260: 0.00039641658385784214
Position 1070: 0.0003843683472486703
Position 1454: 0.00038365179179457456
Position 386: 0.0001877533683309517
Position 372: 0.00015383579076114887
Position 1463: 0.00014716806178744656
Position 974: 0.00014322280019960632
Position 1478: 0.00012073278905384842
Position 677: 0.00011809909321102344
Position 462: 0.00010492725981864962
Position 628: 9.318250300724498e-05
Position 985: 9.050208446498372e-05
Position 1127: 6.722771613628513e-05
Position 1040: 6.548626661799171e-05
Position 30: 5.595289900177255e-05
Position 483: 5.547232216003063e-05
Position 24: 5.461241121512066e-05
Position 389: 4.856135471553099e-05
Position 1251: 4.606219128482701e-05
Position 419: 3.096164308755283e-05
Position 994: 2.9823793168415274e-05
Position 1212: 2.7679074708671863e-05
Position 1199: 2.6383816428823738e-05
Position 1009: 2.421791939206135e-05
Position 1289: 2.3076750966350686e-05
Position 1221: 1.9891205617173363e-05
Position 631: 1.953225290788375e-05
Position 184: 1.8662103887428186e-05
Position 1291: 1.6622174765871538e-05
Position 488: 1.5592319378373902e-05
Position 634: 1.2955520136290235e-05
Position 1026: 1.2058890928717723e-05
Position 684: 9.111699543166163e-06
Position 647: 8.683349383778956e-06
Position 1051: 7.038631834096569e-06
Position 1156: 5.849869268424596e-06
Position 330: 5.396460574348802e-06
Position 1509: 5.389457969430713e-06
Position 514: 4.5802240048549705e-06
Position 460: 2.835675519913924e-06
Position 567: 2.438997404214375e-06
Position 144: 2.3738056961394114e-06
Position 551: 1.930348197604649e-06
Position 702: 1.1386041035924764e-06
Position 761: 9.97052553434554e-07
Position 1377: 9.481886422619592e-07
Position 1366: 8.793466250858604e-07
Position 991: 7.939519559116933e-07
Position 1427: 7.260528792435571e-07
Position 70: 4.45626071459529e-07
Position 616: 3.295454456246811e-07
Position 262: 2.715020293739111e-07
Position 732: 1.8006610344453212e-07
Position 927: 1.701617559737984e-07
Position 736: 1.6767582356103938e-07
Position 65: 8.022078335039929e-08
Position 934: 6.407189271674995e-08
Position 350: 5.9343478141104305e-08
Position 924: 4.6690035646236354e-08
Position 749: 3.788453655191592e-08
Position 904: 3.2150227601708737e-08
Position 1084: 9.508362112235246e-09
Position 97: 2.871784761217877e-09
Position 1244: 1.8202352949290436e-09
Position 711: 5.126799483057341e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 230: 0.9989412740274677
Position 504: 0.98612121778949
Position 735: 0.9859931361339036
Position 1120: 0.9387158011472935
Position 1562: 0.30380341000070443
Position 1240: 0.08280966805413141
Position 1363: 0.033568114860790046
Position 1377: 0.02982567353769236
Position 1366: 0.028852759741983973
Position 739: 0.010314667385801907
Position 567: 0.004692526187232983
Position 1519: 0.004238678934750569
Position 1312: 0.0029229184927785637
Position 523: 0.0026442111224830875
Position 942: 0.0020622901364453446
Position 909: 0.0017958777619164785
Position 939: 0.0015862342110610985
Position 1251: 0.0012808045180181425
Position 1289: 0.0006848757565641949
Position 278: 0.0006315993406061896
Position 1132: 0.0006057202127308853
Position 292: 0.0002816364498821345
Position 596: 0.00026143075354937746
Position 780: 0.00020058749865739617
Position 747: 0.00015642020031616459
Position 1199: 0.00013102005247644886
Position 1466: 0.00011997738731098769
Position 613: 0.00011891970259533142
Position 1533: 0.00010012392964651982
Position 1212: 9.737922331518127e-05
Position 627: 6.876439389750937e-05
Position 70: 5.4239039216763666e-05
Position 105: 5.397693979318377e-05
Position 296: 5.2576188168086445e-05
Position 1091: 3.3815048985623535e-05
Position 759: 3.326529048771919e-05
Position 1176: 3.140460048485745e-05
Position 1164: 2.651632867361095e-05
Position 1489: 1.7728369688250224e-05
Position 535: 1.1639959217627347e-05
Position 1469: 1.1351523367561502e-05
Position 575: 9.627770005450722e-06
Position 702: 9.346895388050132e-06
Position 754: 9.14888371649569e-06
Position 309: 5.738019989969391e-06
Position 1032: 3.713886427464731e-06
Position 1538: 2.7212138757369266e-06
Position 1015: 2.615286563248369e-06
Position 969: 2.039711459868737e-06
Position 532: 1.607909548760421e-06
Position 232: 1.2854631308999993e-06
Position 364: 1.084780802694078e-06
Position 816: 1.0402420443112048e-06
Position 850: 1.0144952044034555e-06
Position 280: 8.229059620620314e-07
Position 525: 7.624848240370558e-07
Position 128: 7.375104836432388e-07
Position 386: 5.791979745236108e-07
Position 793: 3.4880835097976683e-07
Position 787: 1.7170875764395464e-07
Position 323: 1.2880791726661753e-07
Position 313: 1.2738445833749161e-07
Position 260: 1.1868634310454475e-07
Position 838: 7.411787157186004e-08
Position 1186: 3.66637052902553e-08
Position 761: 3.122443318620693e-08
Position 790: 2.897930605119649e-08
Position 642: 2.560802422068703e-08
Position 398: 2.5582613864286162e-08
Position 824: 1.8805347344850257e-08
Position 852: 1.5536548247984913e-08
Position 452: 1.1765912879747453e-08
Position 166: 1.1013550492320542e-08
Position 1065: 7.555828212356341e-09
Position 527: 2.327914402734562e-09
Position 262: 9.998570876793832e-10
Position 175: 8.707210509776729e-11
Position 179: 1.0901681901713835e-11
Position 184: 7.543466114026656e-20
