Gene = Pde1c
index = 1363
Annotated 5SS: [ 54316  69682  90090  93483  95313  98296 109973 111220]
Annotated 3SS: [ 69011  89798  92920  95198  97740 109722 110078 111865]
SMsplice 5SS: [   147  90090  93483  95313 109973 111220]
SMsplice 3SS: [ 89798  92920  95198 109722 110078 111865]
top_k =  500
Partition function (log Z): -133.2192547399525

Sorted 5' Splice Sites (High to Low Probability):
Position 2082: 0.45105426069501614
Position 12373: 0.2533207070352255
Position 147: 0.21107301616813332
Position 1175: 0.20564024124243874
Position 13040: 0.16130501871125638
Position 887: 0.11800977740479682
Position 711: 0.11560484609988873
Position 1181: 0.06867138620664157
Position 934: 0.05295460266769625
Position 30: 0.05166649406411301
Position 874: 0.05129622223526402
Position 707: 0.04868503707099827
Position 13220: 0.029291293280255246
Position 251: 0.026784708993037525
Position 672: 0.024954556915486398
Position 3031: 0.02209519298622673
Position 1725: 0.019738367996476557
Position 7706: 0.016709730074109183
Position 12857: 0.012399036121094734
Position 12630: 0.011143081565244371
Position 168: 0.010846324381351321
Position 12676: 0.008534499759507617
Position 670: 0.004308128126835797
Position 2106: 0.0025220888352935618
Position 7518: 0.0018675762983779028
Position 681: 0.0014142427975728426
Position 131: 0.0013118856804812363
Position 129: 0.0012986756377997449
Position 133: 0.001094653786658644
Position 127: 0.0010667438059591343
Position 496: 0.0010554112660516755
Position 6838: 0.0010516712743726597
Position 401: 0.0009441704815728848
Position 135: 0.0008907370679421239
Position 125: 0.0008073201029594957
Position 843: 0.0005121964671515749
Position 679: 0.0005027468757279657
Position 1008: 0.0004971479549340912
Position 507: 0.0004672827011373717
Position 6661: 0.0004596767265868973
Position 227: 0.0004321077652753279
Position 123: 0.00040176768689539866
Position 1398: 0.0004008918297476867
Position 697: 0.0003235203601952612
Position 1717: 0.0002839771386200142
Position 999: 0.0002797073520831692
Position 349: 0.00020131951432352234
Position 275: 0.00019933999366806505
Position 317: 0.0001865965800922932
Position 548: 0.000131242742440364
Position 96: 0.00012631838207053563
Position 554: 8.326295947725149e-05
Position 73: 6.067181041702747e-05
Position 643: 5.487442113328522e-05
Position 608: 4.9131176027059724e-05
Position 723: 4.643063817232865e-05
Position 117: 3.0129901724143605e-05
Position 328: 2.9808374077885326e-05
Position 38: 2.868533767953333e-05
Position 139: 2.407506412360919e-05
Position 98: 1.2684774116236087e-05
Position 981: 1.0661663810701785e-05
Position 137: 8.754114777645734e-06
Position 645: 7.087234581524197e-06
Position 145: 5.651144892432155e-06
Position 1367: 4.638822872963832e-06
Position 425: 2.0101818700376857e-06
Position 470: 1.8935330676274214e-06
Position 151: 1.261171485194039e-06
Position 467: 1.1706265813714168e-06
Position 159: 1.1658722924543982e-06
Position 3: 1.0115764660865117e-06
Position 540: 9.116306049221839e-07
Position 759: 4.750899050721847e-07
Position 5276: 2.7816986427999256e-08
Position 4870: 2.721842111343912e-08
Position 6: 9.949191002398048e-09
Position 4656: 2.4984909159781407e-10
Position 85: 2.5911978336447687e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 16863: 0.9943462827639606
Position 11829: 0.2639147067431824
Position 779: 0.20874317345973892
Position 12521: 0.11084193422551512
Position 12500: 0.09560432067430377
Position 951: 0.07875783986999649
Position 1497: 0.04932887965694853
Position 1784: 0.04330855239649427
Position 1086: 0.02797674289839956
Position 1260: 0.020569411802899902
Position 1002: 0.015985920948320985
Position 7262: 0.013527461273622289
Position 1031: 0.01008266860168108
Position 1957: 0.009781579724653659
Position 2174: 0.009034814826841642
Position 12665: 0.008016577135247394
Position 14992: 0.003172088248113393
Position 1263: 0.003041837926920822
Position 2150: 0.002938708060667969
Position 7141: 0.0025274485805182965
Position 2856: 0.002331203725322084
Position 2334: 0.002052856718648081
Position 6479: 0.0019718158118056535
Position 194: 0.0019174228067038832
Position 1724: 0.0019045451060387178
Position 7573: 0.0018675762983779028
Position 1005: 0.0016021923096879236
Position 2909: 0.0013989262139519844
Position 2978: 0.0013663485197726295
Position 826: 0.0013166629953193076
Position 332: 0.001219510317851407
Position 759: 0.0010999056370568946
Position 2730: 0.0010436793466885338
Position 1174: 0.0009858079605792383
Position 317: 0.0006849383853320535
Position 1266: 0.0006264634567533315
Position 2889: 0.0005716772936773373
Position 1060: 0.00035834869672030204
Position 1522: 0.000335470379364195
Position 1554: 0.00033334416564540696
Position 81: 0.00012394496484516846
Position 5166: 0.00011911352077220799
Position 830: 9.692451586831357e-05
Position 13414: 9.481425015365863e-05
Position 5498: 7.794757739948457e-05
Position 623: 7.101093710891565e-05
Position 575: 3.7454578826901493e-05
Position 222: 2.6296976290637028e-05
Position 859: 2.4512052089562236e-05
Position 111: 2.0011658862374024e-05
Position 275: 1.8352394942075276e-05
Position 425: 1.5805821137723032e-05
Position 457: 1.4235811736313175e-05
Position 1141: 1.3091947801158928e-05
Position 480: 1.074066641344747e-05
Position 349: 8.972455163105213e-06
Position 362: 6.798445241229504e-06
Position 346: 6.232814373982676e-06
Position 1367: 4.726880941596568e-06
Position 1128: 2.8507358442190064e-06
Position 145: 1.9865159404190897e-07
Position 245: 1.6505970007219134e-07
Position 8029: 1.1693595159039257e-07
Position 5454: 1.8853629894277026e-08
Position 3119: 1.5184458698467444e-08
Position 4793: 1.3436967378164645e-08
Position 6188: 1.3007612970852978e-08
Position 5063: 1.2922761108617587e-08
Position 4551: 8.341935504512937e-09
Position 4745: 4.369213791741167e-09
Position 3142: 1.7106699147251361e-09
Position 3241: 1.6839252434344333e-09
Position 2205: 8.603189354267386e-10
Position 2461: 7.598421018257097e-10
Position 2307: 7.378288966215255e-10
Position 2426: 6.741752907934703e-10
Position 3566: 5.011697725730791e-10
Position 2790: 3.479545044917817e-10
Position 2950: 2.5600721208903674e-10
Position 2671: 2.2762460620347974e-11
