Gene = ebd1
index = 1687
Annotated 5SS: [522]
Annotated 3SS: [857]
SMsplice 5SS: [522]
SMsplice 3SS: [857]
top_k =  500
Partition function (log Z): -6.429137295903975

Sorted 5' Splice Sites (High to Low Probability):
Position 522: 0.9975735214191372
Position 2226: 0.20933254971425325
Position 1038: 0.07698859602076866
Position 1554: 0.010275521515893999
Position 1618: 0.005483767085202178
Position 1536: 0.003982721491027482
Position 1241: 0.0025923572062486163
Position 588: 0.0015731139730800032
Position 1265: 0.001055230917919635
Position 1367: 0.000922323418283139
Position 276: 0.0006886195738646508
Position 984: 0.0006588113926116626
Position 1599: 0.0006529987419643265
Position 377: 0.0005762944120477622
Position 1501: 0.0002950667525107435
Position 1376: 0.0002901931356643871
Position 550: 0.0002061643783647577
Position 781: 0.00019511870131048872
Position 824: 0.00018448716580641783
Position 1716: 0.0001697035487435317
Position 56: 0.00013559274087128945
Position 272: 0.00011882602430181112
Position 2553: 9.669614795917646e-05
Position 1899: 8.898910144495772e-05
Position 1071: 8.675101117321757e-05
Position 634: 6.316008312810166e-05
Position 764: 3.638146111598084e-05
Position 280: 2.627889840896326e-05
Position 176: 1.0417299230677497e-05
Position 306: 7.79679159841911e-06
Position 1218: 6.100333812841676e-06
Position 1226: 5.550960401648681e-06
Position 1212: 5.325122316591812e-06
Position 616: 4.074676826565622e-06
Position 320: 3.961935417172703e-06
Position 535: 3.7980317153955227e-06
Position 10: 1.7768525468597737e-06
Position 221: 1.586149846371169e-06
Position 103: 1.1539000984389895e-06
Position 640: 1.0906043156438658e-06
Position 526: 8.369437854715629e-07
Position 72: 7.273534387832384e-07
Position 297: 7.078937333955123e-07
Position 205: 4.4927609451311517e-07
Position 655: 3.4934016674620955e-07
Position 375: 3.259188812983872e-07
Position 808: 2.945412683002574e-07
Position 1364: 2.6815955231847444e-07
Position 586: 2.585494951244376e-07
Position 552: 1.7854241300560003e-07
Position 608: 1.255942351022352e-07
Position 685: 1.2345842565316195e-07
Position 274: 1.1229925991657544e-07
Position 694: 9.680098436085422e-08
Position 444: 8.229854308747725e-08
Position 748: 7.257954563506537e-08
Position 27: 6.624409847310982e-08
Position 1319: 2.9685150316719746e-08
Position 1157: 2.893644461575272e-08
Position 22: 2.37610325573178e-08
Position 725: 1.9740408187217625e-08
Position 16: 1.8110934517062463e-08
Position 425: 1.1944356111305146e-08
Position 456: 8.26167076667715e-09
Position 672: 5.915096596596528e-09
Position 873: 4.312172177474189e-09
Position 19: 4.1978025145338244e-09
Position 728: 3.7791672084761005e-09
Position 733: 3.6537191589476526e-09
Position 1083: 6.815378929561519e-10
Position 1128: 3.5774813784694385e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 857: 0.7352659428561404
Position 2270: 0.19635735837787022
Position 2052: 0.1210583889228788
Position 753: 0.09606705609083697
Position 833: 0.04617013011229834
Position 1877: 0.030288572173986113
Position 1361: 0.01766567881555574
Position 1836: 0.0075958852457202065
Position 1105: 0.007322369802387097
Position 2301: 0.0063949566714331255
Position 1850: 0.004595281267746817
Position 1749: 0.0041191352951061785
Position 578: 0.003925572994610471
Position 2353: 0.0026257982839512305
Position 1177: 0.002423039321785725
Position 2497: 0.0020819989343442875
Position 1393: 0.001899313281867556
Position 1880: 0.0018697234276210917
Position 2381: 0.0014855457536781915
Position 912: 0.0013610934883047485
Position 1797: 0.0013595856309575212
Position 2483: 0.001341880650940384
Position 1439: 0.001326148175103153
Position 2411: 0.0012663109478899333
Position 1110: 0.001249700384065934
Position 915: 0.0010287581224483354
Position 1573: 0.0009980397289191005
Position 1304: 0.0009951765976333933
Position 717: 0.0009273803090262973
Position 605: 0.000881398359913269
Position 1454: 0.0008371081853486462
Position 1716: 0.0008361151246224064
Position 2614: 0.0008317221696627666
Position 949: 0.0008274909537059104
Position 431: 0.0008064162389320326
Position 1037: 0.0007808061276614094
Position 1460: 0.0007765778739190291
Position 1405: 0.0006916753235321248
Position 1720: 0.0006341903789271605
Position 1136: 0.0005355447364045984
Position 1414: 0.000494390620573767
Position 2408: 0.00048477146577676503
Position 964: 0.00039191723486793346
Position 2291: 0.0003290821722152221
Position 2146: 0.00031353461133804244
Position 1307: 0.000310002068358259
Position 1133: 0.00027726783651988997
Position 885: 0.0001950730153935361
Position 332: 0.0001910024189005918
Position 1917: 0.0001822878229775243
Position 2372: 0.00014765012602737068
Position 2513: 0.0001356947742811847
Position 1282: 0.00012915109329602288
Position 624: 0.00011958037916937742
Position 1274: 0.00011481416234528564
Position 1428: 0.00011278318730352862
Position 2579: 0.00011088328938596941
Position 2621: 8.619489128515062e-05
Position 1883: 8.45737534923796e-05
Position 872: 7.35368896536039e-05
Position 2582: 6.715915473378149e-05
Position 1007: 5.9069169274689236e-05
Position 983: 5.589833861253552e-05
Position 205: 5.2828747087765725e-05
Position 1690: 4.970140525793178e-05
Position 755: 4.1163418790985186e-05
Position 1115: 3.769506944762791e-05
Position 1584: 3.603120415167243e-05
Position 393: 3.228264473331129e-05
Position 1424: 2.5595323270373837e-05
Position 329: 2.3248200114309118e-05
Position 1364: 2.0343463285481123e-05
Position 1862: 1.7585724968335454e-05
Position 1319: 1.275206910253236e-05
Position 241: 1.2411388663615272e-05
Position 352: 1.2370334883582575e-05
Position 1381: 1.1997435756717053e-05
Position 110: 9.946389121721128e-06
Position 335: 6.923607775997803e-06
Position 425: 6.223929622745788e-06
Position 263: 4.884577419372001e-06
Position 1079: 4.447247849749751e-06
Position 437: 3.609995934207552e-06
Position 473: 3.065319036832361e-06
Position 1166: 2.6959401425694903e-06
Position 133: 2.2936464337427748e-06
Position 648: 2.0811693017870037e-06
Position 291: 1.2507230335901183e-06
Position 224: 9.60696241095458e-07
Position 55: 2.9966780079077773e-07
Position 452: 2.991422574921736e-07
Position 640: 2.3258642720879587e-07
Position 152: 1.9014495791159413e-07
Position 586: 1.7654139500558647e-07
Position 164: 1.6723189554060262e-07
Position 61: 1.2080341196930793e-07
Position 90: 1.0860805047837929e-07
Position 467: 1.0266525413057757e-07
Position 93: 8.275737281664187e-08
Position 126: 6.196151260662923e-08
Position 759: 4.8169697317254907e-08
Position 173: 3.939351905324686e-08
Position 442: 3.188332460610564e-08
Position 114: 2.851851249530416e-08
Position 168: 2.8480989881203913e-08
Position 176: 2.3495613665769346e-08
Position 280: 2.001273389074206e-08
Position 482: 1.8634080518632056e-08
Position 449: 8.1740072848545e-09
Position 1013: 7.3280528315508215e-09
Position 284: 7.050158847616866e-09
Position 141: 6.627007206521073e-09
Position 159: 6.112540727243201e-09
Position 103: 4.050278358796251e-09
Position 500: 3.609508649335114e-09
Position 485: 3.411870034106225e-09
Position 303: 2.962223775288183e-09
Position 72: 2.222401297987424e-09
Position 476: 1.5625944083930436e-10
Position 494: 5.590655666538278e-11
Position 515: 5.390284170565654e-11
Position 433: 2.4521182678937158e-11
Position 135: 3.2304572061336936e-16
