Gene = nrm
index = 1822
Annotated 5SS: [  395  4072  9128  9336 12649 13225 13446 14450 14668 14934 15579 15823
 16191 16377 17191 20726 20879 21096 21241 22471 25798 26748 27816 28296
 31560 33830 36016]
Annotated 3SS: [ 3680  8955  9186 12477 13065 13368 14350 14507 14821 15396 15646 16058
 16260 16805 20595 20782 20936 21157 22283 25656 26713 27171 27935 31464
 32446 35121 39639]
SMsplice 5SS: [  143  9128  9336 12649 13225 13446 14668 14934 15579 15823 16191 17191
 20726 20879 21096 21241]
SMsplice 3SS: [ 8955  9186 12477 13065 13368 14350 14821 15396 15646 16058 16260 20595
 20782 20936 21157 41419]
top_k =  500
Partition function (log Z): 2.9815973861068317

Sorted 5' Splice Sites (High to Low Probability):
Position 21241: 0.9999586596206811
Position 9128: 0.9974039819948171
Position 20879: 0.9970312729551088
Position 20726: 0.9902763533042388
Position 15579: 0.9804563839355486
Position 21096: 0.9760187037065072
Position 17191: 0.9255331911987471
Position 16191: 0.9225284459140365
Position 9336: 0.9187898526241414
Position 31560: 0.8839134921703413
Position 14668: 0.8824941903373514
Position 13446: 0.8400233253407597
Position 14934: 0.7173710243533874
Position 15823: 0.5835999913162639
Position 12649: 0.5165167739552748
Position 13225: 0.4115624406461422
Position 16377: 0.3799496545105054
Position 4072: 0.36207219573622945
Position 9709: 0.28007895860757775
Position 31831: 0.24902953953224882
Position 15987: 0.21765429328931124
Position 12786: 0.19855611449265553
Position 14450: 0.1958553092716475
Position 13284: 0.1867857443120833
Position 143: 0.15951745784974924
Position 395: 0.14881798282617978
Position 15897: 0.14435223205052805
Position 960: 0.14204949644774534
Position 151: 0.13933194805485866
Position 9617: 0.13485754844080283
Position 17652: 0.13308883782755715
Position 10880: 0.12499566151398937
Position 203: 0.10013331721317022
Position 1222: 0.08608837421063974
Position 464: 0.07192274182484862
Position 259: 0.06867538302122891
Position 18556: 0.0655919713485533
Position 16934: 0.05298527670941996
Position 12585: 0.04758763934335582
Position 17994: 0.045854647897814835
Position 13197: 0.044723161747365764
Position 16948: 0.039482163695041456
Position 13886: 0.03682952663891756
Position 14938: 0.0335103498739528
Position 7673: 0.031800819036923375
Position 12612: 0.03166783245662229
Position 9864: 0.03031321350201712
Position 11047: 0.030121367449096367
Position 483: 0.027920848928318413
Position 15124: 0.027716674300557124
Position 2524: 0.027588450509588948
Position 18580: 0.02716133457016087
Position 13274: 0.022623421913740754
Position 34: 0.022461108126192692
Position 16708: 0.02173779656758546
Position 1613: 0.019796745763452736
Position 15252: 0.019715509364295784
Position 16195: 0.015221997459676602
Position 14994: 0.015063443416136385
Position 16187: 0.01300558242762381
Position 16876: 0.011383947406799329
Position 15011: 0.01134297500282416
Position 15035: 0.011233700966435339
Position 15827: 0.01080161034753541
Position 16477: 0.009458770522965045
Position 4725: 0.00811251614901651
Position 4448: 0.007840889075999176
Position 15018: 0.007187312485665972
Position 9531: 0.00703167834469747
Position 21080: 0.00690416200362136
Position 20675: 0.006373902919804617
Position 16302: 0.006301209677376417
Position 2279: 0.005812661172114216
Position 9428: 0.005799588894088622
Position 17195: 0.005790963419941197
Position 15771: 0.005618409403799248
Position 22471: 0.005510936229004842
Position 28778: 0.005265584099860126
Position 21089: 0.004592883417698806
Position 15851: 0.004282714861074748
Position 15768: 0.004212682445779047
Position 461: 0.003943276083458108
Position 15763: 0.0034088188316504352
Position 9369: 0.0032767091633718656
Position 15835: 0.0032251078761993744
Position 18080: 0.0031373722477329976
Position 16960: 0.003129313242067568
Position 15932: 0.002981644717943809
Position 9438: 0.0029703581516252542
Position 269: 0.002668041841147764
Position 101: 0.002651897999498594
Position 11238: 0.002521451562559594
Position 15842: 0.0022851889519710515
Position 10225: 0.0022597814548238684
Position 201: 0.002237072607324682
Position 10669: 0.0021457239365636326
Position 15924: 0.0021083687596712033
Position 9432: 0.0019132897454334713
Position 136: 0.0019036594033041206
Position 25798: 0.0017825763253731543
Position 443: 0.0017358549473948492
Position 15846: 0.0017076737183945314
Position 338: 0.001699592886808506
Position 279: 0.001580090409116207
Position 9132: 0.001543037952830585
Position 9362: 0.0015345512300254155
Position 10705: 0.0014110148888560286
Position 30: 0.001387002547304906
Position 16261: 0.0013822713063565883
Position 914: 0.0013580116828533734
Position 2837: 0.0013334649109474888
Position 9626: 0.001294873025364986
Position 9188: 0.001231214984847788
Position 26748: 0.0010856724582707792
Position 685: 0.0009947683976321473
Position 27816: 0.0009846916998203304
Position 15450: 0.0009814204647587246
Position 2470: 0.0009702397815712065
Position 2870: 0.0008178729461349619
Position 15840: 0.0007412161299035637
Position 15688: 0.0007008137864132431
Position 21100: 0.0006465215905038707
Position 15909: 0.0006022436318001487
Position 9218: 0.000582505002380597
Position 9641: 0.0005814949206094331
Position 18026: 0.000567615243403216
Position 16345: 0.0005088481210696884
Position 2708: 0.0004652648060179459
Position 28296: 0.000459433069561802
Position 9329: 0.00040183718477076113
Position 22153: 0.0003728782739669192
Position 9091: 0.00031578229923495964
Position 10478: 0.0003012945076451369
Position 17187: 0.00026879216447587846
Position 9516: 0.00026620882919702125
Position 17656: 0.00025456410108593794
Position 10387: 0.00024143676207993096
Position 1275: 0.00022252975400892703
Position 2213: 0.00020389954840859358
Position 23546: 0.00019421491795712514
Position 9294: 0.00018206134083713585
Position 24100: 0.0001798507262399433
Position 15447: 0.00013539402013979326
Position 4023: 0.0001287288802471766
Position 21102: 0.00012040673207046694
