Gene = SmydA-2
index = 1508
Annotated 5SS: [1186 1804]
Annotated 3SS: [1541 1859]
SMsplice 5SS: [1186 1804]
SMsplice 3SS: [1541 1859]
top_k =  500
Partition function (log Z): -5.564102304049587

Sorted 5' Splice Sites (High to Low Probability):
Position 1804: 0.9903341714567552
Position 1186: 0.8277648372810809
Position 871: 0.031011343326550294
Position 482: 0.022370043075778473
Position 152: 0.017505638693310434
Position 287: 0.0165978017114676
Position 1486: 0.01256210185091656
Position 796: 0.003875523478730412
Position 578: 0.0029999537698133837
Position 531: 0.0027021382430838436
Position 1455: 0.0020715036191020545
Position 244: 0.0020011944330986056
Position 2159: 0.0018091543546047701
Position 1302: 0.0017700102092896397
Position 760: 0.0016205908944121588
Position 49: 0.001555646766170682
Position 1290: 0.0013349227147094094
Position 156: 0.0012845117501903984
Position 1212: 0.001145216459782527
Position 2192: 0.001142042630034995
Position 644: 0.0009476717044327739
Position 331: 0.0008479057740769043
Position 418: 0.0008300025212990515
Position 1680: 0.000811430402986128
Position 54: 0.0005321940774653558
Position 241: 0.0005246146735097379
Position 106: 0.0005050084120943512
Position 521: 0.0004994075927245602
Position 1116: 0.00040952859105894076
Position 1134: 0.0003601188984788132
Position 753: 0.00030882501244442926
Position 1294: 0.000253579099773157
Position 19: 0.0002348479365741558
Position 66: 0.00022416062356380389
Position 1298: 0.00021341242837583915
Position 1385: 0.00018430978388146588
Position 254: 0.0001745317638403363
Position 403: 0.00016767845256607412
Position 222: 0.000158820331079678
Position 1306: 0.0001547209025374119
Position 306: 0.00015460117512100448
Position 1780: 0.00012083449215804914
Position 519: 0.00010925380083589516
Position 646: 9.544998205996997e-05
Position 1585: 9.455587171507101e-05
Position 443: 9.194323957561611e-05
Position 1163: 7.655630714546508e-05
Position 219: 7.302002766218088e-05
Position 1161: 7.210114701898503e-05
Position 2107: 6.842081388533597e-05
Position 1330: 6.600529729919969e-05
Position 1658: 5.944584777788409e-05
Position 2188: 5.666167205049847e-05
Position 423: 5.2160447628191826e-05
Position 1092: 4.8481486576687706e-05
Position 573: 4.764410920135652e-05
Position 1245: 4.323286528803277e-05
Position 1620: 3.989792960853957e-05
Position 2123: 3.562385113761985e-05
Position 1118: 3.392691542674881e-05
Position 633: 3.105752275355408e-05
Position 1538: 2.4139330512318784e-05
Position 1938: 2.0891659028677645e-05
Position 607: 1.8647833204714943e-05
Position 1899: 1.5362667438238758e-05
Position 767: 1.5061897311567469e-05
Position 985: 1.3703291056956496e-05
Position 561: 1.034266587935091e-05
Position 1251: 9.592683146018784e-06
Position 1103: 7.969257791010099e-06
Position 1314: 7.4895425138289645e-06
Position 509: 7.011448860328114e-06
Position 1711: 4.014069296497073e-06
Position 1839: 2.2889248899924856e-06
Position 2133: 1.7851511984941917e-06
Position 200: 1.4963321314862744e-06
Position 2110: 1.229274785889751e-06
Position 1623: 9.060062194349691e-07
Position 1988: 6.268859586657338e-07
Position 2186: 1.3621459102060638e-07
Position 198: 7.89586145823673e-09
Position 1589: 1.0075387594730116e-09
Position 1508: 8.989693546818919e-10
Position 962: 4.194733277341191e-10
Position 1072: 4.104281032812157e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1859: 0.9935220610693176
Position 1541: 0.8764187755969657
Position 1606: 0.0146187703918516
Position 1354: 0.014513809230358268
Position 1748: 0.014216633660677198
Position 922: 0.006731038754835721
Position 1279: 0.005663347241980558
Position 204: 0.0044402977675175636
Position 1508: 0.0038256481088163635
Position 1583: 0.0026006569073998152
Position 1461: 0.002429922582396615
Position 2219: 0.0019712927943228973
Position 1358: 0.0014871627484480973
Position 705: 0.0014582344782020655
Position 500: 0.001180712005858026
Position 1082: 0.0008265600993074559
Position 2241: 0.0008180664587416517
Position 1115: 0.0008083330927991902
Position 1632: 0.0006064049145240769
Position 452: 0.00045559750873936305
Position 679: 0.00039113541852228717
Position 254: 0.0003875414693851207
Position 2248: 0.0003195566186486416
Position 1884: 0.00031717557963263556
Position 350: 0.0002680044419925687
Position 792: 0.00024806088291283625
Position 841: 0.00024318773030097338
Position 341: 0.00022648140661618699
Position 555: 0.000225664855615023
Position 1589: 0.00022507161821689367
Position 1385: 0.00020527452582496893
Position 875: 0.00018113547705148414
Position 591: 0.00016591022671923045
Position 1616: 0.0001454740539614524
Position 210: 0.00014525851293103412
Position 685: 0.0001251770311783747
Position 1396: 0.00011551781056736571
Position 1727: 9.707245214079057e-05
Position 509: 9.361213376390614e-05
Position 1086: 9.283386018388133e-05
Position 2257: 8.0039087852726e-05
Position 919: 7.707964394705517e-05
Position 418: 4.941090522594572e-05
Position 1378: 4.935360806055796e-05
Position 1365: 4.575218547986984e-05
Position 999: 4.4131246412178986e-05
Position 1970: 3.921099876397397e-05
Position 219: 3.575570530167785e-05
Position 359: 2.379510593369767e-05
Position 155: 2.1642886900431497e-05
Position 1646: 2.104262252674493e-05
Position 101: 1.9794447989798978e-05
Position 884: 1.6888236722347635e-05
Position 1843: 1.5678395052851432e-05
Position 1871: 1.52611299102056e-05
Position 956: 1.277098536386394e-05
Position 1067: 1.2076413877690179e-05
Position 621: 7.603121746259062e-06
Position 1001: 7.395857206323211e-06
Position 810: 6.359969028522627e-06
Position 106: 5.469572334099411e-06
Position 1996: 5.026527173460226e-06
Position 2159: 3.6647126624107104e-06
Position 2035: 2.1458506690003843e-06
Position 2012: 1.6155951232671595e-06
Position 1903: 1.1609672767093542e-06
Position 1978: 7.812742526075567e-07
Position 1988: 5.296813524843759e-07
Position 732: 1.3622658723177133e-07
Position 1005: 1.0494344613617414e-07
Position 1055: 1.0144185135367746e-07
Position 760: 7.376888385035378e-08
Position 581: 5.836101472176201e-08
Position 319: 5.8335116649752856e-08
Position 1176: 5.2448860856986925e-08
Position 561: 5.235249308105691e-08
Position 390: 5.178737501132086e-08
Position 529: 4.6057362105674285e-08
Position 134: 4.083159976234261e-08
Position 120: 1.0832510798029262e-08
Position 331: 6.311835982127978e-10
