Gene = mge
index = 1790
Annotated 5SS: [711 928]
Annotated 3SS: [ 891 1399]
SMsplice 5SS: [711]
SMsplice 3SS: [891]
top_k =  500
Partition function (log Z): -4.814918429705987

Sorted 5' Splice Sites (High to Low Probability):
Position 711: 0.8282174663460876
Position 175: 0.6246961573476871
Position 928: 0.3469173753206301
Position 1243: 0.12648646391645885
Position 1182: 0.11659551610312262
Position 1153: 0.048827618549196865
Position 47: 0.025456352934042276
Position 41: 0.019637317238917394
Position 1009: 0.016145012787546025
Position 802: 0.007025117886794448
Position 1299: 0.0067477980471040925
Position 351: 0.00397024823905779
Position 1287: 0.0035911026619604154
Position 1640: 0.003565546580043145
Position 974: 0.0027051429133690603
Position 715: 0.0023997453204433667
Position 1022: 0.0014935893848603032
Position 75: 0.0014019324098348584
Position 1031: 0.0012660688355214218
Position 945: 0.0012381978645111377
Position 723: 0.0010325821045775816
Position 1047: 0.0008694599492264444
Position 472: 0.0008670621436991889
Position 516: 0.0007370141716124604
Position 1832: 0.0006083138135778286
Position 250: 0.0005740576957995003
Position 356: 0.0004848141755380289
Position 1068: 0.00047375695461039007
Position 243: 0.00045299826694034616
Position 2008: 0.00040845710290497055
Position 2015: 0.00039471645112217253
Position 941: 0.00037185087965527463
Position 1481: 0.00031155589786959094
Position 485: 0.00028168523384642616
Position 456: 0.0002627007548824625
Position 1784: 0.0002621189586534893
Position 1794: 0.0002256721904311889
Position 808: 0.0002192421201466029
Position 1659: 0.00021158332631571417
Position 206: 0.0002099806784094157
Position 239: 0.00019677097369435957
Position 155: 0.0001557296885406712
Position 552: 0.0001472593807852424
Position 60: 0.00014503869666100544
Position 226: 0.0001282712397995883
Position 105: 0.00011979013274583119
Position 765: 0.00011890829670863477
Position 1988: 7.595749434823691e-05
Position 1496: 7.405556205316011e-05
Position 13: 6.470769627147951e-05
Position 812: 4.709580379940625e-05
Position 341: 4.4499705376813154e-05
Position 726: 3.987132097628865e-05
Position 576: 3.536500426395738e-05
Position 7: 3.063633651989584e-05
Position 55: 1.9734635980852174e-05
Position 694: 1.754610840782331e-05
Position 591: 4.33080849926908e-06
Position 702: 2.3319690626082083e-06
Position 181: 2.164070197981967e-06
Position 550: 1.94541069759947e-06
Position 736: 1.3907269300052924e-06
Position 1206: 9.444912723356778e-07
Position 1247: 7.381728783209555e-07
Position 1173: 7.257523712685192e-07
Position 501: 3.912293289046178e-07
Position 137: 2.4357729042186516e-07
Position 1138: 3.810339983070845e-08
Position 1126: 3.005537960892829e-08
Position 179: 6.580867661372755e-09
Position 241: 1.0703721880139711e-09
Position 270: 8.075265752809044e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 891: 0.8828482450192089
Position 1399: 0.6339583593719754
Position 514: 0.11877808678244817
Position 413: 0.10687579858434235
Position 239: 0.06326256508092978
Position 289: 0.05432231245733814
Position 1093: 0.040979532808126856
Position 440: 0.035372508687107986
Position 591: 0.031759091542879696
Position 226: 0.03040659763041302
Position 89: 0.02615889960729005
Position 1347: 0.022596375547617942
Position 1892: 0.01844828568877425
Position 137: 0.015463566657422977
Position 525: 0.011011934022223247
Position 1286: 0.010876487754841286
Position 1313: 0.00951039451978401
Position 1350: 0.009160721243877464
Position 247: 0.008802298987884611
Position 644: 0.006871218824530998
Position 768: 0.006599508518343691
Position 456: 0.0063142761463067494
Position 576: 0.005967182459588398
Position 1058: 0.0058760798553438185
Position 1025: 0.005382476013529957
Position 567: 0.004045444730399938
Position 1067: 0.003953699148441318
Position 268: 0.0032723733861579445
Position 954: 0.0027612835631465418
Position 1353: 0.0023043039533684126
Position 974: 0.0021895362264145817
Position 1250: 0.0018546739328868047
Position 2072: 0.0016560602560541664
Position 1818: 0.0011689581733569153
Position 825: 0.0011410841896971717
Position 1031: 0.0009947952307934828
Position 822: 0.0007637545689006006
Position 292: 0.0007427293085765553
Position 492: 0.0007077650962893754
Position 1539: 0.0006952799332921753
Position 1742: 0.0005729177711879389
Position 1008: 0.0005336849261102441
Position 666: 0.00044958894592955024
Position 1232: 0.0003155310815040037
Position 1867: 0.000281885650731241
Position 765: 0.00025785862236278633
Position 1365: 0.0002428822500527159
Position 1942: 0.00014951589689404698
Position 602: 0.00013340442436055228
Position 649: 7.569739907150699e-05
Position 254: 7.231455374090706e-05
Position 341: 6.222574052714719e-05
Position 632: 5.205033594605252e-05
Position 256: 3.337149189535289e-05
Position 367: 2.0565207516477347e-05
Position 197: 8.099986561754672e-06
Position 174: 2.2422975836816433e-06
Position 673: 1.1389272679868242e-06
Position 915: 3.36795980170715e-07
Position 179: 1.7724258667031163e-08
Position 168: 1.491373711024001e-08
Position 209: 1.1920760688415446e-08
Position 677: 7.448072227144687e-09
Position 203: 4.638058500916087e-09
