Gene = Psf2
index = 1390
Annotated 5SS: [ 37 593]
Annotated 3SS: [342 650]
SMsplice 5SS: [593]
SMsplice 3SS: [650]
top_k =  500
Partition function (log Z): -6.565953792094702

Sorted 5' Splice Sites (High to Low Probability):
Position 593: 0.8655546971425417
Position 310: 0.24573153083536595
Position 37: 0.04776338282358009
Position 597: 0.043787483693407396
Position 71: 0.03296778881103007
Position 604: 0.03201865997173894
Position 283: 0.012583694455482786
Position 28: 0.009226341546192488
Position 608: 0.007052625461216001
Position 995: 0.005575409345665502
Position 331: 0.002227251576492299
Position 986: 0.0018122328580780565
Position 57: 0.0017145418663283547
Position 912: 0.0007364207460996167
Position 871: 0.0007089288937883899
Position 130: 0.000686739136661284
Position 1093: 0.0005215288246952947
Position 304: 0.000353742481127916
Position 959: 0.00023446899792914716
Position 933: 0.00021874613086681426
Position 980: 0.0002001370375870089
Position 1014: 0.0001952297748515608
Position 86: 0.00013653231663779335
Position 211: 0.00013589328229529326
Position 168: 0.00013096297437303897
Position 123: 0.00013043310795903212
Position 1039: 0.00012869417303178036
Position 25: 0.0001153200720303526
Position 528: 9.966962720727269e-05
Position 116: 9.511863534247638e-05
Position 184: 9.368360213903587e-05
Position 751: 7.737433397097407e-05
Position 1096: 7.496609456503182e-05
Position 285: 6.43519410948981e-05
Position 326: 5.697441549910101e-05
Position 518: 4.0483199901927516e-05
Position 201: 3.463908300791146e-05
Position 335: 3.159119655631694e-05
Position 253: 2.93072468049921e-05
Position 96: 2.4015576813150222e-05
Position 1115: 1.9768421313672675e-05
Position 685: 1.957429884455352e-05
Position 1067: 1.9401839284260416e-05
Position 1086: 1.928180024714515e-05
Position 780: 5.70714728117081e-06
Position 671: 4.207121792044143e-06
Position 314: 3.0346445417303853e-06
Position 696: 2.8300488077362933e-06
Position 651: 2.0233398108456734e-06
Position 1005: 1.7490295498489414e-06
Position 485: 1.718402988269886e-06
Position 1026: 1.3377277015354154e-06
Position 463: 1.2849537017540898e-06
Position 444: 8.116337842097631e-07
Position 471: 6.357262814820389e-07
Position 107: 4.0738495895971064e-07
Position 477: 2.7638269293335097e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 650: 0.9787297886257272
Position 412: 0.20101667929426253
Position 342: 0.034612269188408804
Position 147: 0.019047101277044395
Position 1160: 0.0172472359962456
Position 394: 0.01707119739160791
Position 86: 0.011461423257294353
Position 221: 0.009888587425762882
Position 537: 0.0074339327147442845
Position 116: 0.006355391683602061
Position 218: 0.002591370992025915
Position 113: 0.001898938659200026
Position 180: 0.0012638499372021837
Position 907: 0.0010063116255748046
Position 156: 0.000894622654154546
Position 869: 0.0006056753782256145
Position 688: 0.0005982673269458644
Position 459: 0.00041751857962253836
Position 696: 0.00027324160350375
Position 1014: 0.00024775085821597537
Position 518: 0.000160013698095552
Position 1054: 0.00014424327263395348
Position 509: 0.0001419515116386185
Position 123: 0.0001077521983346758
Position 177: 4.871926160874708e-05
Position 841: 4.056219413326038e-05
Position 973: 3.434445215457299e-05
Position 1074: 2.4316445237100026e-05
Position 816: 2.431257163910305e-05
Position 1115: 1.4268651011572962e-05
Position 1026: 1.0088930851091615e-05
Position 918: 9.618963200082158e-06
Position 1061: 8.43711358911168e-06
Position 275: 6.911923557748596e-06
Position 861: 6.578467423955655e-06
Position 235: 6.356381535925031e-06
Position 941: 5.283693373924969e-06
Position 260: 5.080356388159662e-06
Position 572: 4.683324225276229e-06
Position 223: 3.4593820480058513e-06
Position 242: 2.5890259997925383e-06
Position 1067: 2.4037872304936337e-06
Position 563: 1.3683677517770573e-06
Position 419: 7.461534310933374e-07
Position 149: 3.3159032261838553e-07
Position 282: 2.8187994657220036e-08
Position 163: 1.6976966556033395e-08
Position 244: 1.5474619373217218e-08
Position 304: 5.294259447925733e-09
Position 267: 1.0729112495131874e-09
