Gene = Vdup1
index = 1594
Annotated 5SS: [ 131 1582 1818]
Annotated 3SS: [1089 1634 1883]
SMsplice 5SS: [ 131 1582 1818]
SMsplice 3SS: [1089 1634 1883]
top_k =  500
Partition function (log Z): -5.717533346945285

Sorted 5' Splice Sites (High to Low Probability):
Position 1582: 0.9196825678582251
Position 1818: 0.8500822984739898
Position 131: 0.5576921905134059
Position 467: 0.15109774774136178
Position 946: 0.07505150803226034
Position 114: 0.06238065628474106
Position 942: 0.0589614631367613
Position 592: 0.056390468545882345
Position 1727: 0.05209403243907843
Position 1723: 0.04317927226154743
Position 728: 0.03252503561197606
Position 1822: 0.027632735697583562
Position 849: 0.026141794828119024
Position 950: 0.024924201648594185
Position 2309: 0.019873037736392846
Position 587: 0.017958512327927757
Position 404: 0.011742713275758092
Position 2297: 0.009177375126214296
Position 9: 0.009106646413755913
Position 567: 0.008120391829126584
Position 875: 0.007362195593039941
Position 418: 0.00583087517127343
Position 413: 0.005031512611494729
Position 457: 0.004692136432947419
Position 2529: 0.0041169823988221966
Position 2552: 0.0036942429964181398
Position 328: 0.003517279200257414
Position 494: 0.0030543395333956307
Position 1039: 0.003004178487152952
Position 1777: 0.00238805154203872
Position 736: 0.0023270900734843353
Position 1092: 0.0019180804600586463
Position 1455: 0.0017163853295590877
Position 1028: 0.0014393097739788415
Position 1179: 0.0012281942380423807
Position 763: 0.00117357384472146
Position 168: 0.0009856836035432761
Position 1137: 0.0009348501497594246
Position 2132: 0.0009021045905736224
Position 461: 0.0008519467120773883
Position 1074: 0.0008197775166169643
Position 1690: 0.000760843407277921
Position 2187: 0.000715285043228823
Position 965: 0.00044208812105451666
Position 2456: 0.00043312519369335695
Position 2295: 0.00039375299899481453
Position 1451: 0.0003597154734987805
Position 1210: 0.00033157499776009997
Position 2152: 0.000312135124294156
Position 826: 0.00029337846320787577
Position 1537: 0.0002823163674458302
Position 1528: 0.00024295463510368696
Position 1264: 0.00023730314390203264
Position 2070: 0.00016670607911099195
Position 2393: 0.00015792703889110164
Position 145: 0.00012400474942108098
Position 1835: 0.00010281267075404574
Position 107: 9.278540913502176e-05
Position 2160: 8.380734475289827e-05
Position 2533: 7.711286852673021e-05
Position 623: 6.526936381369403e-05
Position 1700: 5.6612494690858236e-05
Position 530: 3.998787046829894e-05
Position 551: 3.129746884637933e-05
Position 47: 3.088522564793338e-05
Position 74: 2.3578307443316567e-05
Position 585: 2.2251976718454258e-05
Position 266: 1.7026448080861463e-05
Position 54: 1.580993641495821e-05
Position 37: 6.545264826463395e-06
Position 852: 4.969472065774608e-06
Position 51: 4.6228143595238595e-06
Position 3: 2.478919611735989e-06
Position 20: 1.990020258011917e-06
Position 428: 1.92102581487667e-06
Position 1947: 1.5900857052558604e-06
Position 958: 8.854301800694259e-07
Position 812: 8.056588224668148e-07
Position 2084: 7.327425069506534e-07
Position 533: 7.164877823662824e-07
Position 59: 6.268248143701308e-07
Position 961: 5.008831991522334e-07
Position 274: 4.1958534905943596e-07
Position 968: 4.0830908600360497e-07
Position 65: 2.069935029611851e-07
Position 335: 1.7780087655037347e-07
Position 44: 1.388947539249718e-07
Position 359: 1.3277688541518755e-07
Position 639: 1.2220756240185258e-07
Position 285: 2.2375166899084085e-08
Position 430: 1.0805070910356755e-08
Position 32: 8.112883149139469e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1883: 0.9284636112460085
Position 1634: 0.907703139929487
Position 1089: 0.3735800914272324
Position 1227: 0.2877262751272677
Position 657: 0.2126846836467851
Position 209: 0.07212397555293944
Position 2396: 0.0612738452637594
Position 909: 0.0365949976237973
Position 1777: 0.03078244209190291
Position 766: 0.024764379123266355
Position 1267: 0.023255150250236896
Position 274: 0.016541258706090082
Position 614: 0.015228673890442973
Position 812: 0.012939139996158864
Position 466: 0.012816064854851832
Position 585: 0.009636689215469535
Position 2619: 0.008787774660027026
Position 1653: 0.008222539603683058
Position 180: 0.006911989654990492
Position 164: 0.0034828875418005853
Position 65: 0.0030577984010324096
Position 691: 0.002756923698988628
Position 2532: 0.0020822730000542152
Position 266: 0.0016070227518379992
Position 168: 0.001409501553156974
Position 627: 0.0013812846377617336
Position 679: 0.001375572795289662
Position 703: 0.0013744338882387863
Position 1118: 0.0012990485004590372
Position 505: 0.001042167467293262
Position 1390: 0.0009193849173158037
Position 1400: 0.0008934525992790515
Position 981: 0.0008329779009561057
Position 1233: 0.0005663808531273057
Position 1194: 0.0005400866419970206
Position 733: 0.0004091752825608215
Position 1527: 0.00039390640154020773
Position 1518: 0.0003306928577642355
Position 2084: 0.00023112042816387848
Position 1664: 0.00021092967312438829
Position 961: 0.0001781999954753836
Position 394: 0.00013657510355269485
Position 494: 8.283108608329987e-05
Position 2431: 4.504423337965002e-05
Position 90: 3.951045315833376e-05
Position 355: 1.3971562771743544e-05
Position 398: 8.288127080964149e-06
Position 93: 4.745578223509419e-06
Position 335: 2.3223327832082094e-06
Position 118: 3.0771762506993757e-07
Position 130: 2.427695412529888e-07
Position 140: 3.209845109135815e-08
Position 279: 7.040953604019974e-09
