Gene = Ca-Ma2d
index = 1050
Annotated 5SS: [ 760 5475 5836 5971 6412 6625 7186 7496 7661 8149 8510]
Annotated 3SS: [4144 5658 5892 6034 6475 6679 7252 7566 7726 8337 8570]
SMsplice 5SS: [ 760 5475 5971 6412 6625 7186 7496 7661 8149 8510]
SMsplice 3SS: [4144 5658 6034 6475 6679 7252 7566 7726 8337 8570]
top_k =  500
Partition function (log Z): 34.21247955700507

Sorted 5' Splice Sites (High to Low Probability):
Position 6625: 0.998681850032571
Position 7186: 0.9979759268277687
Position 5971: 0.9979702868724999
Position 5475: 0.9958257895303195
Position 6412: 0.9923126344507375
Position 7496: 0.9888161896249039
Position 7661: 0.9854715675860022
Position 8149: 0.9496591793451759
Position 8510: 0.9147032864414589
Position 760: 0.8955219913233919
Position 5836: 0.4732324745500068
Position 8654: 0.18170963676907903
Position 9383: 0.16599530473444463
Position 50: 0.11814972755653887
Position 4959: 0.05842599691824431
Position 2346: 0.028667282557495066
Position 6763: 0.02780697577125419
Position 8449: 0.02572458458804549
Position 4362: 0.0254352200419889
Position 9694: 0.025030872390141654
Position 9378: 0.015558530156969784
Position 8137: 0.01513848923345525
Position 9498: 0.014307221597668446
Position 553: 0.01094918062153114
Position 7833: 0.009934128825401269
Position 4351: 0.009582855979951425
Position 5587: 0.009375730894869365
Position 1614: 0.008930753394327983
Position 1106: 0.008020843976655324
Position 4025: 0.007591164687966329
Position 3616: 0.007501273012965893
Position 1366: 0.00703831820324859
Position 3634: 0.0063542189813930615
Position 9753: 0.006335245686356255
Position 113: 0.0063246990136105125
Position 8054: 0.00628683760846863
Position 4332: 0.006135560597062361
Position 4796: 0.005962406788919887
Position 1067: 0.005733280723085043
Position 4337: 0.005699313598299563
Position 1181: 0.005219856154640041
Position 4229: 0.005183857369318213
Position 7667: 0.005138157556625372
Position 6418: 0.004209291708475916
Position 787: 0.004073323680186348
Position 601: 0.00401740704610341
Position 461: 0.0032907014075764223
Position 5585: 0.0032572524841388154
Position 1966: 0.0031288793921737702
Position 2226: 0.0026925690012498194
Position 4946: 0.0026238611142898024
Position 3124: 0.0023814001280598016
Position 3720: 0.0023348838159235434
Position 2299: 0.0022632848110746783
Position 764: 0.0020506017935485845
Position 4299: 0.002022135777617265
Position 9000: 0.0019671826532686384
Position 7814: 0.001826353690831859
Position 797: 0.001761873650347943
Position 6917: 0.0017531661431473694
Position 606: 0.0016238509590890064
Position 9104: 0.0014815950487875452
Position 9962: 0.0014801512683514475
Position 7768: 0.0012986360922506307
Position 7758: 0.0012671409713255499
Position 1885: 0.0012200354485961827
Position 6155: 0.001186250555475044
Position 409: 0.0009853869637249848
Position 1277: 0.0009462617350101927
Position 8514: 0.0008084424211422721
Position 8153: 0.0007650160601464879
Position 6629: 0.0007453205913568859
Position 6898: 0.0007414710307145465
Position 8294: 0.0007040145451132136
Position 8024: 0.0006837308860784261
Position 5301: 0.0006754058201839453
Position 6416: 0.000649170187193241
Position 4238: 0.0006369415226113402
Position 6960: 0.0006314962965453336
Position 128: 0.0006015115585470608
Position 4379: 0.0005645120988144141
Position 6904: 0.0005594934854324285
Position 8456: 0.0005368641594881928
Position 9354: 0.0005277882197665468
Position 7641: 0.0005168203272296671
Position 5390: 0.0005155307853646442
Position 6398: 0.0005012794482484606
Position 7996: 0.0004998739571632494
Position 442: 0.00048270808965957256
Position 6792: 0.0004623479486769098
Position 7915: 0.0004449424472374189
Position 7060: 0.00044347533920015357
Position 3070: 0.00042350825761724585
Position 6782: 0.0004124039018156308
Position 8159: 0.0003855053554233553
Position 6816: 0.00036712683906474326
Position 619: 0.00034886663761053867
Position 9898: 0.00033551708254631957
Position 1452: 0.0003345605294886609
Position 8002: 0.00033105141414478093
Position 1377: 0.0002947222555732676
Position 4954: 0.0002894897728936523
Position 458: 0.00028847128650270995
Position 7485: 0.0002782973259638853
Position 4283: 0.0002727380395327921
Position 9296: 0.0002614208922438953
Position 1281: 0.0002609419465589239
Position 7990: 0.00025966196727053803
Position 1078: 0.00024410227769096696
Position 8488: 0.0002427931980790491
Position 8191: 0.00023204983819514568
Position 8165: 0.0002223016814498555
Position 8211: 0.00021540640846953797
Position 7470: 0.00019741154739850934
Position 7500: 0.00019300360176825152
Position 2836: 0.00018246804442539913
Position 531: 0.00016929575909038208
Position 7665: 0.00016874093239783634
Position 3236: 0.00016828114279638265
Position 1527: 0.0001676738106693214
Position 294: 0.0001644017148201809
Position 8029: 0.00016402513572832882
