Gene = Clc
index = 1080
Annotated 5SS: [54]
Annotated 3SS: [1731]
SMsplice 5SS: [54]
SMsplice 3SS: [1435]
top_k =  500
Partition function (log Z): -11.521730905963441

Sorted 5' Splice Sites (High to Low Probability):
Position 54: 0.5249093476182242
Position 632: 0.34173076546586245
Position 1478: 0.1292586753531352
Position 1678: 0.11416843290659155
Position 488: 0.04648368529753577
Position 1127: 0.03632682449708459
Position 2405: 0.01419345660382157
Position 1272: 0.013882716773640271
Position 48: 0.009633826089272081
Position 1615: 0.009569536692364064
Position 1560: 0.008672024146455284
Position 1899: 0.007479258957473618
Position 1684: 0.006386029349903223
Position 1132: 0.005849988613383423
Position 503: 0.0027006409710100287
Position 157: 0.0025440425592216757
Position 2387: 0.0025336636268390744
Position 600: 0.002513878401606505
Position 40: 0.0017801231736044503
Position 784: 0.0012558536534362365
Position 549: 0.0011808253140879969
Position 240: 0.0011062572585314949
Position 1352: 0.0008954262248385166
Position 32: 0.0008645937372410624
Position 732: 0.0008294789111599895
Position 1280: 0.0008209824925072738
Position 859: 0.0006616343603072383
Position 1150: 0.000661128178174504
Position 58: 0.0006283501351841482
Position 1290: 0.0006268822511275004
Position 729: 0.0004596435597513093
Position 170: 0.0004482379900663079
Position 770: 0.0004024948796667721
Position 1162: 0.00038983222012923873
Position 519: 0.00029590552632220664
Position 753: 0.00029313574726928896
Position 126: 0.00027628679716755966
Position 779: 0.0002722376740021188
Position 760: 0.00017771451687883288
Position 232: 0.00016105921648735668
Position 1488: 0.0001559906472388757
Position 1482: 0.0001470002291181125
Position 410: 0.00014609015289471165
Position 909: 0.00010959955398808217
Position 180: 8.390513308136452e-05
Position 1318: 8.113017395359799e-05
Position 583: 4.019950845500364e-05
Position 295: 3.747584591316561e-05
Position 727: 3.6121739485908545e-05
Position 1510: 2.4505954461986795e-05
Position 391: 1.6291713639380558e-05
Position 1000: 1.612224699410972e-05
Position 1016: 1.0380431445731278e-05
Position 291: 9.373091373559655e-06
Position 782: 7.843157504128034e-06
Position 373: 6.95001123374731e-06
Position 1350: 6.177207918159475e-06
Position 707: 4.902900605924513e-06
Position 114: 3.4014343902019083e-06
Position 658: 3.164710135002655e-06
Position 527: 3.0964222342143274e-06
Position 511: 2.9735483159227666e-06
Position 653: 8.465314178572555e-07
Position 542: 8.272524342549419e-07
Position 844: 7.967459542309959e-07
Position 636: 6.369607314650271e-07
Position 881: 5.690058212511903e-07
Position 540: 5.516150736114295e-07
Position 677: 4.2841762835078693e-07
Position 425: 3.7286394845686537e-07
Position 553: 2.961079211779569e-07
Position 246: 2.200104566688687e-07
Position 577: 2.1911205073589747e-07
Position 663: 2.139417069485915e-07
Position 274: 1.9611917433723162e-07
Position 661: 1.749606238087084e-07
Position 464: 1.0174082066622238e-07
Position 244: 9.591999838717468e-08
Position 271: 3.45977733166473e-08
Position 561: 4.233021754282818e-09
Position 564: 3.794630480258272e-09
Position 257: 4.795546353480196e-10
Position 616: 5.053168261316027e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1435: 0.34276709830130275
Position 1731: 0.1982373555649452
Position 858: 0.1757774113582191
Position 280: 0.12195075650835127
Position 1194: 0.08952661054748016
Position 1214: 0.05749918086686532
Position 1564: 0.05541236804246156
Position 271: 0.052105545292236315
Position 1553: 0.03839929368161338
Position 1592: 0.03017291449840508
Position 999: 0.028486372421222848
Position 404: 0.018783711681834063
Position 2526: 0.014775649723186655
Position 1980: 0.013860973177929403
Position 691: 0.01302473427474111
Position 2575: 0.009129981477435831
Position 1609: 0.006137326770752277
Position 1332: 0.0030056795781919538
Position 385: 0.002896048955873316
Position 1886: 0.0028882013602078566
Position 487: 0.0025883221687649583
Position 1526: 0.0018399127157063284
Position 2314: 0.0017910132604007554
Position 1048: 0.0017148397460670067
Position 720: 0.00161585241656987
Position 631: 0.001572274779848251
Position 1247: 0.0015664350476225395
Position 812: 0.001278406541818187
Position 1777: 0.0008572453586169417
Position 826: 0.0007162229633554506
Position 600: 0.000579057265750473
Position 2674: 0.0005628480610328429
Position 464: 0.0005469325850686375
Position 1086: 0.00047015506078924054
Position 2466: 0.00046098933830508796
Position 2562: 0.0003621264856840741
Position 145: 0.00022985506094475418
Position 253: 0.00022843486024658736
Position 760: 0.00014676731969197514
Position 257: 0.00012148536888166377
Position 527: 0.00010843949300804882
Position 310: 8.695442037460516e-05
Position 336: 2.368510167660265e-06
Position 540: 7.73872847341303e-09
Position 362: 3.3663213733395748e-09
