Gene = mxt
index = 1811
Annotated 5SS: [  57 1654 2042 2209 2584 3127 3578 3756]
Annotated 3SS: [1078 1719 2136 2522 2648 3183 3636 4947]
SMsplice 5SS: [  57 1654 2042 2584 2987 3127 3578 3756]
SMsplice 3SS: [1078 1719 2343 2648 3052 3183 3636 4947]
top_k =  500
Partition function (log Z): 14.085565714276477

Sorted 5' Splice Sites (High to Low Probability):
Position 1654: 0.9991899651159717
Position 3578: 0.9893974060585454
Position 2584: 0.9615662663800294
Position 3127: 0.9288914409721343
Position 2042: 0.912876906906125
Position 3756: 0.8208657758793634
Position 57: 0.791599000520116
Position 2987: 0.7758662392030291
Position 4490: 0.25942639364617104
Position 4857: 0.13804084353708374
Position 576: 0.06512779582215912
Position 1017: 0.05821153152345905
Position 2209: 0.0473594745116295
Position 2593: 0.023810878238195467
Position 1033: 0.02150976483993341
Position 2992: 0.017260750550406306
Position 4758: 0.014664536331091571
Position 4772: 0.013380083416893064
Position 1006: 0.01197925655841233
Position 3530: 0.008164898419865155
Position 3787: 0.00811123392571682
Position 3131: 0.0077266592869310565
Position 195: 0.007624330461315709
Position 4375: 0.0073395479958154285
Position 67: 0.0070703420177973125
Position 4703: 0.00607670898900549
Position 4659: 0.005537401308972834
Position 215: 0.005483613091723092
Position 132: 0.005220844956305191
Position 1937: 0.005093413962658205
Position 2588: 0.005069456805483312
Position 4232: 0.004396170909051198
Position 1450: 0.004110331648139667
Position 885: 0.003427106954501309
Position 4869: 0.002821827393350866
Position 652: 0.002804548447724048
Position 770: 0.0027074480660758127
Position 1025: 0.002481024902582834
Position 3152: 0.002208755638484159
Position 4083: 0.0021138895365908484
Position 4196: 0.0020986530119414598
Position 5138: 0.002035254184361291
Position 3846: 0.001953786085397928
Position 14: 0.0017196819152096
Position 2421: 0.0016381160800597084
Position 957: 0.0013885542360573874
Position 1348: 0.0013481695870552388
Position 2136: 0.0008804200610285836
Position 3121: 0.00085043138273031
Position 1474: 0.0007863278041259815
Position 1942: 0.0007197217500899686
Position 622: 0.0006604165155833522
Position 1476: 0.0005927284110700762
Position 2999: 0.0005488596348363949
Position 648: 0.0005357269898751403
Position 1949: 0.0004877179889203259
Position 411: 0.00043652016012929294
Position 1658: 0.000378279319094005
Position 1387: 0.00035751983605117967
Position 973: 0.000329228721966527
Position 2801: 0.0003138518099346114
Position 491: 0.00031351582984027077
Position 927: 0.0003068662009557686
Position 1151: 0.00029382507610641414
Position 1085: 0.00028709328836276003
Position 2698: 0.00027100140177359556
Position 4523: 0.00026116528079774497
Position 5108: 0.00024879406720082785
Position 1391: 0.0002416274461988855
Position 3136: 0.000240983394891345
Position 3142: 0.00023184229289822738
Position 1663: 0.0002309792802184149
Position 2773: 0.00022218220084794726
Position 4861: 0.0002156709633162958
Position 4707: 0.00021017696328079163
Position 1368: 0.00018989239064931408
Position 804: 0.00018512326135491442
Position 218: 0.0001470744823108672
Position 1801: 0.00014029120981681834
Position 3049: 0.0001289767547461351
Position 3389: 0.00012774421593802904
Position 51: 0.0001234506734469535
Position 199: 0.00012092253510249921
Position 3161: 0.00011748107757554349
Position 3053: 0.00011410803242230441
Position 865: 9.543709674085415e-05
Position 2926: 8.95103345027734e-05
Position 2226: 7.042515730377088e-05
Position 2235: 6.655648308015395e-05
Position 526: 6.276693809644592e-05
Position 1381: 6.250496259564697e-05
Position 580: 5.999893677684593e-05
Position 4596: 5.4883479319111924e-05
Position 1897: 5.4705168564490076e-05
Position 502: 5.450902302848762e-05
Position 2386: 5.2877054066038514e-05
Position 386: 5.1757468151168364e-05
Position 1799: 4.885007697080593e-05
Position 113: 3.9542464460746897e-05
Position 645: 3.7768110593856076e-05
Position 1789: 3.741744143741177e-05
Position 333: 3.677432416365228e-05
Position 1805: 3.452525485629283e-05
Position 168: 3.3147207251607646e-05
Position 4143: 3.078541230764253e-05
Position 2294: 3.007129854980905e-05
Position 2436: 2.5481816729309043e-05
Position 392: 2.5312194728365005e-05
Position 101: 2.2618916459101736e-05
Position 3406: 2.117431836947617e-05
Position 1648: 2.00337380510071e-05
Position 833: 1.937331746359919e-05
Position 4049: 1.928223972575132e-05
Position 2446: 1.756340522948418e-05
Position 1995: 1.7475576431512024e-05
