Gene = fal
index = 1699
Annotated 5SS: [ 535 2649 2885 3656]
Annotated 3SS: [2481 2712 2954 3713]
SMsplice 5SS: [ 535 2649 2885 3656 3825]
SMsplice 3SS: [2481 2712 2954 3713 3886]
top_k =  500
Partition function (log Z): 7.2874570913173535

Sorted 5' Splice Sites (High to Low Probability):
Position 2885: 0.9988629498781315
Position 2649: 0.9968775590391172
Position 535: 0.8516261592047901
Position 1996: 0.665917123366027
Position 3656: 0.6596498741051003
Position 3825: 0.5875598389951594
Position 2280: 0.38346482520446734
Position 2396: 0.30775514757505207
Position 3473: 0.15945164033247658
Position 3345: 0.09689716476520353
Position 1733: 0.09083986628971562
Position 2267: 0.07934223040903289
Position 214: 0.05977041950108278
Position 2231: 0.05072903144620112
Position 3309: 0.0236964820299706
Position 1255: 0.019838327526081386
Position 3632: 0.018674690932415333
Position 1482: 0.015704043308066115
Position 3085: 0.012145972221954574
Position 546: 0.007777317778404751
Position 917: 0.007633894335181003
Position 2360: 0.007488611525803878
Position 2243: 0.007068399646391348
Position 3187: 0.006571945688624269
Position 3582: 0.0038379274202400408
Position 2299: 0.0037776189149201006
Position 1200: 0.0033866653450713466
Position 2665: 0.002920329912852464
Position 251: 0.0025747132383450795
Position 3240: 0.0022766981039601046
Position 557: 0.0018965537349430342
Position 796: 0.0018337300310671508
Position 209: 0.0016757786032605107
Position 394: 0.0016133855460782657
Position 4188: 0.0015719457626620227
Position 2314: 0.0011580547416342088
Position 882: 0.0010309367996904836
Position 3399: 0.0010192758377756649
Position 976: 0.0009943950655158312
Position 1384: 0.0007821577558402655
Position 2273: 0.0006986357012057547
Position 1468: 0.0006951509207774095
Position 2294: 0.0006461130869155997
Position 3806: 0.0006382191013795731
Position 3962: 0.0006013324245491511
Position 695: 0.0006001785346976019
Position 2237: 0.0005123049464500044
Position 3393: 0.0004534483458731297
Position 785: 0.00044471752968640543
Position 3049: 0.000367780944522547
Position 670: 0.00036672553552659386
Position 3911: 0.0003649579614455437
Position 642: 0.0003235005430748026
Position 1796: 0.00031043436306875307
Position 3739: 0.00030797467829566934
Position 564: 0.0002723038403326452
Position 381: 0.0002701187475068288
Position 334: 0.00026756644574202186
Position 909: 0.00026436939216757676
Position 3591: 0.00020468551393935345
Position 28: 0.00019964189356930145
Position 1671: 0.00019224240032676628
Position 53: 0.00018975019446694274
Position 3516: 0.00016814776578390618
Position 766: 0.0001675206451599255
Position 3271: 0.00016535985034289282
Position 3800: 0.00014708732530587895
Position 3384: 0.00014188783652314098
Position 2860: 0.00014006069267377864
Position 1960: 0.0001397164089878132
Position 30: 0.00013681057462381542
Position 2864: 0.00011541836510528787
Position 2896: 9.5394496275458e-05
Position 73: 9.27283832395456e-05
Position 3162: 8.393954848053472e-05
Position 2500: 8.327645214399407e-05
Position 3037: 7.478144845878558e-05
Position 1270: 6.970520509585169e-05
Position 2219: 6.877894249662196e-05
Position 712: 6.505444387575652e-05
Position 539: 6.11672647325236e-05
Position 2106: 5.211812110627939e-05
Position 826: 5.09696698749023e-05
Position 2252: 4.470102184298077e-05
Position 2889: 4.3790008293333304e-05
Position 3320: 4.164545385948148e-05
Position 3430: 4.1498406028145806e-05
Position 2225: 3.965219570550809e-05
Position 2153: 3.3435401353687705e-05
Position 184: 3.324704878659121e-05
