Gene = Daxx
index = 1129
Annotated 5SS: [ 322 5183 5424]
Annotated 3SS: [1053 5242 5561]
SMsplice 5SS: [ 322 1471 5183 5424]
SMsplice 3SS: [1053 5081 5242 5561]
top_k =  500
Partition function (log Z): -8.823085913780712

Sorted 5' Splice Sites (High to Low Probability):
Position 5183: 0.6829982521670396
Position 1471: 0.6747236860746454
Position 5424: 0.5741803847584603
Position 322: 0.5723272729107207
Position 630: 0.26828430057716596
Position 4554: 0.0903405704726431
Position 5905: 0.07111377362427938
Position 4539: 0.03925343337978911
Position 353: 0.03773105943783054
Position 1999: 0.030836854178178007
Position 1621: 0.027901264544783023
Position 1414: 0.02645793707647031
Position 1109: 0.025806266649764393
Position 5408: 0.018781385631623917
Position 373: 0.016970528516755082
Position 678: 0.014681458774201558
Position 361: 0.012716765655771704
Position 991: 0.009480780026290886
Position 357: 0.008792250106163874
Position 207: 0.00785290609201051
Position 961: 0.0077858147640784
Position 406: 0.006652760770910037
Position 359: 0.0058430629037121845
Position 378: 0.005138231665286458
Position 6287: 0.004802699922352282
Position 1171: 0.004517931146392037
Position 60: 0.0036587535440857455
Position 617: 0.003434379250305884
Position 349: 0.003160209112411532
Position 806: 0.002929622789770779
Position 412: 0.0027032533622373006
Position 6251: 0.0021769478157614656
Position 3256: 0.0021014454174885086
Position 223: 0.0018172248025208853
Position 228: 0.001740381165146989
Position 926: 0.0013230859381934015
Position 5163: 0.0011161881182502173
Position 1477: 0.0009927392090716789
Position 971: 0.000989384150000266
Position 625: 0.0008863784781719558
Position 979: 0.000662269287696148
Position 949: 0.0006090703710173552
Position 6574: 0.0006063082671365237
Position 683: 0.0005117857775211161
Position 1410: 0.0004941041111397691
Position 989: 0.0004624713777526567
Position 71: 0.0004420800817346298
Position 162: 0.00044159529996336944
Position 5263: 0.0004241203999803839
Position 382: 0.00040193309069832606
Position 363: 0.0003799197305221977
Position 1219: 0.0003444372543518706
Position 152: 0.00031289223378219494
Position 178: 0.0002922017299554525
Position 365: 0.00024589779240408047
Position 858: 0.00023463740283561507
Position 658: 0.00018925141337470156
Position 517: 0.00016241660351425831
Position 653: 0.0001540873304441391
Position 1250: 9.369226815318424e-05
Position 20: 9.284574527211047e-05
Position 1213: 8.09602506381343e-05
Position 96: 7.484950978147531e-05
Position 309: 7.451955600775142e-05
Position 1753: 6.791919268195573e-05
Position 185: 6.235009246716996e-05
Position 241: 5.318142963984775e-05
Position 410: 4.840141932407086e-05
Position 154: 4.7575794139665965e-05
Position 1282: 4.247944794590262e-05
Position 634: 4.087801320684329e-05
Position 596: 3.7914645520471525e-05
Position 887: 3.7319757908244085e-05
Position 810: 3.511338390643312e-05
Position 651: 3.1507388750857604e-05
Position 283: 3.043754212432638e-05
Position 692: 2.9338982412975547e-05
Position 50: 2.7175418192409663e-05
Position 1233: 2.3169777835014797e-05
Position 279: 2.2164133512305385e-05
Position 41: 2.108402604096109e-05
Position 2140: 1.8436337655582203e-05
Position 134: 1.659962644178252e-05
Position 868: 9.137026466556415e-06
Position 485: 8.292127512291736e-06
Position 557: 7.3708571780595866e-06
Position 428: 6.704807106160439e-06
Position 1574: 4.967663918404432e-06
Position 1444: 4.1861444628398876e-06
Position 418: 1.218766913715694e-06
Position 1512: 5.681017813798669e-07
Position 416: 3.9440105814653856e-07
Position 273: 3.491063645196797e-07
Position 1118: 2.0190300475626817e-07
Position 695: 2.0072446071700904e-07
Position 603: 1.2926612254697116e-07
Position 292: 1.2906308871689186e-07
Position 109: 1.159353040800975e-07
Position 139: 6.714225384355558e-08
Position 490: 6.522333908388699e-08
Position 523: 5.341247888073995e-08
Position 142: 5.323981321533252e-08
Position 103: 3.0065628066333115e-08
Position 1625: 1.7059492598901052e-09
Position 430: 4.707503878425548e-10
Position 256: 5.801387968322278e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5561: 0.8348343563631194
Position 1053: 0.7208938800364534
Position 5242: 0.71819517393477
Position 5081: 0.3582319230901577
Position 4311: 0.21050282266299886
