Gene = BORCS6
index = 44
Annotated 5SS: [  90  578 1109]
Annotated 3SS: [ 150  633 1165]
SMsplice 5SS: [  90  578 1109]
SMsplice 3SS: [ 150  633 1165]
top_k =  500
Partition function (log Z): -2.9243327543518736

Sorted 5' Splice Sites (High to Low Probability):
Position 578: 0.8411381573690354
Position 1109: 0.7715822131164809
Position 90: 0.4482216337307241
Position 16: 0.4021793426894772
Position 100: 0.11288252043435627
Position 1113: 0.022455542976774732
Position 582: 0.004388670541674364
Position 21: 0.0039044655044113614
Position 589: 0.003127625111943933
Position 1099: 0.0030426415774749047
Position 1208: 0.001719427760040261
Position 349: 0.0007016163399892612
Position 72: 0.0004260937861418534
Position 536: 0.00032310242948250346
Position 336: 0.00019477001521411052
Position 361: 0.0001205621270532182
Position 233: 7.08008741699192e-05
Position 1031: 5.137809691153207e-05
Position 1117: 4.7738663422103565e-05
Position 278: 4.474194752382637e-05
Position 1073: 3.137098901798631e-05
Position 1231: 2.840163253633967e-05
Position 805: 2.479478690578647e-05
Position 1037: 1.292704110282526e-05
Position 821: 8.155491025936986e-06
Position 713: 7.280094958847369e-06
Position 324: 7.020456842113581e-06
Position 778: 6.749873009399621e-06
Position 978: 6.3776696668040475e-06
Position 251: 5.131919320278236e-06
Position 972: 5.038067657533215e-06
Position 906: 4.232695531078508e-06
Position 993: 2.9156022157792425e-06
Position 111: 2.3918699120582916e-06
Position 117: 1.7809754763838113e-06
Position 890: 1.581711421519665e-06
Position 1193: 1.4784289759856705e-06
Position 1143: 8.933929013100735e-07
Position 849: 5.519892683465789e-07
Position 161: 4.056355214438267e-07
Position 861: 2.1085104242304783e-07
Position 227: 2.0241487897742248e-07
Position 1185: 1.1773073445473309e-07
Position 150: 1.1486386937526483e-07
Position 238: 5.070531123605021e-08
Position 183: 2.2586357867959883e-09
Position 603: 3.915793746621467e-13
Position 726: 1.2081778430544457e-13
Position 192: 1.0714888713154429e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 633: 0.8578874136613118
Position 150: 0.8576270357386779
Position 1165: 0.6154977489183596
Position 1168: 0.181484810229616
Position 128: 0.06850681328964248
Position 161: 0.026325302138109657
Position 178: 0.002343376257153614
Position 207: 0.0016811721268674305
Position 1265: 0.0016013521292082488
Position 69: 0.0012360437916392147
Position 183: 0.0007084331941134661
Position 1290: 0.0004373215362493263
Position 336: 0.00035230174297014793
Position 180: 0.00027881302047208674
Position 100: 0.00015265424258241635
Position 385: 0.00013302069971410222
Position 413: 0.0001270165514591041
Position 603: 0.00010910403473423674
Position 1172: 6.685165960823967e-05
Position 1089: 5.505715816132636e-05
Position 188: 5.20703053664366e-05
Position 705: 2.2703360037591557e-05
Position 271: 1.80672091913117e-05
Position 1216: 1.6847219239816358e-05
Position 849: 9.342348479662967e-06
Position 664: 8.228390901643721e-06
Position 859: 7.933840079220647e-06
Position 890: 6.973904145422831e-06
Position 830: 6.905411351287633e-06
Position 1248: 5.233668762319442e-06
Position 1201: 3.874590725050733e-06
Position 420: 2.868248182721449e-06
Position 1031: 1.8053914609242216e-06
Position 1037: 1.2571222836383628e-06
Position 1094: 9.27551336395558e-07
Position 521: 7.986110985582875e-07
Position 531: 6.818177849808211e-07
Position 1178: 6.610450576626819e-07
Position 1131: 5.442097348499802e-07
Position 536: 4.781984568036601e-07
Position 647: 4.486048568866763e-07
Position 884: 4.4223960204645643e-07
Position 616: 3.932741809904203e-07
Position 1141: 3.833558773516383e-07
Position 355: 3.277775346511522e-07
Position 369: 2.9296649055586324e-07
Position 1001: 2.4038709738987307e-07
Position 425: 1.613096091603568e-07
Position 901: 1.5007499589473396e-07
Position 501: 1.4797507141337124e-07
Position 481: 1.1539987794151735e-07
Position 560: 7.852761623190174e-08
Position 265: 7.709152361981141e-08
Position 554: 6.240863766939903e-08
Position 275: 5.8278383313821724e-08
Position 246: 3.649335066880817e-12
Position 249: 1.1018389134379944e-12
Position 278: 2.302426602599239e-13
Position 251: 3.071347228679725e-17
