Gene = Ip259
index = 1234
Annotated 5SS: [35]
Annotated 3SS: [386]
SMsplice 5SS: [35]
SMsplice 3SS: [423]
top_k =  500
Partition function (log Z): -6.3664715477369045

Sorted 5' Splice Sites (High to Low Probability):
Position 35: 0.9364112052951465
Position 270: 0.09363913593259438
Position 360: 0.017604733140219833
Position 188: 0.005337113087255139
Position 378: 0.0029870025765956374
Position 881: 0.0013992049625479762
Position 537: 0.0008416616768793722
Position 631: 0.0006664430620750843
Position 48: 0.000319751455580794
Position 781: 0.00028858799545443593
Position 69: 0.0001637549315905716
Position 759: 0.00013973069262235164
Position 909: 0.00012966236424724693
Position 105: 8.496090210886589e-05
Position 74: 6.54283788846827e-05
Position 274: 6.206619352082995e-05
Position 121: 4.4725372499631675e-05
Position 352: 4.026566904793702e-05
Position 286: 3.7699229580050946e-05
Position 1061: 3.1463707461684436e-05
Position 245: 2.892374614937174e-05
Position 814: 2.364261471194919e-05
Position 1166: 2.2127182322531503e-05
Position 392: 1.543554739599806e-05
Position 1141: 1.5047116733374108e-05
Position 917: 1.330718656962932e-05
Position 39: 1.115137577684446e-05
Position 1048: 5.100843440984401e-06
Position 1099: 4.4039056761226065e-06
Position 51: 2.332578519513683e-07
Position 227: 2.018333879070445e-07
Position 135: 1.631020210489695e-07
Position 180: 1.571650885362495e-07
Position 153: 1.0146881575273717e-07
Position 108: 3.796611944349898e-08
Position 652: 3.192632443426585e-08
Position 300: 2.909022859944039e-09
Position 293: 2.136740072802354e-09
Position 21: 6.014469683839011e-10
Position 453: 1.7758588601385128e-11
Position 503: 1.1259852001969755e-11
Position 429: 4.255854493158159e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 423: 0.6658749773313203
Position 386: 0.24863143693943968
Position 269: 0.036275941512427225
Position 108: 0.035156462841084944
Position 105: 0.020582012789784145
Position 450: 0.01784661983878219
Position 180: 0.015906169240013694
Position 313: 0.004659836131232282
Position 399: 0.0037378809215499503
Position 293: 0.003444801973808567
Position 689: 0.002849786492985681
Position 325: 0.0014316951232961265
Position 970: 0.0009586105825030784
Position 951: 0.0006917280045424074
Position 594: 0.0006283876078550909
Position 948: 0.0003415071064380888
Position 600: 0.0002269470594728879
Position 900: 0.0001613212570051438
Position 1222: 0.00011752519310592282
Position 735: 0.00011308826049246827
Position 1140: 0.00010504083506191131
Position 909: 8.617579369419097e-05
Position 220: 6.0024722230912974e-05
Position 843: 5.2426776547498264e-05
Position 606: 4.929395455982583e-05
Position 274: 4.4832324708632636e-05
Position 732: 4.017540850788225e-05
Position 837: 3.43378232507495e-05
Position 603: 2.7175787014839898e-05
Position 570: 2.6099687430581082e-05
Position 135: 2.5403328348086232e-05
Position 492: 2.4803594058284538e-05
Position 868: 2.1282669868226007e-05
Position 1011: 2.0989603042128025e-05
Position 1059: 1.9007617710161202e-05
Position 781: 1.8447722796668595e-05
Position 642: 1.7112231187864085e-05
Position 495: 1.6753155077868265e-05
Position 792: 1.5928128466070935e-05
Position 814: 1.5633907513783455e-05
Position 201: 1.5241368358640904e-05
Position 1180: 1.1459422970758641e-05
Position 822: 1.0575748828233428e-05
Position 627: 8.979528130189417e-06
Position 513: 8.803814719586354e-06
Position 651: 7.800596807103101e-06
Position 1224: 6.713650475236124e-06
Position 1117: 5.577730948170673e-06
Position 169: 1.8204529892367061e-06
Position 315: 1.3617141553811614e-08
Position 429: 7.076620698644759e-10
Position 573: 6.090928844173274e-10
Position 63: 1.736622382810512e-11
Position 74: 1.079091931388382e-12
