Gene = AstCC
index = 32
Annotated 5SS: [ 419 1063 1210]
Annotated 3SS: [ 881 1123 1283]
SMsplice 5SS: [ 419 1063 1210]
SMsplice 3SS: [ 881 1123 1283]
top_k =  500
Partition function (log Z): -2.0493110536686756

Sorted 5' Splice Sites (High to Low Probability):
Position 1063: 0.9700134171456217
Position 419: 0.9069122454040527
Position 1210: 0.8696567053143871
Position 734: 0.2819746808378756
Position 474: 0.03342677731143637
Position 786: 0.020770605310135373
Position 529: 0.006165504892062689
Position 801: 0.003412141065469013
Position 789: 0.0033651987135517878
Position 483: 0.0031498708863890185
Position 352: 0.002762558256030975
Position 296: 0.0023051031418670712
Position 629: 0.0022864922338510767
Position 738: 0.002053396639002259
Position 1067: 0.0016523294734214046
Position 535: 0.0013808294013819497
Position 136: 0.0012254476299205254
Position 727: 0.0011746277918860332
Position 139: 0.0008686888908404702
Position 1403: 0.0008550264487873008
Position 716: 0.000725962746192364
Position 1269: 0.00040951240492809746
Position 1428: 0.00036147097843391935
Position 1073: 0.00033548945973274814
Position 706: 0.0003158632468230817
Position 111: 0.0003123209778387229
Position 412: 0.0002644648032856614
Position 478: 0.0002637130984898474
Position 227: 0.00019464008228452606
Position 363: 0.00018363225374796617
Position 645: 0.00016086642332036491
Position 342: 0.00015472147460500463
Position 651: 0.00013807567087573624
Position 3: 0.0001278192215296672
Position 1411: 7.00572652087591e-05
Position 643: 6.865760809363483e-05
Position 1578: 6.820001718780434e-05
Position 1666: 6.352601592776733e-05
Position 885: 4.957408185265704e-05
Position 497: 4.6950120058734767e-05
Position 166: 4.496163226606458e-05
Position 1214: 3.989289623970424e-05
Position 1360: 3.59234252076626e-05
Position 1369: 3.392422165278033e-05
Position 487: 3.084764078765874e-05
Position 5: 2.941269310419178e-05
Position 102: 2.903227089110708e-05
Position 384: 2.1146448247681178e-05
Position 669: 2.068854638615973e-05
Position 1393: 2.0674073957443616e-05
Position 649: 1.7793320048425876e-05
Position 211: 1.4615129997909493e-05
Position 927: 1.1325739868252136e-05
Position 1672: 1.089642112309613e-05
Position 1619: 9.86152226041579e-06
Position 961: 9.811371900724361e-06
Position 36: 6.261008509051734e-06
Position 1109: 5.4575934232365005e-06
Position 282: 4.28813634532234e-06
Position 47: 2.745226137091587e-06
Position 229: 2.5859111845879747e-06
Position 1128: 2.3299204270821063e-06
Position 1653: 2.1658942559450998e-06
Position 1647: 1.9127696754149813e-06
Position 898: 1.8623748064103947e-06
Position 605: 1.771862570691816e-06
Position 1112: 1.7453235611151125e-06
Position 1006: 9.740818987103626e-07
Position 888: 8.623756468644575e-07
Position 182: 7.306654058226912e-07
Position 75: 3.2023190424997115e-07
Position 1133: 3.201208647132184e-07
Position 1283: 9.941298698732153e-10
Position 1155: 8.488537810835172e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1123: 0.9732155088565053
Position 881: 0.9255414587853414
Position 1283: 0.5566657439525
Position 575: 0.19568489409737366
Position 1260: 0.13020554885707422
Position 594: 0.06392944704304757
Position 1304: 0.059398504050001806
Position 628: 0.05220115388710106
Position 1356: 0.047826515722603026
Position 1257: 0.029095206401098358
Position 1295: 0.019427842047568644
Position 1506: 0.016886619759099043
Position 599: 0.01642305286875873
Position 953: 0.008519201551378369
Position 789: 0.0035409865762814556
Position 1309: 0.003502880467429166
Position 1320: 0.002897238938053558
Position 786: 0.0027869893428193715
Position 193: 0.0022420017802330526
Position 1273: 0.0021680732285746483
Position 1460: 0.0018933246664520243
Position 903: 0.0012411813080232955
Position 1133: 0.0009348736768509666
Position 1724: 0.000801002398982514
Position 1660: 0.000663317100215817
Position 1632: 0.0004901950162126429
Position 665: 0.0002694429106467001
Position 833: 0.0002295107410173808
Position 837: 0.00016405031199829675
Position 50: 0.00015318812210554918
Position 1306: 0.00014805989810491663
Position 1185: 0.0001387608351026796
Position 896: 0.00013797320884085127
Position 1524: 0.0001237632227357984
Position 691: 0.00010309879923757598
Position 262: 7.835912483182943e-05
Position 282: 6.989601952907968e-05
Position 1432: 6.45408868130691e-05
Position 994: 6.419699957618382e-05
Position 1006: 3.839154769056518e-05
Position 1174: 3.8255217133349866e-05
Position 1245: 3.3701209501503244e-05
Position 660: 1.9067008712840673e-05
Position 1491: 1.2712483191836644e-05
Position 161: 1.1158122953945433e-05
Position 287: 1.0151069643395248e-05
Position 970: 9.240566069973593e-06
Position 1363: 9.139231179349291e-06
Position 463: 6.451242351715068e-06
Position 363: 5.839003074134262e-06
Position 814: 4.9151055398966806e-06
Position 1091: 3.6851211522719587e-06
Position 1097: 3.0430589804683834e-06
Position 758: 2.5519093725183187e-06
Position 794: 2.4273706168009247e-06
Position 351: 2.0806768028528463e-06
Position 798: 1.2817487823348388e-06
Position 809: 1.1198541262796633e-06
Position 446: 9.18670987365954e-07
Position 144: 2.4840443680225886e-07
Position 90: 1.6891730232320764e-07
Position 57: 2.3233892173417906e-08
Position 392: 1.9084298114344395e-08
Position 423: 1.564346251681254e-08
Position 202: 1.531315898932289e-08
Position 124: 1.501821345129883e-08
Position 367: 1.3454084816669765e-08
Position 460: 1.3408729292028304e-08
Position 127: 1.2632936984891698e-08
Position 93: 1.104536148740068e-08
Position 384: 6.388971181454442e-09
Position 338: 4.085688657438811e-09
Position 412: 1.9431040494566272e-09
Position 111: 1.1878513589092189e-09
Position 373: 1.1388797032913124e-09
Position 334: 9.612432951376966e-10
Position 678: 5.280041712827429e-10
Position 99: 4.949559908760749e-10
Position 310: 4.3344101283186074e-10
Position 102: 2.6782579811741225e-10
Position 293: 1.5651473370792262e-10
Position 376: 1.1586024147858038e-11
