Gene = simj
index = 1873
Annotated 5SS: [  632 21156 21523 22424 22601 22865 23859 24105]
Annotated 3SS: [20270 21224 22336 22498 22665 22925 23939 24186]
SMsplice 5SS: [  632 21156 21523 22424 22601 22865 23859 24131]
SMsplice 3SS: [20270 21224 22312 22498 22665 22925 23939 24186]
top_k =  500
Partition function (log Z): 27.134834340428913

Sorted 5' Splice Sites (High to Low Probability):
Position 632: 0.9998510306301746
Position 23859: 0.9991528549976372
Position 22601: 0.9988868924785346
Position 22865: 0.9987924978821984
Position 22424: 0.9977651591060975
Position 21156: 0.9929487009599595
Position 21523: 0.9667245286287406
Position 24131: 0.5060078047595481
Position 24042: 0.37739892838055983
Position 16744: 0.24840285803185136
Position 24474: 0.18318377279574866
Position 22162: 0.1555943596358821
Position 450: 0.13671944063174654
Position 25633: 0.13048842993634857
Position 242: 0.10935217536776945
Position 442: 0.0844114699340613
Position 2803: 0.06099035291225696
Position 24414: 0.05637093091366074
Position 24101: 0.05190145924767571
Position 25237: 0.0423676548740267
Position 24388: 0.03612757871116386
Position 14452: 0.024090247648694513
Position 24105: 0.016042223332150607
Position 22137: 0.015575547571939399
Position 483: 0.014957251396037291
Position 24791: 0.012386243863546871
Position 14342: 0.01118458630043715
Position 24109: 0.010376308359491165
Position 24331: 0.010296742139357835
Position 496: 0.009309742670031434
Position 24646: 0.009106506687230514
Position 246: 0.009016846286861538
Position 21550: 0.008270726229897689
Position 457: 0.008043268791613878
Position 290: 0.00787926199508414
Position 234: 0.007070711143669648
Position 21145: 0.006420604491634335
Position 21789: 0.005933105416373068
Position 21533: 0.005883292165433387
Position 236: 0.005230789348801722
Position 238: 0.004731483771119984
Position 25006: 0.003618815706110747
Position 2368: 0.0035681896801631687
Position 264: 0.003547965678026699
Position 5231: 0.0033081595784239656
Position 70: 0.0027135939158621004
Position 21538: 0.0027128909967005033
Position 24750: 0.0024037699009812055
Position 322: 0.0022988593592428424
Position 446: 0.002252631666039441
Position 22247: 0.002141826300389587
Position 75: 0.0019176773995874352
Position 25858: 0.0013955783181915744
Position 248: 0.0012440008495494057
Position 21970: 0.0011262389694725978
Position 22004: 0.0010079890972391396
Position 22253: 0.0009255373741059133
