Gene = gogo
index = 1718
Annotated 5SS: [  373 15446 17481 17950 22147 23618 23848 24197 24686]
Annotated 3SS: [14985 16262 17818 21915 23328 23682 23910 24246 24767]
SMsplice 5SS: [  373 17950 18509 22147 23618 23848 24197 24686]
SMsplice 3SS: [17818 18411 21915 22365 23682 23910 24246 24767]
top_k =  500
Partition function (log Z): 9.383754065345341

Sorted 5' Splice Sites (High to Low Probability):
Position 23618: 0.9988492494585537
Position 24686: 0.9676215850409878
Position 23848: 0.9643930685737044
Position 24197: 0.9610771952415849
Position 22147: 0.9364413668077597
Position 17950: 0.8948396151550435
Position 373: 0.6652504734336804
Position 1844: 0.6536719246373561
Position 1103: 0.5862421786719795
Position 4030: 0.5305970730626915
Position 18509: 0.5016679373947094
Position 15446: 0.4873837017020553
Position 18957: 0.3322030222823432
Position 1448: 0.31504037819912906
Position 3789: 0.284765733400161
Position 669: 0.2651806371013814
Position 5086: 0.26163201572290884
Position 22581: 0.2278926684278047
Position 3798: 0.20875965841958316
Position 22496: 0.1712476118107219
Position 17481: 0.15162437842483742
Position 522: 0.12375305857743411
Position 17954: 0.07878461080561014
Position 3871: 0.05633738661749894
Position 24391: 0.04414723185590869
Position 22021: 0.04282493929187516
Position 856: 0.04280417089598214
Position 23336: 0.041060091238453465
Position 24698: 0.0266479645992292
Position 22591: 0.02616840319576588
Position 9956: 0.023399090733432038
Position 5671: 0.023249004299199696
Position 5628: 0.020830795875898256
Position 182: 0.019593961400394357
Position 1944: 0.016622346942412394
Position 23294: 0.016025222406276015
Position 25118: 0.01588704169707155
Position 865: 0.014166992415937935
Position 1482: 0.014146377482862627
Position 22549: 0.01326370463014345
Position 1018: 0.009906438965195233
Position 4021: 0.009206192420262499
Position 1351: 0.008214467790472841
Position 2346: 0.007794759177895984
Position 2366: 0.006225460828499954
Position 273: 0.005662671819253522
Position 4407: 0.0052360981168362
Position 26132: 0.004996501233518408
Position 286: 0.004815844639134345
Position 1092: 0.004211023764880663
Position 19038: 0.0036554493273643616
Position 340: 0.0036456620912782675
Position 23: 0.0035435768195271056
Position 24535: 0.0033858944332682875
Position 18953: 0.0030257970049488324
Position 1097: 0.0029852536184664393
Position 22636: 0.0028736465787739932
Position 105: 0.0026061420584444894
Position 1107: 0.002532064530619244
Position 584: 0.002495879126620763
Position 1514: 0.002175680846719059
Position 3023: 0.0020639730578611774
Position 582: 0.0019757618686083657
Position 426: 0.0018483794141669033
Position 25094: 0.0015070194432508523
Position 834: 0.0013993277322466118
Position 24019: 0.0011622072875840418
Position 2328: 0.0011165079709910142
Position 5535: 0.0010714675116697237
Position 24336: 0.0010282719570485022
Position 25775: 0.0010243969752774032
Position 196: 0.000986831850526688
Position 24568: 0.0009757688228813497
Position 1750: 0.0009520466408354593
Position 821: 0.0009458494051721679
Position 25731: 0.0009209060467718447
Position 24063: 0.0009180751830818552
Position 19: 0.0008284118585062368
Position 23867: 0.0008197275993076586
Position 73: 0.0007711659178852183
Position 24075: 0.0007445209644253986
Position 23836: 0.000712066552471506
Position 431: 0.0007002400414171426
Position 1154: 0.0006854712082941292
Position 23790: 0.0006557602353566887
Position 2057: 0.0006115457773351056
Position 794: 0.0005596198193253873
Position 25685: 0.000549538908042636
Position 114: 0.0005276484779988015
Position 27: 0.0004649924198004184
Position 144: 0.00045404197262792836
Position 121: 0.00043078703618097225
Position 25704: 0.00043069872479684665
Position 2298: 0.00039443985574194894
Position 226: 0.0003913233985136112
Position 845: 0.0003324090796242321
Position 377: 0.0003272239510292324
Position 278: 0.0003261701947698842
Position 1528: 0.0003162681169774684
Position 1023: 0.0003104824560864227
Position 24660: 0.00030264007185625756
Position 24690: 0.0003011169459754268
Position 291: 0.00029548685312957883
Position 25144: 0.0002904673360588325
Position 24557: 0.00024977193256403785
Position 382: 0.0002403658423489862
Position 25431: 0.00023912125796010013
Position 25393: 0.00023777724500487408
Position 24380: 0.00023088492802378577
Position 25216: 0.00022552336149314473
Position 33: 0.00019757670998291207
Position 967: 0.00017170948896015132
Position 1065: 0.00015853020684801855
Position 243: 0.00014058577740900396
Position 1456: 0.00013225896547220203
Position 338: 0.000129881779363552
Position 24665: 0.0001140977047134518
Position 1334: 0.00011163582643760368
Position 813: 0.00010981307891790052
Position 722: 8.897312711868888e-05
Position 24504: 7.193494598616536e-05
Position 1637: 6.312541097113142e-05
Position 24167: 5.31676250842523e-05
Position 815: 5.115235023898278e-05
Position 396: 4.930703388111351e-05
Position 3976: 3.8524774606487215e-05
Position 869: 3.6338380701820176e-05
Position 421: 3.5772380667946264e-05
Position 493: 3.5389414095443105e-05
Position 2129: 3.448871111567276e-05
Position 673: 3.4419179846658945e-05
Position 24158: 3.2818789385856984e-05
Position 462: 3.170964202370998e-05
Position 50: 2.7822086366677216e-05
Position 436: 2.211390399596945e-05
Position 13: 1.8678507254364553e-05
Position 312: 1.3005440725649326e-05
Position 160: 1.254200663012327e-05
Position 186: 1.1687564007903224e-05
Position 128: 1.0883628663945178e-05
Position 465: 1.0752204084381327e-05
Position 1901: 7.87668023238003e-06
Position 265: 6.949853169502655e-06
Position 343: 6.217747050987347e-06
Position 218: 4.743752635938834e-06
Position 3: 2.18935665424125e-06
Position 24939: 2.01142487019364e-06
Position 17: 1.660418847668663e-06
Position 305: 1.433466597047445e-06
Position 24623: 1.1647408183916173e-06
Position 24823: 8.154731314655591e-07
Position 624: 5.572251047937116e-07
Position 139: 2.7869677277518715e-07
Position 1489: 2.5671375790187335e-07
Position 24645: 2.2976157529092634e-07
Position 232: 1.2220443883482564e-07
Position 24007: 1.1657638396153267e-07
Position 24284: 9.146979646472383e-08
Position 25264: 2.6453589399401814e-08
Position 22531: 9.031621992676017e-09
Position 24397: 1.4104200697038992e-09
Position 680: 2.8638724498373935e-10
Position 495: 1.3752765522940807e-11
Position 24214: 5.81123262698244e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 21915: 0.9977591717977434
Position 23910: 0.9974360184029438
Position 24767: 0.9890257191223082
Position 17818: 0.9781304326144427
Position 23682: 0.9686650954209748
Position 24246: 0.9324331096488185
Position 18411: 0.7707283946294173
Position 22365: 0.6860933396148855
Position 14985: 0.6390080801268924
Position 1180: 0.5751013682263886
Position 3915: 0.5375494020638402
Position 901: 0.43810187884895796
Position 23011: 0.3947278951187497
Position 3684: 0.3928711818927317
Position 482: 0.2575272241126448
Position 1577: 0.18267089740006687
Position 4184: 0.16951636891088426
Position 702: 0.1583551176736449
Position 23328: 0.1283721701261361
Position 3413: 0.08942725459820004
Position 23391: 0.07657384124851514
Position 3661: 0.06748353438079714
Position 24582: 0.058426239949073575
Position 1814: 0.054811212445315304
Position 22639: 0.04371904992532563
Position 22213: 0.04123547545405077
Position 1647: 0.03899426835468744
Position 22216: 0.03604320017295779
Position 22636: 0.034037236540412005
Position 18800: 0.03116490961063676
Position 3264: 0.031136224123036363
Position 2414: 0.031021318969589127
Position 1408: 0.030253364533414994
Position 5430: 0.029924817467132905
Position 18637: 0.02882456371847959
Position 9847: 0.023399090733432052
Position 23152: 0.020721118181947544
Position 4707: 0.01991096911209583
Position 5516: 0.012329951643238532
Position 22414: 0.011627039318578607
Position 1201: 0.011567029748359667
Position 26213: 0.011561357434196506
Position 25306: 0.01127234230746802
Position 4653: 0.007894105118041176
Position 1008: 0.007888291100465255
Position 1292: 0.007771550781003925
Position 1512: 0.006280561677337527
Position 24504: 0.005660300393882326
Position 24783: 0.0053901986009681595
Position 18027: 0.0050842449151013045
Position 24639: 0.004985984230056702
Position 24482: 0.004744302296019667
Position 1780: 0.004685183096743248
Position 3367: 0.004606712735273853
Position 853: 0.004353487978069799
Position 937: 0.003829095676324631
Position 2297: 0.0037698541227958625
Position 4284: 0.003745997964545417
Position 22325: 0.0032698836934302753
Position 3936: 0.002942810784597068
Position 1374: 0.0025484726986457077
Position 76: 0.002479272288664883
Position 5586: 0.0024413208272996935
Position 330: 0.002114246704453412
Position 396: 0.002020347803565698
Position 1236: 0.0018355186859175918
Position 24519: 0.0017854637450210552
Position 24259: 0.0014166047374918045
Position 1377: 0.0013690184859060461
Position 582: 0.0013035454457018543
Position 22584: 0.0011782276185056534
Position 343: 0.0011748267819582112
Position 25189: 0.0011671193630610828
Position 25419: 0.0011313214679440364
Position 22083: 0.0010138448296168612
Position 25800: 0.0010053182470479345
Position 25547: 0.0009849777915638105
Position 24738: 0.00093996474357335
Position 24951: 0.0007026747217613641
Position 1314: 0.0006750153905064647
Position 24754: 0.0006084323781196915
Position 22223: 0.0005988835439394752
Position 186: 0.0005050299684599298
Position 24428: 0.0004798581045421106
Position 5492: 0.00045517774909654453
Position 24122: 0.0003948675860336727
Position 1049: 0.00036683662753355436
Position 25848: 0.00036395235871144533
Position 521: 0.00034287740446012425
Position 2685: 0.00024620582047240377
Position 978: 0.0002434595843953271
Position 24387: 0.00020467601661764632
Position 24741: 0.00019686548463033042
Position 1657: 0.00019204147181020522
Position 24314: 0.00015207035184444813
Position 18252: 0.00013351115857741872
Position 543: 0.00013126935970444103
Position 18416: 0.00011037532336523049
Position 24365: 0.00010805231911066454
Position 24080: 9.125370189014273e-05
Position 595: 9.048513480419112e-05
Position 24814: 7.418324117673262e-05
Position 24390: 7.021237503126464e-05
Position 712: 5.7151257929509e-05
Position 23881: 5.696781669009127e-05
Position 195: 4.8758287536106154e-05
Position 23847: 3.954387275163527e-05
Position 24062: 3.8035908115030166e-05
Position 294: 3.687021846530212e-05
Position 23952: 1.0827660411431718e-05
Position 382: 1.0011959549029637e-05
Position 285: 8.326065032911969e-06
Position 552: 8.272123342479847e-06
Position 687: 7.577277605315137e-06
Position 23939: 5.203194829486189e-06
Position 23872: 4.050372439511693e-06
Position 305: 2.7562719592428323e-06
Position 25017: 2.5911619083789407e-06
Position 144: 2.411960283067195e-06
Position 278: 1.2515742836943826e-06
Position 312: 1.054158543361317e-06
Position 218: 1.342462478293191e-07
Position 562: 8.321703434018016e-09
