Gene = NijA
index = 1318
Annotated 5SS: [ 311 1249 1854]
Annotated 3SS: [1172 1461 2150]
SMsplice 5SS: [ 311 1400 1854]
SMsplice 3SS: [1172 1461 2150]
top_k =  500
Partition function (log Z): 0.28542960842074716

Sorted 5' Splice Sites (High to Low Probability):
Position 1854: 0.9694191944611917
Position 1400: 0.6120950625043021
Position 311: 0.6009883249242302
Position 1249: 0.3156904095933129
Position 348: 0.22438566489652848
Position 299: 0.07363520271939678
Position 1381: 0.02881334633568265
Position 176: 0.012808978167526826
Position 1002: 0.0123601183564131
Position 1294: 0.005724933843675882
Position 117: 0.005135108385837962
Position 1590: 0.004658918019136589
Position 1253: 0.0043952616604769415
Position 1932: 0.003998540249495181
Position 1868: 0.0035128645914381538
Position 986: 0.003413874053689013
Position 676: 0.003286229526720865
Position 2033: 0.003048911353325501
Position 1222: 0.002772354642150373
Position 2023: 0.002679091957684529
Position 2066: 0.002242571067468503
Position 2050: 0.002089190850148836
Position 1584: 0.0020705652750727618
Position 1398: 0.0014612871729586107
Position 2342: 0.0013352201927507364
Position 849: 0.0013289757034894965
Position 972: 0.001238458773294059
Position 370: 0.0012225608985384593
Position 100: 0.0006856964241037089
Position 1692: 0.0006185643926736561
Position 983: 0.0005757633707450797
Position 911: 0.0005664932224338986
Position 2244: 0.0005662655860149084
Position 1889: 0.0005287278813881325
Position 2053: 0.0005187127273760624
Position 2370: 0.0004162052170394205
Position 1404: 0.00037832947272835305
Position 1947: 0.0003593492818607992
Position 2351: 0.00033522368225035945
Position 321: 0.00021336904924499695
Position 1074: 0.0002011810273390627
Position 1540: 0.00019060079199815507
Position 965: 0.0001676179916511161
Position 2271: 0.00014022896975912129
Position 469: 0.0001364588252585463
Position 228: 0.00011212230156660918
Position 1417: 0.00010879696802415279
Position 2313: 0.00010345864662026582
Position 436: 9.928587479283025e-05
Position 876: 7.934258834189721e-05
Position 1651: 7.93067925688361e-05
Position 315: 7.664362379468274e-05
Position 560: 7.072116246651998e-05
Position 2277: 5.223484971796425e-05
Position 2268: 5.1611633909313826e-05
Position 457: 5.137220376008882e-05
Position 659: 5.128185466467047e-05
Position 237: 4.744781522768208e-05
Position 417: 4.164882764065462e-05
Position 669: 3.966169292506396e-05
Position 1269: 3.8848123569912486e-05
Position 1554: 3.8106584777591745e-05
Position 397: 3.289227465432591e-05
Position 680: 2.9367136200363733e-05
Position 1819: 2.832288897017613e-05
Position 1132: 2.6114599298937615e-05
Position 1656: 2.4686280580670426e-05
Position 1671: 2.0584835397893733e-05
Position 1621: 1.7314183302947904e-05
Position 2298: 1.6287153351058714e-05
Position 272: 1.5956697299231107e-05
Position 22: 1.561160917625842e-05
Position 632: 1.4246812915502488e-05
Position 619: 1.3085739266700769e-05
Position 1779: 1.2122339456196346e-05
Position 1420: 1.1585039566527956e-05
Position 1333: 9.616145216256606e-06
Position 1826: 9.27688662822401e-06
Position 1339: 7.5256122331749345e-06
Position 1310: 6.578114574937125e-06
Position 1596: 6.184891121546736e-06
Position 32: 4.502817267116942e-06
Position 954: 4.363808882707407e-06
Position 1774: 4.038652245672592e-06
Position 761: 3.948721916681079e-06
Position 50: 3.550494894101609e-06
Position 2186: 2.217793418005154e-06
Position 405: 2.181946071201039e-06
Position 1434: 1.9772972748580556e-06
Position 443: 1.8982106707022651e-06
Position 2203: 1.7187815347427942e-06
Position 689: 1.1391358314265159e-07
Position 500: 9.531143023872128e-08
Position 8: 9.5055468896318e-08
Position 5: 5.03521704523946e-08
Position 532: 4.7016053471410306e-08
Position 467: 3.077047666198033e-08
Position 1236: 1.1219062344253916e-08
Position 1135: 8.289962798373644e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2150: 0.9961625728476496
Position 1461: 0.9794750031804258
Position 1172: 0.6586256570529117
Position 1063: 0.11181555833200504
Position 702: 0.10564097206787357
Position 947: 0.006821258296220295
Position 443: 0.006173867548407835
Position 745: 0.005441766122075066
Position 1017: 0.005247231033983404
Position 771: 0.004821392409183282
Position 1922: 0.004189006780298989
Position 1509: 0.0037801388184314504
Position 546: 0.003135660885171525
Position 513: 0.0018691290605483773
Position 824: 0.001845898614955783
Position 393: 0.0016731922818175556
Position 1899: 0.0016549129399488335
Position 1298: 0.0015253093470701375
Position 1068: 0.0013323354501710008
Position 2398: 0.0011693820443146588
Position 1973: 0.0010603641455544965
Position 930: 0.0010387761969075416
Position 2439: 0.001005353710003179
Position 1192: 0.0008611855204287859
Position 576: 0.0007649188642365289
Position 2363: 0.0007480763436256879
Position 1434: 0.0007047813862265144
Position 1706: 0.000624261264537968
Position 972: 0.0005547175005533548
Position 2083: 0.0004552702937512199
Position 653: 0.0003407539552037924
Position 2053: 0.00028485663627165006
Position 1032: 0.0002769569182625551
Position 2386: 0.0002575119278920733
Position 983: 0.00025459389032770675
Position 1132: 0.00024984214435209404
Position 1108: 0.00023032812816028804
Position 1608: 0.0001837777203136849
Position 1183: 0.00016022540773736753
Position 1002: 0.00015566782338346033
Position 632: 0.00014793431097797
Position 781: 0.00014462512274545625
Position 1284: 0.00014094398396323653
Position 189: 0.00010769441682258059
Position 1712: 0.0001063626895525083
Position 245: 8.788771752116322e-05
Position 1715: 7.536431286273414e-05
Position 1127: 4.36266578805782e-05
Position 1819: 4.0778307871443625e-05
Position 1071: 4.012450526671097e-05
Position 1787: 3.98644095083221e-05
Position 640: 3.978757874392334e-05
Position 1560: 3.749573211735676e-05
Position 1407: 3.702644130766882e-05
Position 2305: 3.1007716613483116e-05
Position 713: 2.4785152043319453e-05
Position 1985: 2.056190914223654e-05
Position 1840: 1.885807531196114e-05
Position 2186: 1.8437720925120216e-05
Position 2032: 1.4345845423049964e-05
Position 560: 1.3506244118183329e-05
Position 237: 8.918151762207558e-06
Position 2289: 6.038257851734899e-06
Position 2342: 4.497721925852043e-06
Position 657: 4.125083408853394e-06
Position 2262: 3.6304770458868908e-06
Position 518: 3.124528152423559e-06
Position 347: 2.80265952093372e-06
Position 1413: 2.7965510311762e-06
Position 837: 2.396828441143664e-06
Position 2248: 2.3674949591727124e-06
Position 2066: 1.8006790207781434e-06
Position 2370: 1.7888264501194866e-06
Position 2039: 1.7440876053332742e-06
Position 2227: 1.6331419218348922e-06
Position 2023: 1.5802873815244627e-06
Position 98: 1.57101524033725e-06
Position 149: 1.3787464650512969e-06
Position 715: 1.328150861235929e-06
Position 281: 1.3203792262290785e-06
Position 2244: 7.666966550110901e-07
Position 1853: 7.466642862633858e-07
Position 272: 1.3929832457911697e-07
Position 116: 6.968962816333904e-08
Position 311: 4.186390499588295e-08
Position 92: 5.7355342005785165e-09
Position 849: 4.192622721239893e-09
Position 1243: 3.138773419791396e-09
Position 481: 2.7566053584125764e-09
Position 122: 1.6230340989841209e-09
Position 64: 8.562130617249144e-10
