Gene = enc
index = 1694
Annotated 5SS: [  242 11183 13865 14080 14331 14720 14992 15949 18256 18927 20683 20845]
Annotated 3SS: [10739 13041 13922 14176 14392 14776 15591 17342 18319 18982 20744 20953]
SMsplice 5SS: [  242 11183 13865 14080 14331 14720 14992 18256 18927 20683 20845]
SMsplice 3SS: [10739 13041 13922 14176 14392 14776 17342 18319 18988 20744 20953]
top_k =  500
Partition function (log Z): 37.51619418441498

Sorted 5' Splice Sites (High to Low Probability):
Position 18256: 0.99948333508472
Position 14331: 0.9977697354457573
Position 242: 0.9977321768270537
Position 13865: 0.9931496391442887
Position 20683: 0.990400971983642
Position 18927: 0.9856837306397356
Position 14992: 0.9792770263220963
Position 20845: 0.9777173797499122
Position 14720: 0.9761761799216679
Position 14080: 0.9626189571427399
Position 11183: 0.857588991407848
Position 21019: 0.4635113997286985
Position 21260: 0.3163832012321103
Position 1133: 0.19432998237619178
Position 529: 0.17288111637529174
Position 21006: 0.17007876007877584
Position 15949: 0.0977994304499709
Position 21464: 0.08908244090385664
Position 11673: 0.07462389402796984
Position 18748: 0.06859317591783906
Position 12769: 0.06679564461735688
Position 21238: 0.052945310706947135
Position 22966: 0.04738150371574018
Position 691: 0.04638981845548995
Position 13715: 0.04156783305427247
Position 8321: 0.03866330811431823
Position 12292: 0.0367925436532799
Position 12225: 0.03444881513027375
Position 680: 0.03382681879323193
Position 2266: 0.032970449126033446
Position 14099: 0.032446257490511665
Position 14468: 0.03242566848684211
Position 18019: 0.03161341553222191
Position 18714: 0.030865368949566315
Position 19775: 0.02938772188786513
Position 17144: 0.025423718778722713
Position 19903: 0.024571811523374787
Position 19765: 0.02256947751086945
Position 11929: 0.01690697478867844
Position 17974: 0.01549002500408864
Position 21694: 0.014740057266166545
Position 12457: 0.014195308179786138
Position 19298: 0.013474585625792785
Position 18028: 0.01330098108064231
Position 14988: 0.011759803998532574
Position 19417: 0.011233383503834158
Position 18917: 0.010431838635231077
Position 20993: 0.0103417387901441
Position 12652: 0.009152016042012032
Position 11894: 0.009101861400853728
Position 2078: 0.008141670757726585
Position 22944: 0.006724057674027358
Position 19771: 0.006487250380368056
Position 16845: 0.006200209577497867
Position 19295: 0.005921910215986288
Position 20658: 0.005687991568253308
Position 7946: 0.004207520827357828
Position 6541: 0.004206474938882591
Position 22790: 0.003960441760809579
Position 17126: 0.0037949331824427175
Position 8317: 0.0037163012061238792
Position 676: 0.0035786752275527075
Position 13400: 0.0035437117814598805
Position 18848: 0.0034807309929079044
Position 11902: 0.0032922778892739554
Position 19084: 0.003115433138040699
Position 7969: 0.0025941120564553473
Position 19793: 0.002534150390221812
Position 3198: 0.002526945708269685
Position 1517: 0.002477051376068802
Position 5867: 0.0023239853062415414
Position 455: 0.0020272967127638883
Position 16057: 0.0017062786337982113
Position 4216: 0.0015489836117663996
Position 15007: 0.0014874013807592605
Position 459: 0.001470184122196108
Position 14128: 0.0013065181589814814
Position 14288: 0.0011045467626742036
Position 14631: 0.0010372882853303773
Position 19420: 0.0007645647278572756
Position 6275: 0.0007106582891250429
Position 18383: 0.0007008333144411545
Position 463: 0.0006804098547256152
Position 547: 0.0006664551702552519
